Entry,Organism (ID),Protein families,Length,Fragment,Source tissues,Toxic dose,PTM Keywords,PTM Summary,Signal peptide,Propeptide,Gene Ontology (GO),Gene Ontology (biological process),Gene Ontology (cellular component),Gene Ontology (molecular function),Protein existence,ToxProt definition,Mature_length,Active_length,Scientific_Name,Phylum,Class,Order,Family,Genus,Species,Habitat,Habitat_Detailed
P83259,185217,Mu-agatoxin family,37,,Venom,,Amidation,Disulfide bond:4; Amidation:1,,,GO:0009405 (pathogenesis); GO:0005576 (extracellular region); GO:0019871 (sodium channel inhibitor activity),GO:0009405 (pathogenesis),GO:0005576 (extracellular region),GO:0019871 (sodium channel inhibitor activity),,both,37,37,Pireneitega luctuosa,Arthropoda,Arachnida,Araneae,Agelenidae,Pireneitega,Pireneitega luctuosa,terrestrial,terrestrial
P01478,6903,Delta-atracotoxin family,42,,,,,Disulfide bond:4,,,,,,,,both,42,42,Atrax robustus,Arthropoda,Arachnida,Araneae,Hexathelidae,Atrax,Atrax robustus,terrestrial,terrestrial
P13494,6904,Delta-atracotoxin family,42,,Venom,,,Disulfide bond:4,,,,,,,,both,42,42,Hadronyche versuta,Arthropoda,Arachnida,Araneae,Hexathelidae,Hadronyche,Hadronyche versuta,terrestrial,terrestrial
P01403,8618,Snake toxin family,61,,Venom,LD(50) is >20 mg/kg by intravenous injection.,,Disulfide bond:4,,,,,,,,both,61,61,Dendroaspis angusticeps,Chordata,Lepidosauria,Squamata,Elapidae,Dendroaspis,Dendroaspis angusticeps,terrestrial,terrestrial
P01404,8618,Snake toxin family,81,,Venom; Venom gland,LD(50) is >250 mg/kg by subcutaneous injection.,,Disulfide bond:4,Yes,,,,,,,both,60,60,Dendroaspis angusticeps,Chordata,Lepidosauria,Squamata,Elapidae,Dendroaspis,Dendroaspis angusticeps,terrestrial,terrestrial
P01414,8620,Snake toxin family,60,,Venom,LD(50) is 8 mg/kg by subcutaneous injection.,,Disulfide bond:4,,,,,,,,both,60,60,Dendraspis polylepis polylepis,Chordata,Lepidosauria,Squamata,Elapidae,Dendroaspis,Dendroaspis polylepis,terrestrial,terrestrial
P58305,138296,,21,fragment,Cnidoblast,LD(50) is 400 +/- 83 ug/kg by intraperitoneal injection into mice.,,,,,,,,,,kw_toxin,21,21,Bunodosoma cangicum,Cnidaria,Anthozoa,Actiniaria,Actiniidae,Bunodosoma,Bunodosoma cangicum,marine,marine
P68424,29017,,28,,,,,Disulfide bond:3,,,,,,,,both,28,28,Cyriopagopus schmidti,Arthropoda,Arachnida,Araneae,Theraphosidae,Cyriopagopus,Cyriopagopus schmidti,terrestrial,terrestrial
P68425,29017,Contains 1 BPTI/Kunitz inhibitor domain,55,,Venom,LD(50) is 256 +/- 23 ug/kg by injection into the fourth ventricule of the adult mouse brain.,,Disulfide bond:3,,,,,,,,both,55,55,Cyriopagopus schmidti,Arthropoda,Arachnida,Araneae,Theraphosidae,Cyriopagopus,Cyriopagopus schmidti,terrestrial,terrestrial
P56676,29017,Huwentoxin-1 family,81,,Venom; Venom gland,"LD(50) is 0.7 mg/kg by intraperitoneal injection, and 9.40 ug/kg by intracisternal injection into mice.",,Disulfide bond:3,Yes,Yes,,,,,,both,60,33,Cyriopagopus schmidti,Arthropoda,Arachnida,Araneae,Theraphosidae,Cyriopagopus,Cyriopagopus schmidti,terrestrial,terrestrial
P82959,29017,Huwentoxin-2 family,85,,Venom; Venom gland,,,Disulfide bond:3,Yes,Yes,,,,,,both,63,37,Cyriopagopus schmidti,Arthropoda,Arachnida,Araneae,Theraphosidae,Cyriopagopus,Cyriopagopus schmidti,terrestrial,terrestrial
P82960,29017,Huwentoxin-2 family,37,,Venom,,,Disulfide bond:3,,,,,,,,both,37,37,Cyriopagopus schmidti,Arthropoda,Arachnida,Araneae,Theraphosidae,Cyriopagopus,Cyriopagopus schmidti,terrestrial,terrestrial
Q86C49,29017,Huwentoxin-2 family,83,,Venom gland,,,Disulfide bond:3,Yes,Yes,,,,,,both,62,35,Cyriopagopus schmidti,Arthropoda,Arachnida,Araneae,Theraphosidae,Cyriopagopus,Cyriopagopus schmidti,terrestrial,terrestrial
P61103,29017,Huwentoxin-1 family,87,,Venom; Venom gland,PD(50) of HwTx-III is 192.95 +/- 120.84 mg/kg to locusts.,Cleavage on pair of basic residues,,Yes,Yes,,,,,,both,63,32,Cyriopagopus schmidti,Arthropoda,Arachnida,Araneae,Theraphosidae,Cyriopagopus,Cyriopagopus schmidti,terrestrial,terrestrial
P83303,29017,Huwentoxin-1 family,89,,Venom; Venom gland,,Amidation,Disulfide bond:3; Amidation:1,Yes,Yes,,,,,,both,65,35,Cyriopagopus schmidti,Arthropoda,Arachnida,Araneae,Theraphosidae,Cyriopagopus,Cyriopagopus schmidti,terrestrial,terrestrial
P61104,29017,Huwentoxin-1 family,86,,Venom; Venom gland,PD(50) of HwTx-V is 16 +/- 5 mg/kg to locusts.,,Disulfide bond:3,Yes,Yes,,,,,,both,66,33,Cyriopagopus schmidti,Arthropoda,Arachnida,Araneae,Theraphosidae,Cyriopagopus,Cyriopagopus schmidti,terrestrial,terrestrial
P68420,29017,Huwentoxin-2 family,41,,Venom,,,,,,,,,,,both,41,41,Cyriopagopus schmidti,Arthropoda,Arachnida,Araneae,Theraphosidae,Cyriopagopus,Cyriopagopus schmidti,terrestrial,terrestrial
P68421,29017,Huwentoxin-2 family,84,,Venom; Venom gland,,,Disulfide bond:3,Yes,Yes,,,,,,both,62,36,Cyriopagopus schmidti,Arthropoda,Arachnida,Araneae,Theraphosidae,Cyriopagopus,Cyriopagopus schmidti,terrestrial,terrestrial
P68422,29017,Huwentoxin-2 family,35,,Venom,,,Disulfide bond:3,,,,,,,,both,35,35,Cyriopagopus schmidti,Arthropoda,Arachnida,Araneae,Theraphosidae,Cyriopagopus,Cyriopagopus schmidti,terrestrial,terrestrial
P68423,29017,,34,,,,,,,,,,,,,both,34,34,Cyriopagopus schmidti,Arthropoda,Arachnida,Araneae,Theraphosidae,Cyriopagopus,Cyriopagopus schmidti,terrestrial,terrestrial
P83591,209901,Huwentoxin-1 family,33,,Venom,,Amidation,Disulfide bond:3; Amidation:1,,,GO:0006952 (defense response); GO:0009405 (pathogenesis); GO:0005576 (extracellular region); GO:0019871 (sodium channel inhibitor activity),GO:0006952 (defense response); GO:0009405 (pathogenesis),GO:0005576 (extracellular region),GO:0019871 (sodium channel inhibitor activity),,both,33,33,Cyriopagopus hainanus,Arthropoda,Arachnida,Araneae,Theraphosidae,Cyriopagopus,Cyriopagopus hainanus,terrestrial,terrestrial
P83464,209901,Huwentoxin-1 family,33,,,,Amidation,Disulfide bond:3; Amidation:1,,,GO:0009405 (pathogenesis); GO:0007268 (synaptic transmission); GO:0005576 (extracellular region); GO:0019871 (sodium channel inhibitor activity),GO:0009405 (pathogenesis); GO:0007268 (synaptic transmission),GO:0005576 (extracellular region),GO:0019871 (sodium channel inhibitor activity),,both,33,33,Cyriopagopus hainanus,Arthropoda,Arachnida,Araneae,Theraphosidae,Cyriopagopus,Cyriopagopus hainanus,terrestrial,terrestrial
P83471,209901,Huwentoxin-1 family,35,,,,,Disulfide bond:3,,,,,,,,both,35,35,Cyriopagopus hainanus,Arthropoda,Arachnida,Araneae,Theraphosidae,Cyriopagopus,Cyriopagopus hainanus,terrestrial,terrestrial
P60975,209901,Huwentoxin-1 family,35,,Venom,,,Disulfide bond:3,,,,,,,,both,35,35,Cyriopagopus hainanus,Arthropoda,Arachnida,Araneae,Theraphosidae,Cyriopagopus,Cyriopagopus hainanus,terrestrial,terrestrial
P56852,29015,Spider potassium channel inhibitory toxin family,35,,Venom,,,Disulfide bond:3,,,,,,,,both,35,35,Grammostola rosea,Arthropoda,Arachnida,Araneae,Theraphosidae,Grammostola,Grammostola rosea,terrestrial,terrestrial
P56853,29015,Spider potassium channel inhibitory toxin family,35,,Venom,,,Disulfide bond:3,,,,,,,,both,35,35,Grammostola rosea,Arthropoda,Arachnida,Araneae,Theraphosidae,Grammostola,Grammostola rosea,terrestrial,terrestrial
P58425,152925,Spider potassium channel inhibitory toxin family,33,,Venom,,Amidation,Disulfide bond:3; Amidation:1,,,,,,,,both,33,33,Heteropoda venatoria,Arthropoda,Arachnida,Araneae,Sparassidae,Heteropoda,Heteropoda venatoria,terrestrial,terrestrial
P58426,152925,Spider potassium channel inhibitory toxin family,30,,Venom,,Amidation,Disulfide bond:3; Amidation:1,,,,,,,,both,30,30,Heteropoda venatoria,Arthropoda,Arachnida,Araneae,Sparassidae,Heteropoda,Heteropoda venatoria,terrestrial,terrestrial
P58427,152925,Spider potassium channel inhibitory toxin family,31,,Venom,,Amidation,Disulfide bond:3; Amidation:1,,,,,,,,both,31,31,Heteropoda venatoria,Arthropoda,Arachnida,Araneae,Sparassidae,Heteropoda,Heteropoda venatoria,terrestrial,terrestrial
P55816,38407,,58,,Venom,PD(50) is 0.71 nmol/g in lepidopteran larvae.,,,,,,,,,,both,58,58,Diguetia canities,Arthropoda,Arachnida,Araneae,Diguetidae,Diguetia,Diguetia canities,terrestrial,terrestrial
P55817,38407,,61,,Venom,PD(50) is 3.19 nmol/g in lepidopteran larvae.,,,,,,,,,,both,61,61,Diguetia canities,Arthropoda,Arachnida,Araneae,Diguetidae,Diguetia,Diguetia canities,terrestrial,terrestrial
O46166,73900,,68,,Venom gland,,Amidation,Amidation:1,Yes,,,,,,,both,51,50,Eratigena agrestis,Arthropoda,Arachnida,Araneae,Agelenidae,Eratigena,Eratigena agrestis,terrestrial,terrestrial
O46167,73900,,68,,Venom gland,,Amidation,Amidation:1,Yes,,,,,,,both,51,50,Eratigena agrestis,Arthropoda,Arachnida,Araneae,Agelenidae,Eratigena,Eratigena agrestis,terrestrial,terrestrial
O46168,73900,,68,,Venom gland,,Amidation,Amidation:1,Yes,,,,,,,both,51,50,Eratigena agrestis,Arthropoda,Arachnida,Araneae,Agelenidae,Eratigena,Eratigena agrestis,terrestrial,terrestrial
P49126,38407,,94,,Venom gland,PD(50) is 0.38 nmol/g in lepidopteran larvae.,,,Yes,Yes,,,,,,both,77,56,Diguetia canities,Arthropoda,Arachnida,Araneae,Diguetidae,Diguetia,Diguetia canities,terrestrial,terrestrial
P61791,152925,Spider potassium channel inhibitory toxin family,29,,Venom,,,Disulfide bond:3,,,,,,,,both,29,29,Heteropoda venatoria,Arthropoda,Arachnida,Araneae,Sparassidae,Heteropoda,Heteropoda venatoria,terrestrial,terrestrial
Q9TWG1,6108,Sea anemone potassium channel inhibitory toxin family,36,,,,,,,,,,,,,kw_toxin,36,36,Anemonia sulcata,Cnidaria,Anthozoa,Actiniaria,Actiniidae,Anemonia,Anemonia sulcata,marine,marine
P61505,268490,Huwentoxin-2 family,49,,Venom,,,Disulfide bond:4,,,,,,,,both,49,49,Lasiodora parahybana,Arthropoda,Arachnida,Araneae,Theraphosidae,Lasiodora,Lasiodora parahybana,terrestrial,terrestrial
Q9DEQ3,8656,Snake toxin family,86,,Venom gland,,,Disulfide bond:4,Yes,,,,,,,both,65,65,Naja atra,Chordata,Lepidosauria,Squamata,Elapidae,Naja,Naja atra,terrestrial,terrestrial
Q86C51,29017,Huwentoxin-1 family,83,,Venom; Venom gland,,Cleavage on pair of basic residues,Disulfide bond:3,Yes,Yes,,,,,,both,62,32,Cyriopagopus schmidti,Arthropoda,Arachnida,Araneae,Theraphosidae,Cyriopagopus,Cyriopagopus schmidti,terrestrial,terrestrial
P17727,6918,Spider toxin Tx1 family,112,,Venom; Venom gland,LD(50) is 0.05 mg/kg by intracerebroventricular injection into mice.,Amidation,Amidation:1,Yes,Yes,,,,,,both,93,77,Phoneutria nigriventer,Arthropoda,Arachnida,Araneae,Ctenidae,Phoneutria,Phoneutria nigriventer,terrestrial,terrestrial
P61506,268490,Huwentoxin-2 family,49,,Venom,,,Disulfide bond:4,,,,,,,,both,49,49,Lasiodora parahybana,Arthropoda,Arachnida,Araneae,Theraphosidae,Lasiodora,Lasiodora parahybana,terrestrial,terrestrial
P81030,8618,Snake toxin family,66,,,,,Disulfide bond:4,,,,,,,,both,66,66,Dendroaspis angusticeps,Chordata,Lepidosauria,Squamata,Elapidae,Dendroaspis,Dendroaspis angusticeps,terrestrial,terrestrial
P18328,8618,Snake toxin family,86,,Venom; Venom gland,,,Disulfide bond:4,Yes,,,,,,,both,65,65,Dendroaspis angusticeps,Chordata,Lepidosauria,Squamata,Elapidae,Dendroaspis,Dendroaspis angusticeps,terrestrial,terrestrial
P81031,8618,Snake toxin family,65,,,,,Disulfide bond:4,,,,,,,,both,65,65,Dendroaspis angusticeps,Chordata,Lepidosauria,Squamata,Elapidae,Dendroaspis,Dendroaspis angusticeps,terrestrial,terrestrial
Q9PSN1,8618,Snake toxin family,66,,Venom,,,Disulfide bond:4,,,,,,,,both,66,66,Dendroaspis angusticeps,Chordata,Lepidosauria,Squamata,Elapidae,Dendroaspis,Dendroaspis angusticeps,terrestrial,terrestrial
P80494,8620,Snake toxin family,66,,Venom,,,Disulfide bond:4,,,,,,,,both,66,66,Dendraspis polylepis polylepis,Chordata,Lepidosauria,Squamata,Elapidae,Dendroaspis,Dendroaspis polylepis,terrestrial,terrestrial
P80495,8620,Snake toxin family,65,,Venom,,,Disulfide bond:4,,,,,,,,both,65,65,Dendraspis polylepis polylepis,Chordata,Lepidosauria,Squamata,Elapidae,Dendroaspis,Dendroaspis polylepis,terrestrial,terrestrial
P11495,6116,Sea anemone potassium channel inhibitory toxin family,36,,Cnidoblast,,,Disulfide bond:3,,,,,,,,kw_toxin,36,36,Metridium senile,Cnidaria,Anthozoa,Actiniaria,Metridiidae,Metridium,Metridium senile,marine,marine
P11057,6908,Mu-agatoxin family,36,,Venom,,Amidation,Disulfide bond:4; Amidation:1,,,,,,,,both,36,36,Agelenopsis aperta,Arthropoda,Arachnida,Araneae,Agelenidae,Agelenopsis,Agelenopsis aperta,terrestrial,terrestrial
P83557,223896,,38,,Venom,,,,,,,,,,,both,38,38,Gigathele gigas,Arthropoda,Arachnida,Araneae,Macrothelidae,Gigathele,Gigathele gigas,terrestrial,terrestrial
P11058,6908,Mu-agatoxin family,37,,,,,Disulfide bond:4,,,,,,,,both,37,37,Agelenopsis aperta,Arthropoda,Arachnida,Araneae,Agelenidae,Agelenopsis,Agelenopsis aperta,terrestrial,terrestrial
P83558,223896,,121,,Venom; Venom gland,LD(50) is 17.6 nmol/kg to lepidopteran larvae.,,,Yes,Yes,,,,,,both,101,41,Gigathele gigas,Arthropoda,Arachnida,Araneae,Macrothelidae,Gigathele,Gigathele gigas,terrestrial,terrestrial
P60178,6908,Mu-agatoxin family,38,,Venom,,Amidation,Disulfide bond:4; Amidation:1,,,,,,,,both,38,38,Agelenopsis aperta,Arthropoda,Arachnida,Araneae,Agelenidae,Agelenopsis,Agelenopsis aperta,terrestrial,terrestrial
P83559,223896,,46,,Venom,,,,,,,,,,,both,46,46,Gigathele gigas,Arthropoda,Arachnida,Araneae,Macrothelidae,Gigathele,Gigathele gigas,terrestrial,terrestrial
P11060,6908,Mu-agatoxin family,37,,,,Amidation,Disulfide bond:4; Amidation:1,,,,,,,,both,37,37,Agelenopsis aperta,Arthropoda,Arachnida,Araneae,Agelenidae,Agelenopsis,Agelenopsis aperta,terrestrial,terrestrial
P83560,223896,Delta atracotoxin family,105,,Venom,"LD(50) is 1.2 nmol/kg to lepidopteran larvae, and 0.15 pmol/g to mice by intracranial injection.",Cleavage on pair of basic residues,Disulfide bond:4,Yes,Yes,,,,,,both,87,43,Gigathele gigas,Arthropoda,Arachnida,Araneae,Macrothelidae,Gigathele,Gigathele gigas,terrestrial,terrestrial
P11061,6908,Mu-agatoxin family,37,,,,Amidation,Disulfide bond:4; Amidation:1,,,,,,,,both,37,37,Agelenopsis aperta,Arthropoda,Arachnida,Araneae,Agelenidae,Agelenopsis,Agelenopsis aperta,terrestrial,terrestrial
P83561,223896,,79,,Venom; Venom gland,LD(50) is 0.73 pmol/g to mice by intracranial injection.,,Disulfide bond:3,Yes,Yes,,,,,,both,59,29,Gigathele gigas,Arthropoda,Arachnida,Araneae,Macrothelidae,Gigathele,Gigathele gigas,terrestrial,terrestrial
P11062,6908,Mu-agatoxin family,37,,,,,Disulfide bond:4,,,,,,,,both,37,37,Agelenopsis aperta,Arthropoda,Arachnida,Araneae,Agelenidae,Agelenopsis,Agelenopsis aperta,terrestrial,terrestrial
P83562,223896,,82,,Venom; Venom gland,LD(50) is 3.1 nmol/kg to lepidopteran larvae and 0.74 pmol/g to mice by intracranial injection.,Amidation,Amidation:1,Yes,Yes,,,,,,both,56,36,Gigathele gigas,Arthropoda,Arachnida,Araneae,Macrothelidae,Gigathele,Gigathele gigas,terrestrial,terrestrial
P82462,8649,Snake toxin family,65,,Venom,,,Disulfide bond:4,,,,,,,,both,65,65,Naja kaouthia,Chordata,Lepidosauria,Squamata,Elapidae,Naja,Naja kaouthia,terrestrial,terrestrial
P82463,8649,Snake toxin family,65,,Venom,,,Disulfide bond:4,,,,,,,,both,65,65,Naja kaouthia,Chordata,Lepidosauria,Squamata,Elapidae,Naja,Naja kaouthia,terrestrial,terrestrial
P82464,8649,Snake toxin family,65,,Venom,,,Disulfide bond:4,,,,,,,,both,65,65,Naja kaouthia,Chordata,Lepidosauria,Squamata,Elapidae,Naja,Naja kaouthia,terrestrial,terrestrial
Q9W727,8616,Snake toxin family,86,,Venom gland,,,Disulfide bond:4,Yes,,,,,,,both,65,65,Bungarus multicinctus,Chordata,Lepidosauria,Squamata,Elapidae,Bungarus,Bungarus multicinctus,terrestrial,terrestrial
P60272,153481,Mu-agatoxin family,38,,Venom,,,Disulfide bond:4,,,,,,,,both,38,38,Hadronyche infensa,Arthropoda,Arachnida,Araneae,Hexathelidae,Hadronyche,Hadronyche infensa,terrestrial,terrestrial
P36990,33319,,49,,Venom,,,,,,,,,,,both,49,49,Plectreurys tristis,Arthropoda,Arachnida,Araneae,Plectreuridae,Plectreurys,Plectreurys tristis,terrestrial,terrestrial
P36985,33319,Plectoxin family,79,fragment,Venom; Venom gland,,,,Yes,Yes,,,,,,both,61,46,Plectreurys tristis,Arthropoda,Arachnida,Araneae,Plectreuridae,Plectreurys,Plectreurys tristis,terrestrial,terrestrial
P36986,33319,,45,fragment,Venom,,,,,,,,,,,both,45,45,Plectreurys tristis,Arthropoda,Arachnida,Araneae,Plectreuridae,Plectreurys,Plectreurys tristis,terrestrial,terrestrial
P36987,33319,Plectoxin family,24,fragment,Venom,,,,,,,,,,,both,24,24,Plectreurys tristis,Arthropoda,Arachnida,Araneae,Plectreuridae,Plectreurys,Plectreurys tristis,terrestrial,terrestrial
P36988,33319,Plectoxin family,46,,Venom,,,,,,,,,,,both,46,46,Plectreurys tristis,Arthropoda,Arachnida,Araneae,Plectreuridae,Plectreurys,Plectreurys tristis,terrestrial,terrestrial
P49267,12944,To aptotoxins IV,74,,Venom,LD(50) is 1.40 mg/kg by subcutaneous injection.,,,,,,,,,,both,74,74,Apomastus schlingeri,Arthropoda,Arachnida,Araneae,Euctenizidae,Apomastus,Apomastus schlingeri,terrestrial,terrestrial
P49265,54074,Huwentoxin-2 family,39,,Venom,,,Disulfide bond:3,,,,,,,,both,39,39,Brachypelma smithi,Arthropoda,Arachnida,Araneae,Theraphosidae,Brachypelma,Brachypelma smithi,terrestrial,terrestrial
P61230,269635,Spider potassium channel inhibitory toxin family,29,,,,Amidation,Disulfide bond:3; Amidation:1,,,,,,,,both,29,29,Paraphysa scrofa,Arthropoda,Arachnida,Araneae,Theraphosidae,Paraphysa,Paraphysa scrofa,terrestrial,terrestrial
P60514,179874,,40,,Venom,,,Disulfide bond:3,,,,,,,,both,40,40,Psalmopoeus cambridgei,Arthropoda,Arachnida,Araneae,Theraphosidae,Psalmopoeus,Psalmopoeus cambridgei,terrestrial,terrestrial
P20798,6950,,279,,,,,,Yes,Yes,,,,,,kw_toxin,265,252,Pyemotes tritici,Arthropoda,Arachnida,Trombidiformes,Pyemotidae,Pyemotes,Pyemotes tritici,terrestrial,terrestrial
P61231,269635,Spider potassium channel inhibitory toxin family,31,,,,Amidation,Disulfide bond:3; Amidation:1,,,,,,,,both,31,31,Paraphysa scrofa,Arthropoda,Arachnida,Araneae,Theraphosidae,Paraphysa,Paraphysa scrofa,terrestrial,terrestrial
P49268,12944,To aptotoxin VII,37,,Venom,LD(50) is 0.50 mg/kg by subcutaneous injection.,,,,,,,,,,both,37,37,Apomastus schlingeri,Arthropoda,Arachnida,Araneae,Euctenizidae,Apomastus,Apomastus schlingeri,terrestrial,terrestrial
P49269,12944,To aptotoxins I,76,,Venom,LD(50) is 0.20 mg/kg by subcutaneous injection.,,,,,,,,,,both,76,76,Apomastus schlingeri,Arthropoda,Arachnida,Araneae,Euctenizidae,Apomastus,Apomastus schlingeri,terrestrial,terrestrial
P36983,33319,Plectoxin family,82,,Venom; Venom gland,,,,Yes,Yes,,,,,,both,62,46,Plectreurys tristis,Arthropoda,Arachnida,Araneae,Plectreuridae,Plectreurys,Plectreurys tristis,terrestrial,terrestrial
P49266,54074,Huwentoxin-1 family,34,,Venom,,,Disulfide bond:3,,,,,,,,both,34,34,Brachypelma smithi,Arthropoda,Arachnida,Araneae,Theraphosidae,Brachypelma,Brachypelma smithi,terrestrial,terrestrial
P49270,12944,To aptotoxins I,76,,Venom,LD(50) is 0.02 mg/kg by subcutaneous injection.,,,,,,,,,,both,76,76,Apomastus schlingeri,Arthropoda,Arachnida,Araneae,Euctenizidae,Apomastus,Apomastus schlingeri,terrestrial,terrestrial
P49271,12944,To aptotoxin III,32,,Venom,LD(50) is 1.40 mg/kg by subcutaneous injection.,,,,,,,,,,both,32,32,Apomastus schlingeri,Arthropoda,Arachnida,Araneae,Euctenizidae,Apomastus,Apomastus schlingeri,terrestrial,terrestrial
P36984,33319,Plectoxin family,61,fragment,Venom; Venom gland,,,,,Yes,,,,,,both,61,46,Plectreurys tristis,Arthropoda,Arachnida,Araneae,Plectreuridae,Plectreurys,Plectreurys tristis,terrestrial,terrestrial
P49272,12944,To aptotoxins I,76,,Venom,LD(50) is 0.06 mg/kg by subcutaneous injection.,,,,,,,,,,both,76,76,Apomastus schlingeri,Arthropoda,Arachnida,Araneae,Euctenizidae,Apomastus,Apomastus schlingeri,terrestrial,terrestrial
P36989,33319,,46,,Venom,,,,,,,,,,,both,46,46,Plectreurys tristis,Arthropoda,Arachnida,Araneae,Plectreuridae,Plectreurys,Plectreurys tristis,terrestrial,terrestrial
Q07338,6950,,289,,,,,,Yes,Yes,,,,,,kw_toxin,275,262,Pyemotes tritici,Arthropoda,Arachnida,Trombidiformes,Pyemotidae,Pyemotes,Pyemotes tritici,terrestrial,terrestrial
P34079,33319,,44,,Venom,,Amidation; Lipoprotein; Palmitate,Amidation:1; Lipidation:1,,,,,,,,both,44,44,Plectreurys tristis,Arthropoda,Arachnida,Araneae,Plectreuridae,Plectreurys,Plectreurys tristis,terrestrial,terrestrial
P83480,213387,Spider potassium channel inhibitory toxin family,35,,Venom,,,Disulfide bond:3,,,,,,,,both,35,35,Thrixopelma pruriens,Arthropoda,Arachnida,Araneae,Theraphosidae,Thrixopelma,Thrixopelma pruriens,terrestrial,terrestrial
P83476,213387,Spider potassium channel inhibitory toxin family,30,,Venom,,,Disulfide bond:3,,,,,,,,both,30,30,Thrixopelma pruriens,Arthropoda,Arachnida,Araneae,Theraphosidae,Thrixopelma,Thrixopelma pruriens,terrestrial,terrestrial
P61233,269627,,43,,Venom,LD(50) is 0.772 mg/kg by intraabdominal injection into mice.,,,,,,,,,,both,43,43,Macrothele raveni,Arthropoda,Arachnida,Araneae,Macrothelidae,Macrothele,Macrothele raveni,terrestrial,terrestrial
P61232,269627,,29,,Venom,,,Disulfide bond:3,,,,,,,,both,29,29,Macrothele raveni,Arthropoda,Arachnida,Araneae,Macrothelidae,Macrothele,Macrothele raveni,terrestrial,terrestrial
P29187,6123,Sea anemone potassium channel inhibitory toxin family,35,,Cnidoblast,,,Disulfide bond:3,,,,,,,,kw_toxin,35,35,Stichodactyla helianthus,Cnidaria,Anthozoa,Actiniaria,Stichodactylidae,Stichodactyla,Stichodactyla helianthus,marine,marine
Q8MMJ7,167108,Scorpion toxin IsCT family,68,,Venom; Venom gland,,Amidation; Cleavage on pair of basic residues,Amidation:1,Yes,Yes,,,,,,both,45,24,Opisthacanthus madagascariensis,Arthropoda,Arachnida,Scorpiones,Hemiscorpiidae,Opisthacanthus,Opisthacanthus madagascariensis,terrestrial,terrestrial
P68426,29017,Huwentoxin-1 family,81,,Venom gland,,,Disulfide bond:2,Yes,Yes,,,,,,both,60,33,Cyriopagopus schmidti,Arthropoda,Arachnida,Araneae,Theraphosidae,Cyriopagopus,Cyriopagopus schmidti,terrestrial,terrestrial
Q8MTX2,167108,Scorpion toxin IsCT family,71,,Venom; Venom gland,,Amidation; Cleavage on pair of basic residues,Amidation:1,Yes,Yes,,,,,,both,48,24,Opisthacanthus madagascariensis,Arthropoda,Arachnida,Scorpiones,Hemiscorpiidae,Opisthacanthus,Opisthacanthus madagascariensis,terrestrial,terrestrial
P61792,152925,Spider potassium channel inhibitory toxin family,30,,Venom,,,Disulfide bond:3,,,,,,,,both,30,30,Heteropoda venatoria,Arthropoda,Arachnida,Araneae,Sparassidae,Heteropoda,Heteropoda venatoria,terrestrial,terrestrial
Q7M3P1,6918,,8,fragment,Venom,,,,,,,,,,,both,8,8,Phoneutria nigriventer,Arthropoda,Arachnida,Araneae,Ctenidae,Phoneutria,Phoneutria nigriventer,terrestrial,terrestrial
Q9TWR5,6918,,20,fragment,Venom,,,,,,,,,,,both,20,20,Phoneutria nigriventer,Arthropoda,Arachnida,Araneae,Ctenidae,Phoneutria,Phoneutria nigriventer,terrestrial,terrestrial
Q6J936,44710,PDGF/VEGF growth factor family,146,,Venom gland,,Pyrrolidone carboxylic acid,Disulfide bond:5; Pyrrolidone carboxylic acid:1,Yes,,,,,,,both,122,122,Bothrops erythromelas,Chordata,Lepidosauria,Squamata,Viperidae,Bothrops,Bothrops erythromelas,terrestrial,terrestrial
Q90X24,8723,PDGF/VEGF growth factor family,146,,Venom gland,,Pyrrolidone carboxylic acid,Disulfide bond:5; Pyrrolidone carboxylic acid:1,Yes,,,,,,,both,122,122,Bothrops insularis,Chordata,Lepidosauria,Squamata,Viperidae,Bothrops,Bothrops insularis,terrestrial,terrestrial
Q90X23,8724,PDGF/VEGF growth factor family,146,,Venom gland,,Pyrrolidone carboxylic acid,Disulfide bond:5; Pyrrolidone carboxylic acid:1,Yes,,,,,,,both,122,122,Bothrops jararaca,Chordata,Lepidosauria,Squamata,Viperidae,Bothrops,Bothrops jararaca,terrestrial,terrestrial
P67861,31159,PDGF/VEGF growth factor family,109,,,,Pyrrolidone carboxylic acid,Disulfide bond:5; Pyrrolidone carboxylic acid:1,,,,,,,,both,109,109,Daboia russelii russelii,Chordata,Lepidosauria,Squamata,Viperidae,Daboia,Daboia russelii,terrestrial,terrestrial
P67862,88087,PDGF/VEGF growth factor family,146,,Venom gland,,Pyrrolidone carboxylic acid,Disulfide bond:5; Pyrrolidone carboxylic acid:1,Yes,,,,,,,both,122,122,Protobothrops flavoviridis,Chordata,Lepidosauria,Squamata,Viperidae,Protobothrops,Protobothrops flavoviridis,terrestrial,terrestrial
P67863,8705,PDGF/VEGF growth factor family,110,,Venom,,Pyrrolidone carboxylic acid,Disulfide bond:5; Pyrrolidone carboxylic acid:1,,,,,,,,both,110,110,Vipera ammodytes ammodytes,Chordata,Lepidosauria,Squamata,Viperidae,Vipera,Vipera ammodytes,terrestrial,terrestrial
