Entry,Organism (ID),Protein families,Length,Fragment,Source tissues,Toxic dose,PTM Keywords,PTM Summary,Signal peptide,Propeptide,Gene Ontology (GO),Gene Ontology (biological process),Gene Ontology (cellular component),Gene Ontology (molecular function),Protein existence,ToxProt definition,Mature_length,Active_length,Scientific_Name,Phylum,Class,Order,Family,Genus,Species,Habitat,Habitat_Detailed
W4VSI5,1295018,Neurotoxin 03 (Tx2) family,121,,Venom gland,,Disulfide bond,Disulfide bond:4,Yes,,GO:0005576 (extracellular region); GO:0099106 (ion channel regulator activity); GO:0090729 (toxin activity),,GO:0005576 (extracellular region),GO:0099106 (ion channel regulator activity); GO:0090729 (toxin activity),2: Evidence at transcript level,both,105,105,Trittame loki,Arthropoda,Arachnida,Araneae,Barychelidae,Trittame,Trittame loki,terrestrial,terrestrial
W4VSB0,1295018,Neurotoxin 03 (Tx2) family,120,,Venom gland,,Disulfide bond,Disulfide bond:4,Yes,,GO:0005576 (extracellular region); GO:0099106 (ion channel regulator activity); GO:0090729 (toxin activity),,GO:0005576 (extracellular region),GO:0099106 (ion channel regulator activity); GO:0090729 (toxin activity),2: Evidence at transcript level,both,104,104,Trittame loki,Arthropoda,Arachnida,Araneae,Barychelidae,Trittame,Trittame loki,terrestrial,terrestrial
P84012,272754,Neurotoxin 03 (Tx2) family,54,,Venom,,Disulfide bond,Disulfide bond:5,,,GO:0005576 (extracellular region); GO:0017080 (sodium channel regulator activity); GO:0090729 (toxin activity),,GO:0005576 (extracellular region),GO:0017080 (sodium channel regulator activity); GO:0090729 (toxin activity),1: Evidence at protein level,both,54,54,Phoneutria keyserlingi,Arthropoda,Arachnida,Araneae,Ctenidae,Phoneutria,Phoneutria keyserlingi,terrestrial,terrestrial
P29423,6918,Neurotoxin 03 (Tx2) family,88,,Venom; Venom gland,,Disulfide bond,Disulfide bond:5,Yes,Yes,GO:0005576 (extracellular region); GO:0017080 (sodium channel regulator activity); GO:0090729 (toxin activity),,GO:0005576 (extracellular region),GO:0017080 (sodium channel regulator activity); GO:0090729 (toxin activity),1: Evidence at protein level,both,71,53,Phoneutria nigriventer,Arthropoda,Arachnida,Araneae,Ctenidae,Phoneutria,Phoneutria nigriventer,terrestrial,terrestrial
O76198,6918,Neurotoxin 03 (Tx2) family,115,,Venom gland,,Disulfide bond,Disulfide bond:5,Yes,Yes,GO:0005576 (extracellular region); GO:0017080 (sodium channel regulator activity); GO:0090729 (toxin activity),,GO:0005576 (extracellular region),GO:0017080 (sodium channel regulator activity); GO:0090729 (toxin activity),2: Evidence at transcript level,both,98,53,Phoneutria nigriventer,Arthropoda,Arachnida,Araneae,Ctenidae,Phoneutria,Phoneutria nigriventer,terrestrial,terrestrial
P81790,6918,Neurotoxin 04 (omega-agtx) family,116,,Venom; Venom gland,,Amidation; Disulfide bond,Disulfide bond:7; Amidation:1,Yes,Yes,GO:0005576 (extracellular region); GO:0005246 (calcium channel regulator activity); GO:0090729 (toxin activity),,GO:0005576 (extracellular region),GO:0005246 (calcium channel regulator activity); GO:0090729 (toxin activity),1: Evidence at protein level,both,97,76,Phoneutria nigriventer,Arthropoda,Arachnida,Araneae,Ctenidae,Phoneutria,Phoneutria nigriventer,terrestrial,terrestrial
P85263,406443,Neurotoxin 03 (Tx2) family,31,fragment,Venom,,Disulfide bond,Disulfide bond:5,,,GO:0005576 (extracellular region); GO:0035792 (host cell postsynaptic membrane); GO:0017080 (sodium channel regulator activity); GO:0090729 (toxin activity),,GO:0005576 (extracellular region); GO:0035792 (host cell postsynaptic membrane),GO:0017080 (sodium channel regulator activity); GO:0090729 (toxin activity),1: Evidence at protein level,both,31,31,Oligoctenus ornatus,Arthropoda,Arachnida,Araneae,Ctenidae,Oligoctenus,Oligoctenus ornatus,terrestrial,terrestrial
P0DX51,2598454,Neurotoxin 03 (Tx2) family,11,fragment,Venom,,Disulfide bond,,,,GO:0005576 (extracellular region); GO:0035792 (host cell postsynaptic membrane); GO:0017080 (sodium channel regulator activity); GO:0090729 (toxin activity),,GO:0005576 (extracellular region); GO:0035792 (host cell postsynaptic membrane),GO:0017080 (sodium channel regulator activity); GO:0090729 (toxin activity),1: Evidence at protein level,both,11,11,Phoneutria boliviensis,Arthropoda,Arachnida,Araneae,Ctenidae,Phoneutria,Phoneutria boliviensis,terrestrial,terrestrial
P83905,272754,Neurotoxin 03 (Tx2) family,50,,Venom,,Disulfide bond,Disulfide bond:5,,,GO:0005576 (extracellular region); GO:0035792 (host cell postsynaptic membrane); GO:0017080 (sodium channel regulator activity); GO:0090729 (toxin activity),,GO:0005576 (extracellular region); GO:0035792 (host cell postsynaptic membrane),GO:0017080 (sodium channel regulator activity); GO:0090729 (toxin activity),1: Evidence at protein level,both,50,50,Phoneutria keyserlingi,Arthropoda,Arachnida,Araneae,Ctenidae,Phoneutria,Phoneutria keyserlingi,terrestrial,terrestrial
P61229,6918,Neurotoxin 03 (Tx2) family,85,,Venom gland,,Disulfide bond,Disulfide bond:5,Yes,Yes,GO:0005576 (extracellular region); GO:0035792 (host cell postsynaptic membrane); GO:0017080 (sodium channel regulator activity); GO:0090729 (toxin activity),,GO:0005576 (extracellular region); GO:0035792 (host cell postsynaptic membrane),GO:0017080 (sodium channel regulator activity); GO:0090729 (toxin activity),3: Inferred from homology,both,69,47,Phoneutria nigriventer,Arthropoda,Arachnida,Araneae,Ctenidae,Phoneutria,Phoneutria nigriventer,terrestrial,terrestrial
P0DPG7,272752,Neurotoxin 03 (Tx2) family,40,fragment,Venom,LD(50) is 4 nmol/g in flies (M.domestica). LD(50) is 230 pmol/g in cockroaches (P.americana).,Disulfide bond,Disulfide bond:5,,,GO:0005576 (extracellular region); GO:0035792 (host cell postsynaptic membrane); GO:0017080 (sodium channel regulator activity); GO:0090729 (toxin activity),,GO:0005576 (extracellular region); GO:0035792 (host cell postsynaptic membrane),GO:0017080 (sodium channel regulator activity); GO:0090729 (toxin activity),1: Evidence at protein level,both,40,40,Phoneutria reidyi,Arthropoda,Arachnida,Araneae,Ctenidae,Phoneutria,Phoneutria reidyi,terrestrial,terrestrial
P85262,406443,Neurotoxin 03 (Tx2) family,44,fragment,Venom,,Disulfide bond,Disulfide bond:5,,,GO:0005576 (extracellular region); GO:0035792 (host cell postsynaptic membrane); GO:0017080 (sodium channel regulator activity); GO:0090729 (toxin activity),,GO:0005576 (extracellular region); GO:0035792 (host cell postsynaptic membrane),GO:0017080 (sodium channel regulator activity); GO:0090729 (toxin activity),1: Evidence at protein level,both,44,44,Oligoctenus ornatus,Arthropoda,Arachnida,Araneae,Ctenidae,Oligoctenus,Oligoctenus ornatus,terrestrial,terrestrial
P84034,6918,Neurotoxin 03 (Tx2) family,48,,Venom,LD(50) is 20 ng/house fly.,Disulfide bond,Disulfide bond:5,,,GO:0005576 (extracellular region); GO:0035792 (host cell postsynaptic membrane); GO:0017080 (sodium channel regulator activity); GO:0090729 (toxin activity),,GO:0005576 (extracellular region); GO:0035792 (host cell postsynaptic membrane),GO:0017080 (sodium channel regulator activity); GO:0090729 (toxin activity),1: Evidence at protein level,both,48,48,Phoneutria nigriventer,Arthropoda,Arachnida,Araneae,Ctenidae,Phoneutria,Phoneutria nigriventer,terrestrial,terrestrial
P86465,138296,Sea anemone structural class 9a family,30,,,,Disulfide bond,Disulfide bond:1,,,GO:0005576 (extracellular region); GO:0042151 (nematocyst); GO:0015459 (potassium channel regulator activity); GO:0090729 (toxin activity),,GO:0005576 (extracellular region); GO:0042151 (nematocyst),GO:0015459 (potassium channel regulator activity); GO:0090729 (toxin activity),1: Evidence at protein level,kw_toxin,30,30,Bunodosoma cangicum,Cnidaria,Anthozoa,Actiniaria,Actiniidae,Bunodosoma,Bunodosoma cangicum,marine,marine
P86467,138296,Sea anemone structural class 9a family,28,fragment,,,Disulfide bond,Disulfide bond:2,,,GO:0005576 (extracellular region); GO:0042151 (nematocyst); GO:0015459 (potassium channel regulator activity); GO:0090729 (toxin activity),,GO:0005576 (extracellular region); GO:0042151 (nematocyst),GO:0015459 (potassium channel regulator activity); GO:0090729 (toxin activity),1: Evidence at protein level,kw_toxin,28,28,Bunodosoma cangicum,Cnidaria,Anthozoa,Actiniaria,Actiniidae,Bunodosoma,Bunodosoma cangicum,marine,marine
P69929,280228,Sea anemone structural class 9a family,233,,,LD(50) is 830 ug/kg into crabs.,Cleavage on pair of basic residues; Disulfide bond; Hydroxylation,Disulfide bond:12; Hydroxylation:6,Yes,Yes,GO:0005576 (extracellular region); GO:0042151 (nematocyst); GO:0017080 (sodium channel regulator activity); GO:0090729 (toxin activity),,GO:0005576 (extracellular region); GO:0042151 (nematocyst),GO:0017080 (sodium channel regulator activity); GO:0090729 (toxin activity),1: Evidence at protein level,kw_toxin,215,162,Antheopsis maculata,Cnidaria,Anthozoa,Actiniaria,Actiniidae,Antheopsis,Antheopsis maculata,marine,marine
P0C7W7,475174,Sea anemone structural class 9a family,28,,,PD(50) of SHTX-1 (Shd1a) and -2 (Shd1b) are 430 ug/kg into crabs.,Disulfide bond; Hydroxylation,Disulfide bond:2; Hydroxylation:1,,,GO:0005576 (extracellular region); GO:0042151 (nematocyst); GO:0015459 (potassium channel regulator activity); GO:0090729 (toxin activity),,GO:0005576 (extracellular region); GO:0042151 (nematocyst),GO:0015459 (potassium channel regulator activity); GO:0090729 (toxin activity),1: Evidence at protein level,kw_toxin,28,28,Stichodactyla haddoni,Cnidaria,Anthozoa,Actiniaria,Stichodactylidae,Stichodactyla,Stichodactyla haddoni,marine,marine
R4ZCU1,1264739,Sea anemone structural class 9a family,162,,Nematoblast,,Cleavage on pair of basic residues; Disulfide bond,Disulfide bond:8,Yes,Yes,GO:0005576 (extracellular region); GO:0042151 (nematocyst); GO:0099106 (ion channel regulator activity); GO:0090729 (toxin activity),,GO:0005576 (extracellular region); GO:0042151 (nematocyst),GO:0099106 (ion channel regulator activity); GO:0090729 (toxin activity),1: Evidence at protein level,kw_toxin,143,116,Urticina grebelnyi,Cnidaria,Anthozoa,Actiniaria,Actiniidae,Urticina,Urticina grebelnyi,marine,marine
B6DD03,434756,Neurotoxin 19 (CSTX) family,77,,Venom gland,,Disulfide bond,,Yes,Yes,GO:0005576 (extracellular region); GO:0008200 (ion channel inhibitor activity); GO:0090729 (toxin activity),,GO:0005576 (extracellular region),GO:0008200 (ion channel inhibitor activity); GO:0090729 (toxin activity),2: Evidence at transcript level,both,57,51,Lycosa singoriensis,Arthropoda,Arachnida,Araneae,Lycosidae,Lycosa,Lycosa singoriensis,terrestrial,terrestrial
B6DD04,434756,Neurotoxin 19 (CSTX) family,77,,Venom gland,,Disulfide bond,,Yes,Yes,GO:0005576 (extracellular region); GO:0008200 (ion channel inhibitor activity); GO:0090729 (toxin activity),,GO:0005576 (extracellular region),GO:0008200 (ion channel inhibitor activity); GO:0090729 (toxin activity),2: Evidence at transcript level,both,57,51,Lycosa singoriensis,Arthropoda,Arachnida,Araneae,Lycosidae,Lycosa,Lycosa singoriensis,terrestrial,terrestrial
B6DD05,434756,Neurotoxin 19 (CSTX) family,77,,Venom gland,,Disulfide bond,,Yes,Yes,GO:0005576 (extracellular region); GO:0008200 (ion channel inhibitor activity); GO:0090729 (toxin activity),,GO:0005576 (extracellular region),GO:0008200 (ion channel inhibitor activity); GO:0090729 (toxin activity),2: Evidence at transcript level,both,57,51,Lycosa singoriensis,Arthropoda,Arachnida,Araneae,Lycosidae,Lycosa,Lycosa singoriensis,terrestrial,terrestrial
B6DD06,434756,Neurotoxin 19 (CSTX) family,77,,Venom gland,,Disulfide bond,,Yes,Yes,GO:0005576 (extracellular region); GO:0008200 (ion channel inhibitor activity); GO:0090729 (toxin activity),,GO:0005576 (extracellular region),GO:0008200 (ion channel inhibitor activity); GO:0090729 (toxin activity),2: Evidence at transcript level,both,57,51,Lycosa singoriensis,Arthropoda,Arachnida,Araneae,Lycosidae,Lycosa,Lycosa singoriensis,terrestrial,terrestrial
P0DPY9,1096223,Scoloptoxin-10 family,104,,Venom gland,,Disulfide bond,,Yes,,GO:0005576 (extracellular region); GO:0090729 (toxin activity),,GO:0005576 (extracellular region),GO:0090729 (toxin activity),3: Inferred from homology,both,81,81,Cormocephalus westwoodi,Arthropoda,Chilopoda,Scolopendromorpha,Scolopendridae,Cormocephalus,Cormocephalus westwoodi,terrestrial,terrestrial
P0DPY3,62613,Scoloptoxin-10 family,84,,Venom gland,,Disulfide bond,,Yes,,GO:0005576 (extracellular region); GO:0090729 (toxin activity),,GO:0005576 (extracellular region),GO:0090729 (toxin activity),3: Inferred from homology,both,60,60,Ethmostigmus rubripes,Arthropoda,Chilopoda,Scolopendromorpha,Scolopendridae,Ethmostigmus,Ethmostigmus rubripes,terrestrial,terrestrial
P0DPY7,1329349,Scoloptoxin-10 family,101,,Venom gland,,Disulfide bond,,Yes,,GO:0005576 (extracellular region); GO:0090729 (toxin activity),,GO:0005576 (extracellular region),GO:0090729 (toxin activity),3: Inferred from homology,both,78,78,Scolopendra alternans,Arthropoda,Chilopoda,Scolopendromorpha,Scolopendridae,Scolopendra,Scolopendra alternans,terrestrial,terrestrial
P0DPZ2,2609776,Scoloptoxin-10 family,101,,Venom; Venom gland,,Disulfide bond,,Yes,,GO:0005576 (extracellular region); GO:0015459 (potassium channel regulator activity); GO:0090729 (toxin activity),,GO:0005576 (extracellular region),GO:0015459 (potassium channel regulator activity); GO:0090729 (toxin activity),1: Evidence at protein level,both,78,78,Scolopendra dehaani,Arthropoda,Chilopoda,Scolopendromorpha,Scolopendridae,Scolopendra,Scolopendra dehaani,terrestrial,terrestrial
P0DPY4,943129,Scoloptoxin-10 family,108,,Venom gland,,Disulfide bond,,Yes,,GO:0005576 (extracellular region); GO:0090729 (toxin activity),,GO:0005576 (extracellular region),GO:0090729 (toxin activity),3: Inferred from homology,both,84,84,Scolopendra morsitans,Arthropoda,Chilopoda,Scolopendromorpha,Scolopendridae,Scolopendra,Scolopendra morsitans,terrestrial,terrestrial
P0DPV0,2609776,Scoloptoxin-10 family,101,,Venom; Venom gland,,Disulfide bond,,Yes,,GO:0005576 (extracellular region); GO:0005246 (calcium channel regulator activity); GO:0090729 (toxin activity),,GO:0005576 (extracellular region),GO:0005246 (calcium channel regulator activity); GO:0090729 (toxin activity),1: Evidence at protein level,both,78,78,Scolopendra dehaani,Arthropoda,Chilopoda,Scolopendromorpha,Scolopendridae,Scolopendra,Scolopendra dehaani,terrestrial,terrestrial
P0DQJ3,115339,Neurotoxin 12 (Hwtx-2) family,48,,Venom; Venom gland,,Disulfide bond; Oxidation,Disulfide bond:3; Oxidation:1,,,GO:0005576 (extracellular region); GO:0090729 (toxin activity),,GO:0005576 (extracellular region),GO:0090729 (toxin activity),1: Evidence at protein level,both,48,48,Acanthoscurria gomesiana,Arthropoda,Arachnida,Araneae,Theraphosidae,Acanthoscurria,Acanthoscurria gomesiana,terrestrial,terrestrial
B3EWY4,1264770,Neurotoxin 12 (Hwtx-2) family,98,,Venom; Venom gland,PD(50) is 13 ug/g in insect larvae (S.frugiperda) (at 8 hours post-injection).,Disulfide bond,Disulfide bond:3,Yes,Yes,GO:0005576 (extracellular region); GO:0090729 (toxin activity),,GO:0005576 (extracellular region),GO:0090729 (toxin activity),1: Evidence at protein level,both,75,48,Acanthoscurria paulensis,Arthropoda,Arachnida,Araneae,Theraphosidae,Acanthoscurria,Acanthoscurria paulensis,terrestrial,terrestrial
Q4LCT3,6858,Long (3 C-C) scorpion toxin superfamily,80,,Venom gland,,Disulfide bond,Disulfide bond:3,Yes,,GO:0005576 (extracellular region); GO:0008200 (ion channel inhibitor activity); GO:0019871 (sodium channel inhibitor activity); GO:0090729 (toxin activity),,GO:0005576 (extracellular region),GO:0008200 (ion channel inhibitor activity); GO:0019871 (sodium channel inhibitor activity); GO:0090729 (toxin activity),3: Inferred from homology,both,58,58,Androctonus australis,Arthropoda,Arachnida,Scorpiones,Buthidae,Androctonus,Androctonus australis,terrestrial,terrestrial
V9QF69,156851,Arthropod CHH/MIH/GIH/VIH hormone family,90,,Venom gland,,,,Yes,,GO:0005576 (extracellular region),,GO:0005576 (extracellular region),,3: Inferred from homology,venom_tissue,72,72,Latrodectus geometricus,Arthropoda,Arachnida,Araneae,Theridiidae,Latrodectus,Latrodectus geometricus,terrestrial,terrestrial
V9QFH5,256737,Arthropod CHH/MIH/GIH/VIH hormone family,88,,Venom gland,,,,Yes,,GO:0005576 (extracellular region),,GO:0005576 (extracellular region),,3: Inferred from homology,venom_tissue,70,70,Latrodectus hesperus,Arthropoda,Arachnida,Araneae,Theridiidae,Latrodectus,Latrodectus hesperus,terrestrial,terrestrial
P0DQC3,1329349,Scoloptoxin-15 family,90,,Venom gland,,Disulfide bond,,Yes,,GO:0005576 (extracellular region); GO:0090729 (toxin activity),,GO:0005576 (extracellular region),GO:0090729 (toxin activity),3: Inferred from homology,both,72,72,Scolopendra alternans,Arthropoda,Chilopoda,Scolopendromorpha,Scolopendridae,Scolopendra,Scolopendra alternans,terrestrial,terrestrial
P0DPV6,2609776,Scoloptoxin-15 family,76,,Venom; Venom gland,,Disulfide bond,,Yes,,GO:0005576 (extracellular region); GO:0015459 (potassium channel regulator activity); GO:0090729 (toxin activity),,GO:0005576 (extracellular region),GO:0015459 (potassium channel regulator activity); GO:0090729 (toxin activity),1: Evidence at protein level,both,53,53,Scolopendra dehaani,Arthropoda,Chilopoda,Scolopendromorpha,Scolopendridae,Scolopendra,Scolopendra dehaani,terrestrial,terrestrial
P0DQC2,943129,Scoloptoxin-15 family,73,,Venom gland,,Disulfide bond,,Yes,,GO:0005576 (extracellular region); GO:0090729 (toxin activity),,GO:0005576 (extracellular region),GO:0090729 (toxin activity),3: Inferred from homology,both,50,50,Scolopendra morsitans,Arthropoda,Chilopoda,Scolopendromorpha,Scolopendridae,Scolopendra,Scolopendra morsitans,terrestrial,terrestrial
P0DPV5,2609776,Scoloptoxin-15 family,76,,Venom; Venom gland,,Disulfide bond,,Yes,,GO:0005576 (extracellular region); GO:0090729 (toxin activity),,GO:0005576 (extracellular region),GO:0090729 (toxin activity),1: Evidence at protein level,both,53,53,Scolopendra dehaani,Arthropoda,Chilopoda,Scolopendromorpha,Scolopendridae,Scolopendra,Scolopendra dehaani,terrestrial,terrestrial
P0DPT6,2609776,Scoloptoxin-15 family,76,,Venom; Venom gland,,Disulfide bond,,Yes,,GO:0005576 (extracellular region); GO:0005246 (calcium channel regulator activity); GO:0090729 (toxin activity),,GO:0005576 (extracellular region),GO:0005246 (calcium channel regulator activity); GO:0090729 (toxin activity),1: Evidence at protein level,both,53,53,Scolopendra dehaani,Arthropoda,Chilopoda,Scolopendromorpha,Scolopendridae,Scolopendra,Scolopendra dehaani,terrestrial,terrestrial
P85271,406443,Neurotoxin 04 (omega-agtx) family,24,fragment,Venom,,Disulfide bond,,,,GO:0005576 (extracellular region); GO:0005246 (calcium channel regulator activity); GO:0090729 (toxin activity),,GO:0005576 (extracellular region),GO:0005246 (calcium channel regulator activity); GO:0090729 (toxin activity),1: Evidence at protein level,both,24,24,Oligoctenus ornatus,Arthropoda,Arachnida,Araneae,Ctenidae,Oligoctenus,Oligoctenus ornatus,terrestrial,terrestrial
P0C202,179874,Neurotoxin 36 family,65,,Venom; Venom gland,,Cleavage on pair of basic residues; Disulfide bond,Disulfide bond:3,Yes,Yes,GO:0005576 (extracellular region); GO:0090729 (toxin activity),,GO:0005576 (extracellular region),GO:0090729 (toxin activity),1: Evidence at protein level,both,45,28,Psalmopoeus cambridgei,Arthropoda,Arachnida,Araneae,Theraphosidae,Psalmopoeus,Psalmopoeus cambridgei,terrestrial,terrestrial
P0DQE2,1096223,Scoloptoxin-16 family,109,,Venom gland,,Disulfide bond,,Yes,,GO:0005576 (extracellular region); GO:0090729 (toxin activity),,GO:0005576 (extracellular region),GO:0090729 (toxin activity),3: Inferred from homology,both,88,88,Cormocephalus westwoodi,Arthropoda,Chilopoda,Scolopendromorpha,Scolopendridae,Cormocephalus,Cormocephalus westwoodi,terrestrial,terrestrial
P0DQC4,62613,Scoloptoxin-16 family,146,,Venom gland,,Disulfide bond,,Yes,,GO:0005576 (extracellular region); GO:0090729 (toxin activity),,GO:0005576 (extracellular region),GO:0090729 (toxin activity),2: Evidence at transcript level,both,120,120,Ethmostigmus rubripes,Arthropoda,Chilopoda,Scolopendromorpha,Scolopendridae,Ethmostigmus,Ethmostigmus rubripes,terrestrial,terrestrial
P0DQE3,1329349,Scoloptoxin-16 family,113,,Venom gland,,Disulfide bond,,Yes,,GO:0005576 (extracellular region); GO:0090729 (toxin activity),,GO:0005576 (extracellular region),GO:0090729 (toxin activity),3: Inferred from homology,both,84,84,Scolopendra alternans,Arthropoda,Chilopoda,Scolopendromorpha,Scolopendridae,Scolopendra,Scolopendra alternans,terrestrial,terrestrial
P0DQE1,2609776,Scoloptoxin-16 family,109,,Venom; Venom gland,,Disulfide bond,,Yes,,GO:0005576 (extracellular region); GO:0090729 (toxin activity),,GO:0005576 (extracellular region),GO:0090729 (toxin activity),1: Evidence at protein level,both,86,86,Scolopendra dehaani,Arthropoda,Chilopoda,Scolopendromorpha,Scolopendridae,Scolopendra,Scolopendra dehaani,terrestrial,terrestrial
P0DQG8,943129,Scoloptoxin-16 family,108,,Venom gland,,Disulfide bond,,Yes,,GO:0005576 (extracellular region); GO:0090729 (toxin activity),,GO:0005576 (extracellular region),GO:0090729 (toxin activity),3: Inferred from homology,both,89,89,Scolopendra morsitans,Arthropoda,Chilopoda,Scolopendromorpha,Scolopendridae,Scolopendra,Scolopendra morsitans,terrestrial,terrestrial
P84836,278060,Neurotoxin 10 (Hwtx-1) family,36,,Venom,,Disulfide bond,Disulfide bond:3,,,GO:0005576 (extracellular region); GO:0008200 (ion channel inhibitor activity); GO:0015459 (potassium channel regulator activity); GO:0090729 (toxin activity),,GO:0005576 (extracellular region),GO:0008200 (ion channel inhibitor activity); GO:0015459 (potassium channel regulator activity); GO:0090729 (toxin activity),1: Evidence at protein level,both,36,36,Chilobrachys guangxiensis,Arthropoda,Arachnida,Araneae,Theraphosidae,Chilobrachys,Chilobrachys guangxiensis,terrestrial,terrestrial
P84835,278060,Neurotoxin 10 (Hwtx-1) family,36,,Venom,,Disulfide bond,Disulfide bond:3,,,GO:0005576 (extracellular region); GO:0008200 (ion channel inhibitor activity); GO:0015459 (potassium channel regulator activity); GO:0090729 (toxin activity),,GO:0005576 (extracellular region),GO:0008200 (ion channel inhibitor activity); GO:0015459 (potassium channel regulator activity); GO:0090729 (toxin activity),1: Evidence at protein level,both,36,36,Chilobrachys guangxiensis,Arthropoda,Arachnida,Araneae,Theraphosidae,Chilobrachys,Chilobrachys guangxiensis,terrestrial,terrestrial
P0DQC5,62613,Scoloptoxin-16 family,120,,Venom gland,,Disulfide bond,,Yes,,GO:0005576 (extracellular region); GO:0090729 (toxin activity),,GO:0005576 (extracellular region),GO:0090729 (toxin activity),2: Evidence at transcript level,both,94,94,Ethmostigmus rubripes,Arthropoda,Chilopoda,Scolopendromorpha,Scolopendridae,Ethmostigmus,Ethmostigmus rubripes,terrestrial,terrestrial
P0DQG9,943129,Scoloptoxin-16 family,111,,Venom gland,,Disulfide bond,,Yes,,GO:0005576 (extracellular region); GO:0090729 (toxin activity),,GO:0005576 (extracellular region),GO:0090729 (toxin activity),3: Inferred from homology,both,83,83,Scolopendra morsitans,Arthropoda,Chilopoda,Scolopendromorpha,Scolopendridae,Scolopendra,Scolopendra morsitans,terrestrial,terrestrial
P84837,278060,Neurotoxin 10 (Hwtx-1) family,33,,Venom,,Disulfide bond,Disulfide bond:3,,,GO:0005576 (extracellular region); GO:0008200 (ion channel inhibitor activity); GO:0015459 (potassium channel regulator activity); GO:0090729 (toxin activity),,GO:0005576 (extracellular region),GO:0008200 (ion channel inhibitor activity); GO:0015459 (potassium channel regulator activity); GO:0090729 (toxin activity),1: Evidence at protein level,both,33,33,Chilobrachys guangxiensis,Arthropoda,Arachnida,Araneae,Theraphosidae,Chilobrachys,Chilobrachys guangxiensis,terrestrial,terrestrial
P0DQC6,62613,Scoloptoxin-16 family,120,,Venom gland,,Disulfide bond,,Yes,,GO:0005576 (extracellular region); GO:0090729 (toxin activity),,GO:0005576 (extracellular region),GO:0090729 (toxin activity),2: Evidence at transcript level,both,94,94,Ethmostigmus rubripes,Arthropoda,Chilopoda,Scolopendromorpha,Scolopendridae,Ethmostigmus,Ethmostigmus rubripes,terrestrial,terrestrial
P0DQD9,943129,Scoloptoxin-16 family,110,,Venom gland,,Disulfide bond,,Yes,,GO:0005576 (extracellular region); GO:0090729 (toxin activity),,GO:0005576 (extracellular region),GO:0090729 (toxin activity),3: Inferred from homology,both,84,84,Scolopendra morsitans,Arthropoda,Chilopoda,Scolopendromorpha,Scolopendridae,Scolopendra,Scolopendra morsitans,terrestrial,terrestrial
P0DQC7,62613,Scoloptoxin-16 family,130,,Venom gland,,Disulfide bond,,Yes,,GO:0005576 (extracellular region); GO:0090729 (toxin activity),,GO:0005576 (extracellular region),GO:0090729 (toxin activity),2: Evidence at transcript level,both,104,104,Ethmostigmus rubripes,Arthropoda,Chilopoda,Scolopendromorpha,Scolopendridae,Ethmostigmus,Ethmostigmus rubripes,terrestrial,terrestrial
P0DQF9,62613,Scoloptoxin-24 family,103,,Venom gland,,Disulfide bond,,Yes,,GO:0005576 (extracellular region); GO:0090729 (toxin activity),,GO:0005576 (extracellular region),GO:0090729 (toxin activity),3: Inferred from homology,both,80,80,Ethmostigmus rubripes,Arthropoda,Chilopoda,Scolopendromorpha,Scolopendridae,Ethmostigmus,Ethmostigmus rubripes,terrestrial,terrestrial
P85860,272754,CRISP family,147,fragment,Venom,,,,,,GO:0005576 (extracellular region),,GO:0005576 (extracellular region),,1: Evidence at protein level,venom_tissue,147,147,Phoneutria keyserlingi,Arthropoda,Arachnida,Araneae,Ctenidae,Phoneutria,Phoneutria keyserlingi,terrestrial,terrestrial
B2D0J4,7460,Peptidase S9B family,775,,Venom; Venom duct,,Disulfide bond; Glycoprotein,Glycosylation:8; Disulfide bond:3,Yes,,GO:0006508 (proteolysis); GO:0005576 (extracellular region); GO:0005886 (plasma membrane); GO:0004177 (aminopeptidase activity); GO:0008239 (dipeptidyl-peptidase activity); GO:0008236 (serine-type peptidase activity),GO:0006508 (proteolysis),GO:0005576 (extracellular region); GO:0005886 (plasma membrane),GO:0004177 (aminopeptidase activity); GO:0008239 (dipeptidyl-peptidase activity); GO:0008236 (serine-type peptidase activity),1: Evidence at protein level,venom_tissue,752,752,Apis mellifera,Arthropoda,Insecta,Hymenoptera,Apidae,Apis,Apis mellifera,terrestrial,terrestrial
D2Y2Q6,209901,Venom Kunitz-type family,88,,Venom gland,,Disulfide bond,Disulfide bond:1,Yes,Yes,GO:0044562 (envenomation resulting in negative regulation of voltage-gated potassium channel activity in another organism); GO:0005576 (extracellular region); GO:0015459 (potassium channel regulator activity); GO:0004867 (serine-type endopeptidase inhibitor activity); GO:0090729 (toxin activity),GO:0044562 (envenomation resulting in negative regulation of voltage-gated potassium channel activity in another organism),GO:0005576 (extracellular region),GO:0015459 (potassium channel regulator activity); GO:0004867 (serine-type endopeptidase inhibitor activity); GO:0090729 (toxin activity),3: Inferred from homology,both,61,55,Cyriopagopus hainanus,Arthropoda,Arachnida,Araneae,Theraphosidae,Cyriopagopus,Cyriopagopus hainanus,terrestrial,terrestrial
