identifier,Protein families,Phylum,has_signal_peptide
O57413,Venom metalloproteinase (M12B) family,Chordata,yes
P15503,Venom metalloproteinase (M12B) family,Chordata,yes
P22826,Venom metalloproteinase (M12B) family,Chordata,no
P0C6S4,Venom metalloproteinase (M12B) family,Chordata,no
P21859,Venom metalloproteinase (M12B) family,Chordata,no
Q7SZD9,Venom metalloproteinase (M12B) family,Chordata,yes
C9E1S1,Venom metalloproteinase (M12B) family,Chordata,yes
C9E1R7,Venom metalloproteinase (M12B) family,Chordata,yes
C9E1R9,Venom metalloproteinase (M12B) family,Chordata,yes
P16338,Venom metalloproteinase (M12B) family,Chordata,no
P17497,Venom metalloproteinase (M12B) family,Chordata,no
Q801Z4,Venom metalloproteinase (M12B) family,Chordata,no
Q072L5,Venom metalloproteinase (M12B) family,Chordata,yes
P18618,Venom metalloproteinase (M12B) family,Chordata,no
Q3SAF7,Other,Chordata,no
P0DMD5,Other,Chordata,yes
P28374,Other,Chordata,no
F5CPE8,Other,Chordata,yes
B8K1V9,Other,Chordata,yes
D9IX97,Other,Chordata,yes
D9IX98,Other,Chordata,yes
Q09GK2,Other,Chordata,yes
P82972,Other,Chordata,no
D1MZV3,Other,Chordata,yes
Q2XXL8,Other,Chordata,yes
P83717,,Arthropoda,no
P83718,,Arthropoda,no
D1MEJ2,,Arthropoda,yes
P84787,Peptidase S1 family,Chordata,no
O13057,Peptidase S1 family,Chordata,yes
Q9DF67,Peptidase S1 family,Chordata,yes
Q91508,Peptidase S1 family,Chordata,yes
A7LAC7,Peptidase S1 family,Chordata,yes
Q71QI2,Peptidase S1 family,Chordata,yes
Q9PTU8,Peptidase S1 family,Chordata,yes
O13063,Peptidase S1 family,Chordata,yes
Q9I8X0,Peptidase S1 family,Chordata,yes
E0Y420,Peptidase S1 family,Chordata,yes
O13058,Peptidase S1 family,Chordata,yes
Q9DF66,Peptidase S1 family,Chordata,yes
Q91509,Peptidase S1 family,Chordata,yes
P0DQJ5,Neurotoxin 10 (Hwtx-1) family,Arthropoda,yes
A7X4K1,Other,Chordata,yes
A7X4M1,Other,Chordata,yes
A7X4J4,Other,Chordata,yes
A7X4I7,Other,Chordata,yes
A7X4K7,Other,Chordata,yes
A7X4M7,Other,Chordata,yes
Q70WS8,Snake three-finger toxin family,Chordata,yes
P58370,Snake three-finger toxin family,Chordata,yes
P15818,Snake three-finger toxin family,Chordata,yes
P81783,Snake three-finger toxin family,Chordata,yes
Q9YGH9,Snake three-finger toxin family,Chordata,yes
O12963,Snake three-finger toxin family,Chordata,yes
Q9YGJ0,Snake three-finger toxin family,Chordata,yes
Q9YGH0,Snake three-finger toxin family,Chordata,yes
Q8JFX7,Snake three-finger toxin family,Chordata,yes
Q9PW19,Snake three-finger toxin family,Chordata,yes
P25682,Snake three-finger toxin family,Chordata,no
P81782,Snake three-finger toxin family,Chordata,no
C0HJT4,Snake three-finger toxin family,Chordata,no
C0HKZ8,Snake three-finger toxin family,Chordata,no
A7X3M9,Snake three-finger toxin family,Chordata,yes
A7X3R6,Snake three-finger toxin family,Chordata,yes
C0HJR1,Snake three-finger toxin family,Chordata,no
A7X3M3,Snake three-finger toxin family,Chordata,yes
C0HJR2,Snake three-finger toxin family,Chordata,no
Q98962,Snake three-finger toxin family,Chordata,yes
P60301,Snake three-finger toxin family,Chordata,yes
P01459,Snake three-finger toxin family,Chordata,no
P01446,Snake three-finger toxin family,Chordata,no
P01470,Snake three-finger toxin family,Chordata,no
P24780,Snake three-finger toxin family,Chordata,no
P01458,Snake three-finger toxin family,Chordata,no
P60302,Snake three-finger toxin family,Chordata,yes
O93473,Snake three-finger toxin family,Chordata,yes
O73856,Snake three-finger toxin family,Chordata,yes
Q9W6W9,Snake three-finger toxin family,Chordata,yes
P01443,Snake three-finger toxin family,Chordata,yes
P01461,Snake three-finger toxin family,Chordata,no
P60303,Snake three-finger toxin family,Chordata,yes
P01452,Snake three-finger toxin family,Chordata,no
O73857,Snake three-finger toxin family,Chordata,yes
P60310,Snake three-finger toxin family,Chordata,yes
Q98961,Snake three-finger toxin family,Chordata,yes
P01464,Snake three-finger toxin family,Chordata,no
P01457,Snake three-finger toxin family,Chordata,no
P0DSN0,Snake three-finger toxin family,Chordata,no
B2KKW0,Arthropod phospholipase D family,Arthropoda,yes
Q86M31,Long (4 C-C) scorpion toxin superfamily,Arthropoda,yes
P0C1T6,,Mollusca,yes
P0C1T8,,Mollusca,no
P0DSI6,Other,Arthropoda,yes
Q2XQ09,Arthropod phospholipase D family,Arthropoda,yes
Q27Q54,Arthropod phospholipase D family,Arthropoda,yes
Q5YD76,Arthropod phospholipase D family,Arthropoda,no
Q8I912,Arthropod phospholipase D family,Arthropoda,yes
P0C1W0,Other,Mollusca,yes
P01520,Other,Mollusca,no
Q6PTD4,Other,Mollusca,yes
Q2I2R7,Other,Mollusca,yes
P56636,Other,Mollusca,yes
A6M934,Other,Mollusca,yes
P0DM23,Other,Mollusca,yes
Q6PTD6,Other,Mollusca,yes
P0DPM0,Other,Mollusca,yes
E2DIH5,Other,Mollusca,yes
A0A3G3C7V0,Other,Mollusca,yes
P0C1Y2,Other,Mollusca,yes
Q2I2R6,Other,Mollusca,yes
A0SE59,Other,Mollusca,yes
P0DQY7,Other,Mollusca,no
P0C2C5,Other,Mollusca,no
P0C2C6,Other,Mollusca,no
P0DUR2,Other,Mollusca,no
P0DUR1,Other,Mollusca,no
P0DUR0,Other,Mollusca,no
X5I9Z2,Other,Mollusca,yes
X5IFZ1,Other,Mollusca,yes
P59868,Other,Arthropoda,no
P0DM30,Other,Arthropoda,yes
B6S2X0,Other,Chordata,yes
B6S2X2,Other,Chordata,yes
P28879,Other,Mollusca,yes
P0DPG6,Other,Mollusca,yes
P42718,,Arthropoda,no
Q5EHP2,Other,Mollusca,yes
A0A2I6EDL6,Other,Mollusca,yes
P0DQV5,Other,Mollusca,no
C1J5M5,Other,Mollusca,yes
P0DTJ4,Other,Mollusca,yes
P0C1T9,Other,Mollusca,no
P0C1U1,Other,Mollusca,no
P01523,Other,Mollusca,yes
P0C1U2,Other,Mollusca,no
P0DMA1,Other,Mollusca,no
P0CH15,Other,Mollusca,no
P58925,Other,Mollusca,yes
A0A2I6EDN5,Other,Mollusca,yes
P0C8V2,Other,Mollusca,no
Q86DU6,Other,Mollusca,yes
Q9BH73,Other,Mollusca,yes
P0DOZ2,Other,Mollusca,no
Q9XYR5,Other,Mollusca,yes
P0CB20,,Mollusca,yes
P0DQM6,Other,Mollusca,no
P0DQM7,Other,Mollusca,no
P85015,Other,Mollusca,no
P85014,Other,Mollusca,no
P0DL76,Other,Mollusca,no
P85141,Other,Mollusca,no
P84700,Other,Mollusca,no
P84701,Other,Mollusca,no
P05487,Other,Mollusca,no
P86255,Other,Mollusca,no
P84705,Other,Mollusca,no
P84704,Other,Mollusca,yes
P0DM26,Other,Mollusca,yes
P85871,Other,Mollusca,no
P0DM27,Other,Mollusca,yes
P0DM28,Other,Mollusca,no
P0DOZ7,Other,Mollusca,yes
Q2XXQ6,Other,Chordata,yes
Q8UW25,Other,Chordata,yes
X5IWT5,Other,Mollusca,yes
P0C1W3,Other,Mollusca,yes
Q3YEH5,Other,Mollusca,yes
Q3YEH4,Other,Mollusca,yes
Q3YEH6,Other,Mollusca,yes
P0C642,Other,Mollusca,no
Q9BPE7,Other,Mollusca,yes
P0DQY4,,Mollusca,no
P0DQY5,,Mollusca,no
P0CI41,,Mollusca,no
D2Y3T1,,Mollusca,yes
P86942,,Mollusca,no
P0DJC3,,Mollusca,no
P0DMA4,,Mollusca,no
A0A6B9KZ52,Other,Arthropoda,yes
A0A6B9L8T7,Other,Arthropoda,yes
E3P6N3,Other,Chordata,yes
P08935,Other,Chordata,no
Q6T6T4,Other,Chordata,yes
A0A384E0Y8,Other,Arthropoda,yes
D8VNS7,Other,Chordata,yes
D8VNS8,Other,Chordata,yes
D8VNS9,Other,Chordata,yes
P0DSI7,Other,Arthropoda,no
P0DV17,Other,Arthropoda,no
P82414,Other,Arthropoda,no
P0DSI8,Other,Arthropoda,no
P0DSI9,Other,Arthropoda,no
P0DV18,Other,Arthropoda,no
P82415,Other,Arthropoda,no
P0DSJ0,Other,Arthropoda,no
P82416,Other,Arthropoda,no
P0DSJ1,Other,Arthropoda,no
P82417,Other,Arthropoda,no
P0DSJ2,Other,Arthropoda,no
D2Y2E0,Other,Arthropoda,yes
D2Y2E1,Other,Arthropoda,yes
D2Y2E2,Other,Arthropoda,yes
D2Y2E3,Other,Arthropoda,yes
D2Y2E4,Other,Arthropoda,yes
D2Y2E5,Other,Arthropoda,yes
D2Y2E6,Other,Arthropoda,yes
D2Y2E7,Other,Arthropoda,yes
D2Y262,Other,Arthropoda,yes
D2Y263,Other,Arthropoda,yes
D2Y214,Other,Arthropoda,yes
D2Y215,Other,Arthropoda,yes
D2Y216,Other,Arthropoda,yes
D2Y217,Other,Arthropoda,yes
D2Y218,Other,Arthropoda,yes
D2Y1X9,Neurotoxin 10 (Hwtx-1) family,Arthropoda,yes
D2Y1Y0,Neurotoxin 10 (Hwtx-1) family,Arthropoda,yes
D2Y1Y1,Neurotoxin 10 (Hwtx-1) family,Arthropoda,yes
D2Y1Y2,Neurotoxin 10 (Hwtx-1) family,Arthropoda,yes
D2Y1Y3,Neurotoxin 10 (Hwtx-1) family,Arthropoda,yes
D2Y1Z4,Neurotoxin 10 (Hwtx-1) family,Arthropoda,yes
D2Y1Z7,Neurotoxin 10 (Hwtx-1) family,Arthropoda,yes
D2Y1Z8,Neurotoxin 10 (Hwtx-1) family,Arthropoda,yes
D2Y2D1,Neurotoxin 10 (Hwtx-1) family,Arthropoda,yes
D2Y2D2,Neurotoxin 10 (Hwtx-1) family,Arthropoda,yes
D2Y2D3,Neurotoxin 10 (Hwtx-1) family,Arthropoda,yes
P0DQX4,Other,Arthropoda,no
P0DQX5,Other,Arthropoda,no
P0C258,Other,Mollusca,yes
C7DQB9,Other,Mollusca,yes
C7DQY0,Other,Mollusca,yes
C7DQX6,Other,Mollusca,yes
C7DQX8,Other,Mollusca,yes
C7DQB8,Other,Mollusca,yes
C7DQX7,Other,Mollusca,yes
C7DQC0,Other,Mollusca,yes
C7DQX9,Other,Mollusca,yes
C7DQB7,Other,Mollusca,yes
A0A125S9E1,Other,Mollusca,yes
P0C615,Other,Mollusca,no
A0A125S9E2,Other,Mollusca,yes
P0C254,Other,Mollusca,yes
P0CH56,Neurotoxin 10 (Hwtx-1) family,Arthropoda,yes
B1P1F9,Neurotoxin 10 (Hwtx-1) family,Arthropoda,yes
B1P1F8,Neurotoxin 10 (Hwtx-1) family,Arthropoda,yes
B1P1G2,Neurotoxin 10 (Hwtx-1) family,Arthropoda,yes
B1P1G0,Neurotoxin 10 (Hwtx-1) family,Arthropoda,yes
B1P1G3,Neurotoxin 10 (Hwtx-1) family,Arthropoda,yes
B1P1G1,Neurotoxin 10 (Hwtx-1) family,Arthropoda,yes
B1P1G6,Neurotoxin 10 (Hwtx-1) family,Arthropoda,yes
B1P1G7,Neurotoxin 10 (Hwtx-1) family,Arthropoda,yes
P0CH50,Neurotoxin 10 (Hwtx-1) family,Arthropoda,no
B1P1A7,Other,Arthropoda,yes
B1P1A8,Other,Arthropoda,yes
B1P1B0,Other,Arthropoda,yes
B1P1B2,Other,Arthropoda,yes
B1P1B1,Other,Arthropoda,yes
P0CH51,Neurotoxin 10 (Hwtx-1) family,Arthropoda,no
B1P1H3,Other,Arthropoda,yes
B1P1H4,Other,Arthropoda,yes
P0CH52,Neurotoxin 10 (Hwtx-1) family,Arthropoda,no
B1P1I7,Neurotoxin 10 (Hwtx-1) family,Arthropoda,yes
P0DPT4,Short scorpion toxin superfamily,Arthropoda,yes
C0HM65,Short scorpion toxin superfamily,Arthropoda,no
P16341,Short scorpion toxin superfamily,Arthropoda,no
P31719,Short scorpion toxin superfamily,Arthropoda,no
Q9TVX3,Short scorpion toxin superfamily,Arthropoda,yes
P59869,Short scorpion toxin superfamily,Arthropoda,no
P59870,Short scorpion toxin superfamily,Arthropoda,no
Q10726,Short scorpion toxin superfamily,Arthropoda,no
P80719,Short scorpion toxin superfamily,Arthropoda,no
P59867,Short scorpion toxin superfamily,Arthropoda,no
P58498,Short scorpion toxin superfamily,Arthropoda,no
P58490,Short scorpion toxin superfamily,Arthropoda,no
Q6XLL9,Short scorpion toxin superfamily,Arthropoda,yes
Q6XLL8,Short scorpion toxin superfamily,Arthropoda,yes
Q6XLL7,Short scorpion toxin superfamily,Arthropoda,yes
Q6XLL6,Short scorpion toxin superfamily,Arthropoda,yes
Q6XLL5,Short scorpion toxin superfamily,Arthropoda,yes
P0C194,Short scorpion toxin superfamily,Arthropoda,yes
P0C166,Short scorpion toxin superfamily,Arthropoda,no
P84094,Short scorpion toxin superfamily,Arthropoda,no
Q5G8A6,Other,Arthropoda,yes
Q0GY44,Other,Arthropoda,yes
P69940,Other,Arthropoda,yes
P0C2F3,Other,Arthropoda,no
Q0GY46,Other,Arthropoda,yes
P0CJ45,Other,Arthropoda,yes
D9U2B1,Other,Arthropoda,yes
P0CI42,Other,Arthropoda,yes
C6ZH27,Other,Arthropoda,yes
Q0GY41,Other,Arthropoda,yes
C7G3K3,Other,Arthropoda,yes
Q9NJC6,Other,Arthropoda,yes
Q0GY42,Other,Arthropoda,no
P86822,Other,Arthropoda,yes
P0C8W4,Other,Arthropoda,yes
Q0GY45,Other,Arthropoda,yes
Q5WR03,Other,Arthropoda,yes
L0G8Z0,Other,Arthropoda,yes
P0C8W5,Other,Arthropoda,yes
Q5WR01,Other,Arthropoda,yes
Q86QV0,Other,Arthropoda,no
Q86QU1,Other,Arthropoda,no
P0C892,Other,Arthropoda,no
P0C893,Other,Arthropoda,no
C0HJW3,Other,Arthropoda,no
C0HLM3,Other,Arthropoda,no
Q9BKB7,Short scorpion toxin superfamily,Arthropoda,yes
P59938,Short scorpion toxin superfamily,Arthropoda,yes
P59939,Other,Arthropoda,no
Q86QV5,Other,Arthropoda,no
Q86QU5,Other,Arthropoda,no
Q86QV2,Other,Arthropoda,no
Q86QU9,Other,Arthropoda,no
Q86QV7,Other,Arthropoda,no
Q86QU0,Other,Arthropoda,no
Q86QT9,Other,Arthropoda,no
Q86QT8,Other,Arthropoda,no
Q86QU8,Other,Arthropoda,no
Q86QU7,Other,Arthropoda,no
Q86QV4,Other,Arthropoda,no
A7X3Y2,Other,Chordata,yes
A7X3Y6,Other,Chordata,yes
D8VNS6,Other,Chordata,yes
D2YVK5,Other,Chordata,yes
D2YVH7,Other,Chordata,yes
A7X3Z0,Other,Chordata,yes
D2YVJ8,Other,Chordata,yes
D9U2A4,Other,Arthropoda,yes
P0CI45,Other,Arthropoda,yes
B8XH01,Other,Arthropoda,yes
P84810,Other,Arthropoda,yes
Q6WJF5,Other,Arthropoda,yes
D9U2A2,Other,Arthropoda,yes
P0CI43,Other,Arthropoda,yes
Q9BPJ8,Other,Mollusca,yes
Q9BPJ0,Other,Mollusca,yes
Q9BPJ2,Other,Mollusca,yes
Q9BPJ6,Other,Mollusca,yes
Q9BPI9,Other,Mollusca,yes
Q9BPI6,Other,Mollusca,yes
Q9BPI7,Other,Mollusca,yes
Q9BPJ5,Other,Mollusca,yes
A1BQQ5,Other,Mollusca,yes
P0DJO4,Other,Arthropoda,yes
L0GCV8,Other,Arthropoda,yes
L0GCI6,Other,Arthropoda,yes
L0GAZ8,Other,Arthropoda,yes
R4JNJ5,Other,Arthropoda,yes
R4JQZ0,Other,Arthropoda,yes
R4JJN6,Other,Arthropoda,yes
S6CWV8,Other,Arthropoda,yes
S6D3A7,Other,Arthropoda,yes
P0DME2,Other,Arthropoda,yes
P0DMF9,Other,Arthropoda,yes
P0DMG0,Other,Arthropoda,yes
A0A0A1I6E7,Other,Arthropoda,yes
P0DME4,Other,Arthropoda,yes
P0DMF1,Other,Arthropoda,yes
P0DJ03,Other,Arthropoda,yes
P0C8W1,Other,Arthropoda,yes
D9U2B8,Other,Arthropoda,yes
I0DEB5,Other,Arthropoda,yes
C5J886,Other,Arthropoda,yes
Q3HXX7,Other,Chordata,yes
A6MFL7,Other,Chordata,yes
Q3HXY5,Other,Chordata,yes
Q3HXY1,Other,Chordata,yes
Q3HXX6,Other,Chordata,yes
Q3HXX5,Other,Chordata,yes
Q3HXX4,Other,Chordata,yes
Q90W38,Other,Chordata,yes
P34128,Other,Chordata,yes
Q9DEZ9,Other,Chordata,yes
Q1W7Q6,Other,Chordata,yes
P30894,Other,Chordata,no
F8RKW5,Other,Chordata,yes
P25428,Other,Chordata,yes
P61898,Other,Chordata,no
P61899,Other,Chordata,no
P01140,Other,Chordata,no
A0A3F2YLP5,Neurotoxin 10 (Hwtx-1) family,Arthropoda,no
P0DQJ6,Neurotoxin 10 (Hwtx-1) family,Arthropoda,no
P0DW96,Neurotoxin 10 (Hwtx-1) family,Arthropoda,no
P0CH55,Neurotoxin 10 (Hwtx-1) family,Arthropoda,no
P82601,Neurotoxin 10 (Hwtx-1) family,Arthropoda,no
Q5K0B8,Conotoxin O1 superfamily,Mollusca,yes
P0DW73,Conotoxin O1 superfamily,Mollusca,yes
P0C902,Conotoxin O1 superfamily,Mollusca,yes
Q2I2R4,Conotoxin O1 superfamily,Mollusca,yes
P0DJC6,Conotoxin O1 superfamily,Mollusca,yes
Q9XZL4,Conotoxin O1 superfamily,Mollusca,yes
Q9U651,Conotoxin O1 superfamily,Mollusca,yes
Q5K0C7,Conotoxin O1 superfamily,Mollusca,yes
Q5K0D1,Conotoxin O1 superfamily,Mollusca,yes
P0DTY2,Conotoxin O1 superfamily,Mollusca,yes
P0DTY4,Conotoxin O1 superfamily,Mollusca,yes
P0DTY5,Conotoxin O1 superfamily,Mollusca,yes
P0DTY9,Conotoxin O1 superfamily,Mollusca,yes
P0DTZ0,Conotoxin O1 superfamily,Mollusca,yes
P0DTZ1,Conotoxin O1 superfamily,Mollusca,yes
Q9XYZ1,Conotoxin O1 superfamily,Mollusca,yes
A0A2L2P6T9,Conotoxin O1 superfamily,Mollusca,yes
Q9BH84,Conotoxin O1 superfamily,Mollusca,yes
P0C8V6,Conotoxin O1 superfamily,Mollusca,yes
Q9XZK5,Conotoxin O1 superfamily,Mollusca,yes
P0DQD4,Conotoxin O1 superfamily,Mollusca,no
Q5K0D5,Conotoxin O1 superfamily,Mollusca,yes
Q3YEE2,Conotoxin O1 superfamily,Mollusca,yes
Q6TGQ8,Other,Chordata,yes
A8QL52,Other,Chordata,yes
A8QL51,Other,Chordata,yes
P81382,Other,Chordata,yes
O93364,Other,Chordata,yes
P56742,Other,Chordata,yes
C0HJE7,Other,Chordata,yes
G8XQX1,Other,Chordata,yes
A6MFL0,Other,Chordata,yes
B5U6Y8,Other,Chordata,yes
Q90W54,Other,Chordata,yes
A2VBC4,Other,Arthropoda,yes
Q68KK0,Other,Arthropoda,yes
A0A0M3KKW3,Other,Arthropoda,no
P0CH87,Other,Arthropoda,no
Q3ZU95,Other,Arthropoda,no
P51528,Other,Arthropoda,no
P0CH47,Other,Arthropoda,yes
P0CH86,Other,Arthropoda,no
C0HLL3,Other,Arthropoda,no
P49369,Other,Arthropoda,yes
F8J2D0,Phospholipase A2 family,Chordata,yes
A8CG87,Phospholipase A2 family,Chordata,yes
A8CG78,Phospholipase A2 family,Chordata,yes
P24294,Phospholipase A2 family,Chordata,no
P80003,Phospholipase A2 family,Chordata,no
B6CQR5,Phospholipase A2 family,Chordata,yes
Q91133,Phospholipase A2 family,Chordata,yes
P00597,Phospholipase A2 family,Chordata,yes
P00600,Phospholipase A2 family,Chordata,no
P15445,Phospholipase A2 family,Chordata,no
Q9DF33,Phospholipase A2 family,Chordata,yes
Q9I968,Phospholipase A2 family,Chordata,yes
Q9W7J3,Phospholipase A2 family,Chordata,yes
Q45Z29,Phospholipase A2 family,Chordata,yes
F8QN53,Phospholipase A2 family,Chordata,yes
P00619,Phospholipase A2 family,Chordata,yes
P81480,Phospholipase A2 family,Chordata,no
P00601,Phospholipase A2 family,Chordata,no
P00599,Phospholipase A2 family,Chordata,no
Q2PG81,Phospholipase A2 family,Chordata,yes
P0DJJ8,Phospholipase A2 family,Chordata,yes
Q1RP79,Phospholipase A2 family,Chordata,yes
P81237,Phospholipase A2 family,Chordata,no
Q9PUI1,Phospholipase A2 family,Chordata,yes
P45881,Phospholipase A2 family,Chordata,yes
P86804,Phospholipase A2 family,Chordata,no
Q8QFW3,Phospholipase A2 family,Chordata,yes
Q90WA8,Phospholipase A2 family,Chordata,yes
Q7T1R1,Phospholipase A2 family,Chordata,yes
P00618,Phospholipase A2 family,Chordata,yes
Q90249,Phospholipase A2 family,Chordata,yes
P82114,Phospholipase A2 family,Chordata,yes
P58399,Phospholipase A2 family,Chordata,no
P10117,Phospholipase A2 family,Chordata,no
P00607,Phospholipase A2 family,Chordata,no
P24605,Phospholipase A2 family,Chordata,yes
P0DTS8,Phospholipase A2 family,Chordata,no
Q9I834,Phospholipase A2 family,Chordata,no
P82287,Phospholipase A2 family,Chordata,no
P81165,Phospholipase A2 family,Chordata,no
P0DUP2,Phospholipase A2 family,Chordata,no
Q9PVE3,Phospholipase A2 family,Chordata,yes
P58464,Phospholipase A2 family,Chordata,no
A0A6B9L6D3,Other,Arthropoda,yes
P0DUS0,,Arthropoda,no
Q18DC8,Other,Chordata,yes
Q18DC9,Other,Chordata,yes
P0C5H3,Long (4 C-C) scorpion toxin superfamily,Arthropoda,yes
P82815,Long (4 C-C) scorpion toxin superfamily,Arthropoda,no
M4GX67,Long (4 C-C) scorpion toxin superfamily,Arthropoda,yes
Q9NBW2,Long (4 C-C) scorpion toxin superfamily,Arthropoda,yes
P45697,Long (4 C-C) scorpion toxin superfamily,Arthropoda,yes
P58488,Long (4 C-C) scorpion toxin superfamily,Arthropoda,no
Q1I180,Long (4 C-C) scorpion toxin superfamily,Arthropoda,yes
P0DSO5,Long (4 C-C) scorpion toxin superfamily,Arthropoda,no
C0HLL9,Long (4 C-C) scorpion toxin superfamily,Arthropoda,no
P60214,Long (4 C-C) scorpion toxin superfamily,Arthropoda,yes
P15226,Long (4 C-C) scorpion toxin superfamily,Arthropoda,yes
P56612,Long (4 C-C) scorpion toxin superfamily,Arthropoda,yes
P0DMM8,Long (4 C-C) scorpion toxin superfamily,Arthropoda,yes
Q2NME3,Long (4 C-C) scorpion toxin superfamily,Arthropoda,yes
P0DRC7,Long (4 C-C) scorpion toxin superfamily,Arthropoda,no
P0DUI3,Long (4 C-C) scorpion toxin superfamily,Arthropoda,yes
A0A218QWY4,Long (4 C-C) scorpion toxin superfamily,Arthropoda,yes
A0A7S8RGC8,Long (4 C-C) scorpion toxin superfamily,Arthropoda,yes
P84614,Long (4 C-C) scorpion toxin superfamily,Arthropoda,no
A0A5H1ZR48,,Arthropoda,no
D5HR51,Long (4 C-C) scorpion toxin superfamily,Arthropoda,yes
E7CLP6,Long (4 C-C) scorpion toxin superfamily,Arthropoda,yes
P56743,Long (4 C-C) scorpion toxin superfamily,Arthropoda,no
M1INJ1,Long (4 C-C) scorpion toxin superfamily,Arthropoda,no
Q7Z1K5,Long (4 C-C) scorpion toxin superfamily,Arthropoda,yes
P60267,Long (4 C-C) scorpion toxin superfamily,Arthropoda,no
P0DUH8,Long (4 C-C) scorpion toxin superfamily,Arthropoda,yes
P84685,Long (4 C-C) scorpion toxin superfamily,Arthropoda,yes
H1ZZI7,Long (4 C-C) scorpion toxin superfamily,Arthropoda,yes
C0HM71,Long (4 C-C) scorpion toxin superfamily,Arthropoda,no
M1JB54,Long (4 C-C) scorpion toxin superfamily,Arthropoda,no
P59865,Long (4 C-C) scorpion toxin superfamily,Arthropoda,yes
P0DUH9,Long (4 C-C) scorpion toxin superfamily,Arthropoda,yes
P59854,Long (4 C-C) scorpion toxin superfamily,Arthropoda,no
Q5G8B8,Long (4 C-C) scorpion toxin superfamily,Arthropoda,no
P84688,Long (4 C-C) scorpion toxin superfamily,Arthropoda,yes
P0CI51,Long (4 C-C) scorpion toxin superfamily,Arthropoda,yes
Q8MQS8,Peptidase S1 family,Arthropoda,yes
P0CJ00,Other,Arthropoda,yes
P0CI99,Other,Arthropoda,yes
P11058,Other,Arthropoda,no
A0A1D0BR67,Other,Arthropoda,yes
P0DN57,,Mollusca,yes
A0A1D0C0W1,,Arthropoda,yes
P0DX60,Other,Arthropoda,yes
Q5Y4Y1,Other,Arthropoda,yes
M5B4R7,Other,Arthropoda,no
P83247,Other,Arthropoda,no
A0A1L1QJU3,Other,Arthropoda,no
P83893,Other,Arthropoda,no
P0DSK3,Other,Arthropoda,yes
A0A348G6I9,Other,Arthropoda,yes
A0A6G9KHE5,,Arthropoda,yes
P0DPX0,Other,Arthropoda,yes
P0DSK4,Other,Arthropoda,yes
A0A6M6R9M4,,Arthropoda,yes
P84016,Other,Arthropoda,no
B3FIN4,Other,Arthropoda,yes
A0A6G9KJM3,Other,Arthropoda,yes
P0DSK5,Other,Arthropoda,yes
A0A348G6J0,Other,Arthropoda,yes
P0DSK6,Other,Arthropoda,yes
P0DSK7,Other,Arthropoda,yes
A0A348G6J1,Other,Arthropoda,yes
A0A2K8JW87,,Arthropoda,yes
P0DQO6,Other,Arthropoda,no
P0C023,Other,Arthropoda,no
P0DQO7,Other,Arthropoda,no
P0DXT4,Other,Arthropoda,yes
P0DXT5,Other,Arthropoda,yes
B6DD29,Other,Arthropoda,yes
B6DD30,Other,Arthropoda,yes
B6DD31,Other,Arthropoda,yes
B6DD32,Other,Arthropoda,yes
B6DD33,Other,Arthropoda,yes
P0DV31,Other,Arthropoda,yes
P84508,Neurotoxin 10 (Hwtx-1) family,Arthropoda,no
P60993,Neurotoxin 10 (Hwtx-1) family,Arthropoda,no
P0DV96,Neurotoxin 10 (Hwtx-1) family,Arthropoda,yes
Q6B4T4,Other,Arthropoda,yes
P83746,Neurotoxin 10 (Hwtx-1) family,Arthropoda,no
B6DCP6,Other,Arthropoda,yes
B6DCP7,Other,Arthropoda,yes
C0HJH6,,Arthropoda,no
P0CF05,,Arthropoda,no
P0DXT9,Other,Arthropoda,yes
P0DXU0,Other,Arthropoda,yes
P0DM68,Other,Arthropoda,yes
B6DCV0,Other,Arthropoda,yes
P0DPY1,Other,Arthropoda,yes
P0DPX8,Other,Arthropoda,yes
P0DPX5,Other,Arthropoda,yes
P0DPU8,Other,Arthropoda,yes
P0DPX7,Other,Arthropoda,yes
I6R1R5,Other,Arthropoda,yes
P0DPX9,Other,Arthropoda,yes
P0DPX6,Other,Arthropoda,yes
P0DPY0,Other,Arthropoda,yes
P0DSL6,,Arthropoda,yes
P61789,Neurotoxin 10 (Hwtx-1) family,Arthropoda,no
P0DRD4,Other,Arthropoda,yes
V9QER4,Other,Arthropoda,yes
Q5Y4U2,Other,Arthropoda,yes
Q5Y4U5,Other,Arthropoda,yes
Q5Y4W1,Other,Arthropoda,yes
Q5Y4W0,,Arthropoda,yes
Q5Y4V9,Other,Arthropoda,yes
Q5Y4U3,Other,Arthropoda,yes
Q5Y4Y5,Other,Arthropoda,yes
P31328,Other,Arthropoda,no
B3A0P0,Other,Arthropoda,no
B6DD10,Other,Arthropoda,yes
B3EWN0,Neurotoxin 10 (Hwtx-1) family,Arthropoda,no
P0DPZ5,Other,Arthropoda,yes
P0DQA3,Other,Arthropoda,yes
P0DPZ3,Other,Arthropoda,yes
P0DQA4,Other,Arthropoda,yes
B3EWN1,Other,Arthropoda,no
P0CC18,Other,Arthropoda,no
P0CC19,Other,Arthropoda,yes
P17727,Other,Arthropoda,yes
P0DQF3,Other,Arthropoda,yes
P61506,Other,Arthropoda,no
P0DQF4,Other,Arthropoda,yes
Q86C51,Neurotoxin 10 (Hwtx-1) family,Arthropoda,yes
