identifier,Protein families,Phylum,has_fragment,has_signal_peptide
P0CF01,Non-disulfide-bridged peptide (NDBP) superfamily,Arthropoda,no,no
P0DX58,Long (4 C-C) scorpion toxin superfamily,Arthropoda,yes,no
P84509,Neurotoxin 10 (Hwtx-1) family,Arthropoda,no,no
P84510,Neurotoxin 10 (Hwtx-1) family,Arthropoda,no,no
P0DM67,Neurotoxin 10 (Hwtx-1) family,Arthropoda,no,yes
P83747,Neurotoxin 10 (Hwtx-1) family,Arthropoda,no,no
B6DCT3,Neurotoxin 19 (CSTX) family,Arthropoda,no,yes
B6DCT4,Neurotoxin 19 (CSTX) family,Arthropoda,no,yes
B6DCT5,Neurotoxin 19 (CSTX) family,Arthropoda,no,yes
B6DCT6,Neurotoxin 19 (CSTX) family,Arthropoda,no,yes
B6DCT7,Neurotoxin 19 (CSTX) family,Arthropoda,no,yes
B6DCT8,Neurotoxin 19 (CSTX) family,Arthropoda,no,yes
P56854,Neurotoxin 10 (Hwtx-1) family,Arthropoda,no,no
P0DV62,Neurotoxin 19 (CSTX) family,Arthropoda,no,yes
P0DX59,Long (4 C-C) scorpion toxin superfamily,Arthropoda,yes,no
B6DCV0,Neurotoxin 19 (CSTX) family,Arthropoda,no,yes
P61789,Neurotoxin 10 (Hwtx-1) family,Arthropoda,no,no
P61790,Neurotoxin 10 (Hwtx-1) family,Arthropoda,no,no
B6DCV1,Neurotoxin 19 (CSTX) family,Arthropoda,no,yes
B6DCV2,Neurotoxin 19 (CSTX) family,Arthropoda,no,yes
B6DCV3,Neurotoxin 19 (CSTX) family,Arthropoda,no,yes
B6DCV4,Neurotoxin 19 (CSTX) family,Arthropoda,no,yes
B6DCV5,Neurotoxin 19 (CSTX) family,Arthropoda,no,yes
B6DCV6,Neurotoxin 19 (CSTX) family,Arthropoda,no,yes
B6DCV7,Neurotoxin 19 (CSTX) family,Arthropoda,no,yes
B6DCV8,Neurotoxin 19 (CSTX) family,Arthropoda,no,yes
B6DCV9,Neurotoxin 19 (CSTX) family,Arthropoda,no,yes
B6DCW0,Neurotoxin 19 (CSTX) family,Arthropoda,no,yes
P0DW95,Neurotoxin 10 (Hwtx-1) family,Arthropoda,no,no
P0DQO0,Neurotoxin 10 (Hwtx-1) family,Arthropoda,no,no
P0C244,Neurotoxin 10 (Hwtx-1) family,Arthropoda,no,no
P0C245,Neurotoxin 10 (Hwtx-1) family,Arthropoda,no,no
P0C246,Neurotoxin 10 (Hwtx-1) family,Arthropoda,no,no
B6DCW1,Neurotoxin 19 (CSTX) family,Arthropoda,no,yes
B6DCW2,Neurotoxin 19 (CSTX) family,Arthropoda,no,yes
B6DCW3,Neurotoxin 19 (CSTX) family,Arthropoda,no,yes
B6DCW4,Neurotoxin 19 (CSTX) family,Arthropoda,no,yes
B6DCW5,Neurotoxin 19 (CSTX) family,Arthropoda,no,yes
B6DCW6,Neurotoxin 19 (CSTX) family,Arthropoda,no,yes
B6DCW7,Neurotoxin 19 (CSTX) family,Arthropoda,no,yes
B6DCW8,Neurotoxin 19 (CSTX) family,Arthropoda,no,yes
B6DCW9,Neurotoxin 19 (CSTX) family,Arthropoda,no,yes
B6DCX0,Neurotoxin 19 (CSTX) family,Arthropoda,no,yes
B6DCX1,Neurotoxin 19 (CSTX) family,Arthropoda,no,yes
B6DCX2,Neurotoxin 19 (CSTX) family,Arthropoda,no,yes
B6DCX4,Neurotoxin 19 (CSTX) family,Arthropoda,no,yes
B6DCX5,Neurotoxin 19 (CSTX) family,Arthropoda,no,yes
B6DCX6,Neurotoxin 19 (CSTX) family,Arthropoda,no,yes
B6DCX7,Neurotoxin 19 (CSTX) family,Arthropoda,no,yes
B6DCX8,Neurotoxin 19 (CSTX) family,Arthropoda,no,yes
B6DCX9,Neurotoxin 19 (CSTX) family,Arthropoda,no,yes
B6DCY0,Neurotoxin 19 (CSTX) family,Arthropoda,no,yes
B6DCY2,Neurotoxin 19 (CSTX) family,Arthropoda,no,yes
B6DCY3,Neurotoxin 19 (CSTX) family,Arthropoda,no,yes
B6DCY4,Neurotoxin 19 (CSTX) family,Arthropoda,no,yes
B6DCY5,Neurotoxin 19 (CSTX) family,Arthropoda,no,yes
B6DCY6,Neurotoxin 19 (CSTX) family,Arthropoda,no,yes
B6DCY7,Neurotoxin 19 (CSTX) family,Arthropoda,no,yes
B6DCY8,Neurotoxin 19 (CSTX) family,Arthropoda,no,yes
B6DCY9,Neurotoxin 19 (CSTX) family,Arthropoda,no,yes
B6DCZ0,Neurotoxin 19 (CSTX) family,Arthropoda,no,yes
B6DCZ1,Neurotoxin 19 (CSTX) family,Arthropoda,no,yes
B6DCZ2,Neurotoxin 19 (CSTX) family,Arthropoda,no,yes
B6DCZ3,Neurotoxin 19 (CSTX) family,Arthropoda,no,yes
B6DCZ4,Neurotoxin 19 (CSTX) family,Arthropoda,no,yes
B6DCZ5,Neurotoxin 19 (CSTX) family,Arthropoda,no,yes
B6DCZ6,Neurotoxin 19 (CSTX) family,Arthropoda,no,yes
B6DCZ7,Neurotoxin 19 (CSTX) family,Arthropoda,no,yes
B6DCZ8,Neurotoxin 19 (CSTX) family,Arthropoda,no,yes
B6DCZ9,Neurotoxin 19 (CSTX) family,Arthropoda,no,yes
B6DD00,Neurotoxin 19 (CSTX) family,Arthropoda,no,yes
B6DD01,Neurotoxin 19 (CSTX) family,Arthropoda,no,yes
B6DD03,Neurotoxin 19 (CSTX) family,Arthropoda,no,yes
B6DD04,Neurotoxin 19 (CSTX) family,Arthropoda,no,yes
B6DD05,Neurotoxin 19 (CSTX) family,Arthropoda,no,yes
B6DD06,Neurotoxin 19 (CSTX) family,Arthropoda,no,yes
B6DD02,Neurotoxin 19 (CSTX) family,Arthropoda,no,yes
B6DD10,Neurotoxin 19 (CSTX) family,Arthropoda,no,yes
B3EWN0,Neurotoxin 10 (Hwtx-1) family,Arthropoda,no,no
B6DD07,Neurotoxin 19 (CSTX) family,Arthropoda,no,yes
B6DD08,Neurotoxin 19 (CSTX) family,Arthropoda,no,yes
B6DD09,Neurotoxin 19 (CSTX) family,Arthropoda,no,yes
B6DD11,Neurotoxin 19 (CSTX) family,Arthropoda,no,yes
B6DD12,Neurotoxin 19 (CSTX) family,Arthropoda,no,yes
B3EWT0,Neurotoxin 19 (CSTX) family,Arthropoda,no,yes
B3EWT1,Neurotoxin 19 (CSTX) family,Arthropoda,no,no
B3EWS6,Neurotoxin 19 (CSTX) family,Arthropoda,no,yes
P83919,Neurotoxin 19 (CSTX) family,Arthropoda,no,yes
B3EWS7,Neurotoxin 19 (CSTX) family,Arthropoda,yes,no
B3EWS8,Neurotoxin 19 (CSTX) family,Arthropoda,yes,no
P81694,Neurotoxin 19 (CSTX) family,Arthropoda,no,yes
B3EWS5,Neurotoxin 19 (CSTX) family,Arthropoda,no,yes
P58604,Neurotoxin 19 (CSTX) family,Arthropoda,no,yes
P0DPC2,Neurotoxin 10 (Hwtx-1) family,Arthropoda,no,no
P84836,Neurotoxin 10 (Hwtx-1) family,Arthropoda,no,no
P84835,Neurotoxin 10 (Hwtx-1) family,Arthropoda,no,no
P84837,Neurotoxin 10 (Hwtx-1) family,Arthropoda,no,no
P56676,Neurotoxin 10 (Hwtx-1) family,Arthropoda,no,yes
P61103,Neurotoxin 10 (Hwtx-1) family,Arthropoda,no,yes
P83303,Neurotoxin 10 (Hwtx-1) family,Arthropoda,no,yes
P61104,Neurotoxin 10 (Hwtx-1) family,Arthropoda,no,yes
P60975,Neurotoxin 10 (Hwtx-1) family,Arthropoda,no,no
P85506,Neurotoxin 19 (CSTX) family,Arthropoda,no,no
P56852,Neurotoxin 10 (Hwtx-1) family,Arthropoda,no,yes
P56853,Neurotoxin 10 (Hwtx-1) family,Arthropoda,no,no
P58425,Neurotoxin 10 (Hwtx-1) family,Arthropoda,no,no
P58426,Neurotoxin 10 (Hwtx-1) family,Arthropoda,no,no
P58427,Neurotoxin 10 (Hwtx-1) family,Arthropoda,no,no
A0A088BP94,Neurotoxin 10 (Hwtx-1) family,Arthropoda,no,yes
P61791,Neurotoxin 10 (Hwtx-1) family,Arthropoda,no,no
Q86C51,Neurotoxin 10 (Hwtx-1) family,Arthropoda,no,yes
B3FIS2,Neurotoxin 10 (Hwtx-1) family,Arthropoda,no,yes
B3FIS3,Neurotoxin 10 (Hwtx-1) family,Arthropoda,no,yes
B3FIS4,Neurotoxin 10 (Hwtx-1) family,Arthropoda,no,yes
B3FIS5,Neurotoxin 10 (Hwtx-1) family,Arthropoda,no,yes
B3FIS6,Neurotoxin 10 (Hwtx-1) family,Arthropoda,no,yes
B3FIS7,Neurotoxin 10 (Hwtx-1) family,Arthropoda,no,yes
B3FIS0,Neurotoxin 10 (Hwtx-1) family,Arthropoda,no,yes
B3FIS1,Neurotoxin 10 (Hwtx-1) family,Arthropoda,no,yes
P0CH71,Neurotoxin 10 (Hwtx-1) family,Arthropoda,no,no
P0DQZ2,Neurotoxin 10 (Hwtx-1) family,Arthropoda,no,no
P0DSK0,Non-disulfide-bridged peptide (NDBP) superfamily,Arthropoda,no,yes
P0CI24,Conotoxin M superfamily,Mollusca,no,no
A0A4V8GZX0,Neurotoxin 10 (Hwtx-1) family,Arthropoda,no,no
D5J6X1,Neurotoxin 10 (Hwtx-1) family,Arthropoda,no,yes
P0DM14,Neurotoxin 10 (Hwtx-1) family,Arthropoda,no,no
P49266,Neurotoxin 10 (Hwtx-1) family,Arthropoda,no,no
P0DQN3,Neurotoxin 10 (Hwtx-1) family,Arthropoda,no,no
P83480,Neurotoxin 10 (Hwtx-1) family,Arthropoda,no,no
B3EWH0,Neurotoxin 19 (CSTX) family,Arthropoda,no,no
P68426,Neurotoxin 10 (Hwtx-1) family,Arthropoda,no,yes
P61792,Neurotoxin 10 (Hwtx-1) family,Arthropoda,no,no
B6DCU0,Neurotoxin 19 (CSTX) family,Arthropoda,no,yes
B6DCU1,Neurotoxin 19 (CSTX) family,Arthropoda,no,yes
B6DCU2,Neurotoxin 19 (CSTX) family,Arthropoda,no,yes
B6DCU3,Neurotoxin 19 (CSTX) family,Arthropoda,no,yes
B6DCU4,Neurotoxin 19 (CSTX) family,Arthropoda,no,yes
B6DCU5,Neurotoxin 19 (CSTX) family,Arthropoda,no,yes
B6DCU6,Neurotoxin 19 (CSTX) family,Arthropoda,no,yes
B6DCU7,Neurotoxin 19 (CSTX) family,Arthropoda,no,yes
B6DCU9,Neurotoxin 19 (CSTX) family,Arthropoda,no,yes
B6DCU8,Neurotoxin 19 (CSTX) family,Arthropoda,no,yes
P60513,Conotoxin O1 superfamily,Mollusca,no,no
P0DMA3,Conotoxin O1 superfamily,Mollusca,no,no
N0AAE6,Peptidase S1 family,Chordata,yes,no
N0A5N4,Peptidase S1 family,Chordata,yes,no
P0DPS3,Peptidase S1 family,Chordata,yes,no
Q8AY45,Venom Kunitz-type family,Chordata,no,yes
F5GTK6,Venom Kunitz-type family,Arthropoda,no,yes
P85041,Venom Kunitz-type family,Chordata,yes,no
B2ZBB6,Venom Kunitz-type family,Arthropoda,no,yes
P0C8W3,Venom Kunitz-type family,Arthropoda,no,yes
P0DMJ6,Venom Kunitz-type family,Chordata,no,no
P0DJ47,Venom Kunitz-type family,Arthropoda,no,no
P0DJ79,Venom Kunitz-type family,Arthropoda,no,yes
F8J2F4,Venom Kunitz-type family,Chordata,no,yes
P0DJ66,Venom Kunitz-type family,Arthropoda,yes,yes
F8J2F6,Venom Kunitz-type family,Chordata,no,yes
Q589G4,Venom Kunitz-type family,Arthropoda,no,yes
P0DN06,Venom Kunitz-type family,Cnidaria,no,yes
D2Y488,Venom Kunitz-type family,Mollusca,no,yes
P68425,Venom Kunitz-type family,Arthropoda,no,yes
D2Y489,Venom Kunitz-type family,Mollusca,yes,no
D2Y490,Venom Kunitz-type family,Mollusca,yes,no
D2Y491,Venom Kunitz-type family,Mollusca,yes,no
B4ESA2,Venom Kunitz-type family,Chordata,no,yes
Q9TWG0,Venom Kunitz-type family,Cnidaria,no,no
P86862,Venom Kunitz-type family,Cnidaria,no,no
Q8T3S7,Venom Kunitz-type family,Arthropoda,no,no
B5KL38,Venom Kunitz-type family,Chordata,no,yes
Q6T6T5,Venom Kunitz-type family,Chordata,no,yes
B5KF95,Venom Kunitz-type family,Chordata,no,yes
Q2ES50,Venom Kunitz-type family,Chordata,no,yes
A6MFL1,Venom Kunitz-type family,Chordata,no,yes
B5KF94,Venom Kunitz-type family,Chordata,no,yes
Q6ITB3,Venom Kunitz-type family,Chordata,no,yes
Q6ITB5,Venom Kunitz-type family,Chordata,no,yes
Q6ITB7,Venom Kunitz-type family,Chordata,no,yes
P0DQQ9,Venom Kunitz-type family,Cnidaria,no,no
A7X3V7,Venom Kunitz-type family,Chordata,no,yes
E7FL11,Venom Kunitz-type family,Chordata,no,yes
Q90WA1,Venom Kunitz-type family,Chordata,no,yes
A7X3V4,Venom Kunitz-type family,Chordata,no,yes
W4VSH9,Venom Kunitz-type family,Arthropoda,no,yes
Q6ITB0,Venom Kunitz-type family,Chordata,no,yes
P00991,Venom Kunitz-type family,Chordata,no,yes
C1IC50,Venom Kunitz-type family,Chordata,no,yes
P0DJ46,Venom Kunitz-type family,Arthropoda,no,yes
P0DJ80,Venom Kunitz-type family,Arthropoda,no,yes
P0DJ45,Venom Kunitz-type family,Arthropoda,no,yes
P0DJ48,Venom Kunitz-type family,Arthropoda,no,no
P0DJ81,Venom Kunitz-type family,Arthropoda,no,yes
P0DJ49,Venom Kunitz-type family,Arthropoda,no,no
P0CH75,Venom Kunitz-type family,Arthropoda,yes,no
P0DJ82,Venom Kunitz-type family,Arthropoda,no,yes
F8J2F3,Venom Kunitz-type family,Chordata,no,yes
B2G331,Venom Kunitz-type family,Cnidaria,no,yes
C0HJF4,Venom Kunitz-type family,Cnidaria,no,no
C0HJF3,Venom Kunitz-type family,Cnidaria,no,no
C0HJU6,Venom Kunitz-type family,Cnidaria,no,no
C0HJU7,Venom Kunitz-type family,Cnidaria,no,no
P0DL86,Venom Kunitz-type family,Cnidaria,no,no
A0A6B7FBD3,Venom Kunitz-type family,Cnidaria,no,yes
A0A6B7FA07,Venom Kunitz-type family,Cnidaria,yes,yes
A0A6B7FEJ3,Venom Kunitz-type family,Cnidaria,yes,yes
B4ESA3,Venom Kunitz-type family,Chordata,no,yes
P0DV02,Venom Kunitz-type family,Cnidaria,yes,no
P0DV03,Venom Kunitz-type family,Cnidaria,no,no
P0DV04,Venom Kunitz-type family,Cnidaria,no,no
P0DV05,Venom Kunitz-type family,Cnidaria,no,no
P0DV06,Venom Kunitz-type family,Cnidaria,no,no
Q9TWF9,Venom Kunitz-type family,Cnidaria,no,no
B5KL39,Venom Kunitz-type family,Chordata,no,yes
Q6T6S5,Venom Kunitz-type family,Chordata,no,yes
B5KF96,Venom Kunitz-type family,Chordata,no,yes
D2Y2F3,Venom Kunitz-type family,Arthropoda,no,yes
P0DJ75,Venom Kunitz-type family,Arthropoda,no,yes
Q2ES49,Venom Kunitz-type family,Chordata,no,yes
P00990,Venom Kunitz-type family,Chordata,no,no
A6MFL2,Venom Kunitz-type family,Chordata,no,yes
P00985,Venom Kunitz-type family,Chordata,no,no
B5L5R7,Venom Kunitz-type family,Chordata,no,yes
P00986,Venom Kunitz-type family,Chordata,no,no
Q6ITB2,Venom Kunitz-type family,Chordata,no,yes
Q6ITB4,Venom Kunitz-type family,Chordata,no,yes
Q6ITB6,Venom Kunitz-type family,Chordata,no,yes
Q8T0W4,Venom Kunitz-type family,Arthropoda,no,yes
Q6ITC0,Venom Kunitz-type family,Chordata,no,yes
B5G6G6,Venom Kunitz-type family,Chordata,no,yes
E7FL12,Venom Kunitz-type family,Chordata,no,yes
Q90WA0,Venom Kunitz-type family,Chordata,no,yes
B5KL33,Venom Kunitz-type family,Chordata,no,yes
C1IC52,Venom Kunitz-type family,Chordata,no,yes
P0DJ64,Venom Kunitz-type family,Arthropoda,no,yes
P0DJ50,Venom Kunitz-type family,Arthropoda,no,yes
P0DMW8,Venom Kunitz-type family,Cnidaria,yes,no
B2ZBB8,Venom Kunitz-type family,Arthropoda,no,yes
P0DMW9,Venom Kunitz-type family,Cnidaria,yes,no
P0DJ67,Venom Kunitz-type family,Arthropoda,no,yes
P0DJ71,Venom Kunitz-type family,Arthropoda,no,yes
P0DMJ1,Venom Kunitz-type family,Arthropoda,no,yes
P0DMW6,Venom Kunitz-type family,Cnidaria,no,no
P0DMW7,Venom Kunitz-type family,Cnidaria,no,no
B4ESA4,Venom Kunitz-type family,Chordata,no,yes
Q9TWF8,Venom Kunitz-type family,Cnidaria,no,no
B5KL40,Venom Kunitz-type family,Chordata,no,yes
Q6T269,Venom Kunitz-type family,Chordata,yes,no
B5KL34,Venom Kunitz-type family,Chordata,no,yes
Q2ES48,Venom Kunitz-type family,Chordata,no,yes
A6MFL3,Venom Kunitz-type family,Chordata,no,yes
B5KL32,Venom Kunitz-type family,Chordata,no,yes
B5KL27,Venom Kunitz-type family,Chordata,no,yes
B5KL29,Venom Kunitz-type family,Chordata,no,yes
P0DQR1,Venom Kunitz-type family,Cnidaria,no,no
Q6ITB9,Venom Kunitz-type family,Chordata,no,yes
B5KL31,Venom Kunitz-type family,Chordata,no,yes
E7FL13,Venom Kunitz-type family,Chordata,no,yes
Q90W99,Venom Kunitz-type family,Chordata,no,yes
B1B5I8,Venom Kunitz-type family,Cnidaria,no,yes
P00992,Venom Kunitz-type family,Chordata,no,yes
C1IC51,Venom Kunitz-type family,Chordata,no,yes
P0DJ84,Venom Kunitz-type family,Arthropoda,no,yes
P0DJ68,Venom Kunitz-type family,Arthropoda,no,yes
P0DJ85,Venom Kunitz-type family,Arthropoda,no,yes
P0DN07,Venom Kunitz-type family,Cnidaria,no,yes
B5KL41,Venom Kunitz-type family,Chordata,no,yes
B5KL35,Venom Kunitz-type family,Chordata,no,yes
D2Y2F5,Venom Kunitz-type family,Arthropoda,no,yes
P0DJ76,Venom Kunitz-type family,Arthropoda,no,yes
Q2ES47,Venom Kunitz-type family,Chordata,no,yes
A6MFL4,Venom Kunitz-type family,Chordata,no,yes
B5KL28,Venom Kunitz-type family,Chordata,no,yes
B5KL30,Venom Kunitz-type family,Chordata,no,yes
Q6ITB8,Venom Kunitz-type family,Chordata,no,yes
Q90W98,Venom Kunitz-type family,Chordata,no,yes
C1IC53,Venom Kunitz-type family,Chordata,no,yes
P0DJ69,Venom Kunitz-type family,Arthropoda,yes,yes
P0DJ70,Venom Kunitz-type family,Arthropoda,no,yes
P0DN09,Venom Kunitz-type family,Cnidaria,no,yes
D5J9Q8,Venom Kunitz-type family,Chordata,no,yes
B5KL36,Venom Kunitz-type family,Chordata,no,yes
Q2ES46,Venom Kunitz-type family,Chordata,no,yes
A6MGX9,Venom Kunitz-type family,Chordata,no,yes
B5L5Q6,Venom Kunitz-type family,Chordata,no,yes
B5L5Q8,Venom Kunitz-type family,Chordata,no,yes
Q90W97,Venom Kunitz-type family,Chordata,no,yes
P0DJ72,Venom Kunitz-type family,Arthropoda,no,yes
P0DN10,Venom Kunitz-type family,Cnidaria,no,yes
B5KL37,Venom Kunitz-type family,Chordata,no,yes
P0DJ78,Venom Kunitz-type family,Arthropoda,no,yes
Q90W96,Venom Kunitz-type family,Chordata,no,yes
P0DJ73,Venom Kunitz-type family,Arthropoda,no,yes
P0DJ74,Venom Kunitz-type family,Arthropoda,yes,yes
P0DN11,Venom Kunitz-type family,Cnidaria,no,yes
P0DJ65,Venom Kunitz-type family,Arthropoda,no,yes
A6MGY1,Venom Kunitz-type family,Chordata,no,yes
B5L5Q1,Venom Kunitz-type family,Chordata,no,yes
F8J2F5,Venom Kunitz-type family,Chordata,no,yes
P0DN12,Venom Kunitz-type family,Cnidaria,no,yes
P0DN13,Venom Kunitz-type family,Cnidaria,no,yes
P25660,Venom Kunitz-type family,Chordata,no,no
D2Y2C2,Venom Kunitz-type family,Arthropoda,no,yes
P0DN14,Venom Kunitz-type family,Cnidaria,no,yes
Q8AY43,Venom Kunitz-type family,Chordata,no,yes
G9I929,Venom Kunitz-type family,Chordata,no,yes
P0CY85,Venom Kunitz-type family,Mollusca,no,yes
A8Y7P1,Venom Kunitz-type family,Chordata,no,yes
A8Y7P2,Venom Kunitz-type family,Chordata,no,yes
A8Y7P3,Venom Kunitz-type family,Chordata,no,yes
A8Y7P4,Venom Kunitz-type family,Chordata,no,yes
A8Y7P5,Venom Kunitz-type family,Chordata,no,yes
A8Y7P6,Venom Kunitz-type family,Chordata,no,yes
A8Y7P0,Venom Kunitz-type family,Chordata,no,yes
P0DN15,Venom Kunitz-type family,Cnidaria,no,yes
Q8AY42,Venom Kunitz-type family,Chordata,no,yes
D2Y2F4,Venom Kunitz-type family,Arthropoda,no,yes
A8Y7N4,Venom Kunitz-type family,Chordata,no,yes
A8Y7N5,Venom Kunitz-type family,Chordata,no,yes
A8Y7N6,Venom Kunitz-type family,Chordata,no,yes
A8Y7N7,Venom Kunitz-type family,Chordata,no,yes
A8Y7N8,Venom Kunitz-type family,Chordata,no,yes
A8Y7N9,Venom Kunitz-type family,Chordata,no,yes
P85039,Venom Kunitz-type family,Chordata,yes,no
P85040,Venom Kunitz-type family,Chordata,yes,no
P19859,Venom Kunitz-type family,Chordata,no,no
P82966,Venom Kunitz-type family,Chordata,no,yes
B6RLX2,Venom Kunitz-type family,Chordata,no,yes
P0DN16,Venom Kunitz-type family,Cnidaria,no,yes
Q8AY41,Venom Kunitz-type family,Chordata,no,yes
P0DN17,Venom Kunitz-type family,Cnidaria,no,yes
D2Y2F6,Venom Kunitz-type family,Arthropoda,no,yes
P0DN18,Venom Kunitz-type family,Cnidaria,no,yes
P00984,Venom Kunitz-type family,Chordata,no,no
D2Y2F7,Venom Kunitz-type family,Arthropoda,no,yes
P0DN19,Venom Kunitz-type family,Cnidaria,yes,yes
D2Y2F8,Venom Kunitz-type family,Arthropoda,no,yes
P0CAR0,Venom Kunitz-type family,Chordata,yes,no
B2ZBB9,Venom Kunitz-type family,Arthropoda,no,yes
B2ZBC0,Venom Kunitz-type family,Arthropoda,no,yes
P0DN20,Venom Kunitz-type family,Cnidaria,yes,yes
P84471,Venom Kunitz-type family,Chordata,yes,no
B2KTG2,Venom Kunitz-type family,Chordata,no,yes
P00987,Venom Kunitz-type family,Chordata,no,yes
D2Y2F9,Venom Kunitz-type family,Arthropoda,no,yes
P00979,Venom Kunitz-type family,Chordata,no,no
Q6ITC1,Venom Kunitz-type family,Chordata,no,yes
P84473,Venom Kunitz-type family,Chordata,yes,no
B2KTG3,Venom Kunitz-type family,Chordata,no,yes
P00989,Venom Kunitz-type family,Chordata,no,yes
Q75S50,Venom Kunitz-type family,Chordata,no,yes
Q9W728,Venom Kunitz-type family,Chordata,no,yes
Q75S49,Venom Kunitz-type family,Chordata,yes,yes
Q1RPT0,Venom Kunitz-type family,Chordata,no,yes
Q1RPS9,Venom Kunitz-type family,Chordata,no,yes
Q1RPS8,Venom Kunitz-type family,Chordata,no,yes
Q8AY44,Venom Kunitz-type family,Chordata,no,yes
Q0PL65,Venom Kunitz-type family,Chordata,no,no
P84470,Venom Kunitz-type family,Chordata,yes,no
P00980,Venom Kunitz-type family,Chordata,no,no
Q8AY46,Venom Kunitz-type family,Chordata,no,yes
Q7T2Q6,Venom Kunitz-type family,Chordata,no,yes
P81658,Venom Kunitz-type family,Chordata,no,no
P00982,Venom Kunitz-type family,Chordata,no,no
Q7LZE3,Venom Kunitz-type family,Chordata,no,no
P00981,Venom Kunitz-type family,Chordata,yes,no
D2Y2G0,Venom Kunitz-type family,Arthropoda,no,yes
D2Y2G1,Venom Kunitz-type family,Arthropoda,no,yes
D2Y2G2,Venom Kunitz-type family,Arthropoda,no,yes
H6VC05,Venom Kunitz-type family,Chordata,no,yes
H6VC06,Venom Kunitz-type family,Chordata,no,yes
D2Y2Q1,Venom Kunitz-type family,Arthropoda,no,yes
D2Y2Q2,Venom Kunitz-type family,Arthropoda,no,yes
D2Y2Q5,Venom Kunitz-type family,Arthropoda,no,yes
D2Y2Q6,Venom Kunitz-type family,Arthropoda,no,yes
D2Y2Q7,Venom Kunitz-type family,Arthropoda,no,yes
D2Y2Q8,Venom Kunitz-type family,Arthropoda,no,yes
D2Y2Q9,Venom Kunitz-type family,Arthropoda,no,yes
Q7LZS8,Venom Kunitz-type family,Chordata,no,no
P0C1X2,Venom Kunitz-type family,Mollusca,no,yes
P20229,Venom Kunitz-type family,Chordata,no,no
B2BS84,Venom Kunitz-type family,Chordata,no,yes
G3LH89,Venom Kunitz-type family,Arthropoda,no,yes
D8KY58,Venom Kunitz-type family,Arthropoda,no,yes
B2KTG1,Venom Kunitz-type family,Chordata,no,yes
P24541,Venom Kunitz-type family,Chordata,no,no
I2G9B4,Venom Kunitz-type family,Chordata,no,yes
P0DM47,Venom Kunitz-type family,Chordata,yes,no
Q5ZPJ7,Venom Kunitz-type family,Chordata,no,yes
P0DJ63,Venom Kunitz-type family,Chordata,yes,no
B7S4N9,Venom Kunitz-type family,Chordata,no,yes
C0HLB2,Venom Kunitz-type family,Chordata,no,no
Q6ITB1,Venom Kunitz-type family,Chordata,no,yes
A5X2X1,Venom Kunitz-type family,Chordata,no,yes
C0LNR2,Venom Kunitz-type family,Arthropoda,no,yes
E5AJX3,Venom Kunitz-type family,Chordata,no,yes
P0DKL8,Venom Kunitz-type family,Chordata,no,no
P85420,Venom metalloproteinase (M12B) family,Chordata,no,no
P0DQT6,Venom metalloproteinase (M12B) family,Chordata,no,no
C0HJU2,Venom metalloproteinase (M12B) family,Chordata,yes,no
Q9W7S2,Venom metalloproteinase (M12B) family,Chordata,no,yes
P34179,Venom metalloproteinase (M12B) family,Chordata,no,no
P60244,Venom metalloproteinase (M12B) family,Chordata,no,no
Q9PW35,Venom metalloproteinase (M12B) family,Chordata,no,yes
Q90391,Venom metalloproteinase (M12B) family,Chordata,no,yes
Q90392,Venom metalloproteinase (M12B) family,Chordata,no,yes
Q9PW36,Venom metalloproteinase (M12B) family,Chordata,no,yes
P15167,Venom metalloproteinase (M12B) family,Chordata,no,yes
Q92032,Venom metalloproteinase (M12B) family,Chordata,no,yes
Q91401,Venom metalloproteinase (M12B) family,Chordata,no,no
Q92031,Venom metalloproteinase (M12B) family,Chordata,no,yes
Q7LZS9,Venom metalloproteinase (M12B) family,Chordata,no,no
P83512,Venom metalloproteinase (M12B) family,Chordata,no,yes
P0DJE1,Venom metalloproteinase (M12B) family,Chordata,yes,no
P86976,Venom metalloproteinase (M12B) family,Chordata,no,no
P0C6S0,Venom metalloproteinase (M12B) family,Chordata,yes,no
Q7T1T4,Venom metalloproteinase (M12B) family,Chordata,yes,no
P0C6S1,Venom metalloproteinase (M12B) family,Chordata,yes,no
P85314,Venom metalloproteinase (M12B) family,Chordata,no,no
P0C7A9,Venom metalloproteinase (M12B) family,Chordata,yes,no
Q8QG89,Venom metalloproteinase (M12B) family,Chordata,no,yes
P0DJJ6,Venom metalloproteinase (M12B) family,Chordata,yes,no
P0DJ42,Venom metalloproteinase (M12B) family,Chordata,yes,no
P28891,Venom metalloproteinase (M12B) family,Chordata,no,no
P83255,Venom metalloproteinase (M12B) family,Chordata,no,no
P86802,Venom metalloproteinase (M12B) family,Chordata,no,no
Q9IAY3,Venom metalloproteinase (M12B) family,Chordata,yes,yes
P20897,Venom metalloproteinase (M12B) family,Chordata,no,no
Q9IAY1,Venom metalloproteinase (M12B) family,Chordata,yes,yes
P22796,Venom metalloproteinase (M12B) family,Chordata,no,no
Q9IAY0,Venom metalloproteinase (M12B) family,Chordata,yes,yes
Q9IAY4,Venom metalloproteinase (M12B) family,Chordata,yes,yes
Q9IAY2,Venom metalloproteinase (M12B) family,Chordata,yes,yes
P0CB14,Venom metalloproteinase (M12B) family,Chordata,no,yes
