identifier,Protein families,Fragment,Phylum,Habitat,Class,Order
P82227,Other,,Arthropoda,terrestrial,Arachnida,Araneae
P82226,Other,,Arthropoda,terrestrial,Arachnida,Araneae
P82228,Other,,Arthropoda,terrestrial,Arachnida,Araneae
S0F1P1,Other,,Arthropoda,terrestrial,Arachnida,Araneae
S0F1M9,Other,,Arthropoda,terrestrial,Arachnida,Araneae
P85079,Other,,Arthropoda,terrestrial,Arachnida,Araneae
A9XDG0,Other,,Arthropoda,terrestrial,Arachnida,Araneae
A9XDG1,Other,,Arthropoda,terrestrial,Arachnida,Araneae
A9XDG2,Other,,Arthropoda,terrestrial,Arachnida,Araneae
A9XDG5,Other,fragment,Arthropoda,terrestrial,Arachnida,Araneae
A9XDG4,Other,fragment,Arthropoda,terrestrial,Arachnida,Araneae
A9XDG3,Other,,Arthropoda,terrestrial,Arachnida,Araneae
P85031,,fragment,Arthropoda,terrestrial,Arachnida,Araneae
P86307,Other,,Arthropoda,terrestrial,Arachnida,Araneae
P86308,Other,,Arthropoda,terrestrial,Arachnida,Araneae
P86309,Other,,Arthropoda,terrestrial,Arachnida,Araneae
P86310,Other,,Arthropoda,terrestrial,Arachnida,Araneae
P86311,Other,,Arthropoda,terrestrial,Arachnida,Araneae
P86297,Other,,Arthropoda,terrestrial,Arachnida,Araneae
P86298,Other,,Arthropoda,terrestrial,Arachnida,Araneae
P85879,,,Arthropoda,terrestrial,Insecta,Hymenoptera
P86299,Other,,Arthropoda,terrestrial,Arachnida,Araneae
P85880,,,Arthropoda,terrestrial,Insecta,Hymenoptera
P86300,Other,,Arthropoda,terrestrial,Arachnida,Araneae
P86301,Other,,Arthropoda,terrestrial,Arachnida,Araneae
P86302,Other,,Arthropoda,terrestrial,Arachnida,Araneae
P86303,Other,,Arthropoda,terrestrial,Arachnida,Araneae
P86304,Other,,Arthropoda,terrestrial,Arachnida,Araneae
P86305,Other,,Arthropoda,terrestrial,Arachnida,Araneae
P86306,Other,,Arthropoda,terrestrial,Arachnida,Araneae
P0DN65,Other,,Mollusca,marine,Gastropoda,Neogastropoda
P69438,Other,fragment,Chordata,marine,Actinopteri,Batrachoidiformes
P0DN63,Other,,Mollusca,marine,Gastropoda,Neogastropoda
P0DN64,Other,,Mollusca,marine,Gastropoda,Neogastropoda
Q9BN11,Short scorpion toxin superfamily,,Arthropoda,terrestrial,Arachnida,Scorpiones
Q9BN12,Short scorpion toxin superfamily,,Arthropoda,terrestrial,Arachnida,Scorpiones
P83580,Other,,Arthropoda,terrestrial,Arachnida,Araneae
P0C2L5,Other,,Arthropoda,terrestrial,Arachnida,Araneae
P0DMQ0,Other,,Arthropoda,terrestrial,Arachnida,Araneae
P56207,Other,,Arthropoda,terrestrial,Arachnida,Araneae
S0F1M4,Other,,Arthropoda,terrestrial,Arachnida,Araneae
A5A3H1,Other,,Arthropoda,terrestrial,Arachnida,Araneae
P0C2L4,Other,,Arthropoda,terrestrial,Arachnida,Araneae
P0C2L6,Other,,Arthropoda,terrestrial,Arachnida,Araneae
P0DMQ1,Other,,Arthropoda,terrestrial,Arachnida,Araneae
P81595,Other,,Arthropoda,terrestrial,Arachnida,Araneae
S0F1N7,Other,,Arthropoda,terrestrial,Arachnida,Araneae
A5A3H2,Other,,Arthropoda,terrestrial,Arachnida,Araneae
P0C2L7,Other,,Arthropoda,terrestrial,Arachnida,Araneae
P0DMQ2,Other,,Arthropoda,terrestrial,Arachnida,Araneae
P81596,Other,,Arthropoda,terrestrial,Arachnida,Araneae
A5A3H3,Other,,Arthropoda,terrestrial,Arachnida,Araneae
S0F1N6,Other,,Arthropoda,terrestrial,Arachnida,Araneae
P0DMQ3,Other,,Arthropoda,terrestrial,Arachnida,Araneae
P81597,Other,,Arthropoda,terrestrial,Arachnida,Araneae
A5A3H4,Other,,Arthropoda,terrestrial,Arachnida,Araneae
S0F1N0,Other,,Arthropoda,terrestrial,Arachnida,Araneae
P81598,Other,,Arthropoda,terrestrial,Arachnida,Araneae
A5A3H5,Other,,Arthropoda,terrestrial,Arachnida,Araneae
S0F204,Other,,Arthropoda,terrestrial,Arachnida,Araneae
P81599,Other,,Arthropoda,terrestrial,Arachnida,Araneae
S0F215,Other,,Arthropoda,terrestrial,Arachnida,Araneae
P15969,Other,,Arthropoda,terrestrial,Arachnida,Araneae
P15970,Other,fragment,Arthropoda,terrestrial,Arachnida,Araneae
P15971,Other,fragment,Arthropoda,terrestrial,Arachnida,Araneae
P33034,Other,,Arthropoda,terrestrial,Arachnida,Araneae
P81744,Other,,Arthropoda,terrestrial,Arachnida,Araneae
P81745,Other,fragment,Arthropoda,terrestrial,Arachnida,Araneae
P81746,Other,fragment,Arthropoda,terrestrial,Arachnida,Araneae
P30288,Other,,Arthropoda,terrestrial,Arachnida,Araneae
P37045,Other,,Arthropoda,terrestrial,Arachnida,Araneae
S0F1M6,Other,,Arthropoda,terrestrial,Arachnida,Araneae
S0F207,Other,,Arthropoda,terrestrial,Arachnida,Araneae
S0F209,Other,,Arthropoda,terrestrial,Arachnida,Araneae
P83588,,,Arthropoda,terrestrial,Arachnida,Araneae
P83247,,,Arthropoda,terrestrial,Arachnida,Araneae
P83248,Other,,Arthropoda,terrestrial,Arachnida,Araneae
P83249,Other,,Arthropoda,terrestrial,Arachnida,Araneae
P83250,Other,,Arthropoda,terrestrial,Arachnida,Araneae
P83251,Other,,Arthropoda,terrestrial,Arachnida,Araneae
F8J4S0,,,Arthropoda,terrestrial,Arachnida,Araneae
P84093,Other,fragment,Arthropoda,terrestrial,Arachnida,Araneae
Q9BJV8,Other,,Arthropoda,terrestrial,Arachnida,Araneae
Q9BJV9,Other,,Arthropoda,terrestrial,Arachnida,Araneae
P82852,Other,,Arthropoda,terrestrial,Arachnida,Araneae
Q9BJV7,Other,,Arthropoda,terrestrial,Arachnida,Araneae
Q9BJW0,Other,,Arthropoda,terrestrial,Arachnida,Araneae
P0C8M0,,,Arthropoda,terrestrial,Arachnida,Araneae
P83288,,,Arthropoda,terrestrial,Arachnida,Araneae
P84756,,,Arthropoda,terrestrial,Arachnida,Araneae
A0A1L1QJU3,Other,,Arthropoda,terrestrial,Arachnida,Araneae
P0DP46,Other,,Arthropoda,terrestrial,Arachnida,Araneae
P0DP47,Other,,Arthropoda,terrestrial,Arachnida,Araneae
P0DP48,Other,,Arthropoda,terrestrial,Arachnida,Araneae
P84465,,,Arthropoda,terrestrial,Arachnida,Scorpiones
P84464,,,Arthropoda,terrestrial,Arachnida,Scorpiones
Q8MMG9,Other,,Arthropoda,terrestrial,Insecta,Hymenoptera
C0HJJ9,,fragment,Arthropoda,terrestrial,Arachnida,Scorpiones
P0DMD6,Other,,Arthropoda,terrestrial,Arachnida,Scorpiones
P81803,Other,,Arthropoda,terrestrial,Arachnida,Araneae
D5KXH4,,,Mollusca,marine,Gastropoda,Neogastropoda
P0DKN1,Other,,Mollusca,marine,Gastropoda,Neogastropoda
P0DKM9,Other,fragment,Mollusca,marine,Gastropoda,Neogastropoda
P0DKN5,,,Mollusca,marine,Gastropoda,Neogastropoda
P0DKN0,Other,,Mollusca,marine,Gastropoda,Neogastropoda
P0DKN8,,,Mollusca,marine,Gastropoda,Neogastropoda
P0CI13,Other,,Mollusca,marine,Gastropoda,Neogastropoda
P0DKP4,,,Mollusca,marine,Gastropoda,Neogastropoda
P0DKM2,,,Mollusca,marine,Gastropoda,Neogastropoda
P0DKM5,,,Mollusca,marine,Gastropoda,Neogastropoda
P0DKN9,,,Mollusca,marine,Gastropoda,Neogastropoda
P0DKM4,,,Mollusca,marine,Gastropoda,Neogastropoda
D5KXG9,,,Mollusca,marine,Gastropoda,Neogastropoda
P0DKN4,,,Mollusca,marine,Gastropoda,Neogastropoda
P0DKN7,,,Mollusca,marine,Gastropoda,Neogastropoda
P0DKP3,,,Mollusca,marine,Gastropoda,Neogastropoda
P0DKP1,,,Mollusca,marine,Gastropoda,Neogastropoda
P0DKP2,,,Mollusca,marine,Gastropoda,Neogastropoda
P0DKP0,,,Mollusca,marine,Gastropoda,Neogastropoda
P0DKN6,,,Mollusca,marine,Gastropoda,Neogastropoda
D5KXG5,,,Mollusca,marine,Gastropoda,Neogastropoda
P0DKM3,,,Mollusca,marine,Gastropoda,Neogastropoda
P0DKM6,,,Mollusca,marine,Gastropoda,Neogastropoda
D5KXH3,,,Mollusca,marine,Gastropoda,Neogastropoda
P0DKT5,Other,,Mollusca,marine,Gastropoda,Neogastropoda
D5KXG8,,,Mollusca,marine,Gastropoda,Neogastropoda
P0DKM8,Other,fragment,Mollusca,marine,Gastropoda,Neogastropoda
P0DKM7,Other,,Mollusca,marine,Gastropoda,Neogastropoda
P0DKT2,Other,,Mollusca,marine,Gastropoda,Neogastropoda
D5KXH6,,,Mollusca,marine,Gastropoda,Neogastropoda
P0DKT4,Other,,Mollusca,marine,Gastropoda,Neogastropoda
P0DKT1,Other,,Mollusca,marine,Gastropoda,Neogastropoda
P0DKT3,Other,,Mollusca,marine,Gastropoda,Neogastropoda
D5KXH2,,,Mollusca,marine,Gastropoda,Neogastropoda
D5KXG7,,,Mollusca,marine,Gastropoda,Neogastropoda
D5KXH0,,,Mollusca,marine,Gastropoda,Neogastropoda
P0DKN2,Other,,Mollusca,marine,Gastropoda,Neogastropoda
P0DKN3,Other,,Mollusca,marine,Gastropoda,Neogastropoda
D5KXH1,,,Mollusca,marine,Gastropoda,Neogastropoda
D5KXG6,,fragment,Mollusca,marine,Gastropoda,Neogastropoda
P0C1X3,Other,fragment,Mollusca,marine,Gastropoda,Neogastropoda
P0C1X4,Other,fragment,Mollusca,marine,Gastropoda,Neogastropoda
P0CF01,,,Arthropoda,terrestrial,Insecta,Hymenoptera
C0HJH7,,,Arthropoda,terrestrial,Insecta,Hymenoptera
P0CF02,,,Arthropoda,terrestrial,Insecta,Hymenoptera
B6DCJ0,Spider toxin CSTX superfamily,,Arthropoda,terrestrial,Arachnida,Araneae
B6DCJ1,Spider toxin CSTX superfamily,,Arthropoda,terrestrial,Arachnida,Araneae
B6DCJ3,Spider toxin CSTX superfamily,,Arthropoda,terrestrial,Arachnida,Araneae
B6DCJ4,Spider toxin CSTX superfamily,,Arthropoda,terrestrial,Arachnida,Araneae
B6DCJ5,Spider toxin CSTX superfamily,,Arthropoda,terrestrial,Arachnida,Araneae
B6DCJ6,Spider toxin CSTX superfamily,,Arthropoda,terrestrial,Arachnida,Araneae
B6DCJ7,Spider toxin CSTX superfamily,,Arthropoda,terrestrial,Arachnida,Araneae
B6DCJ9,Spider toxin CSTX superfamily,,Arthropoda,terrestrial,Arachnida,Araneae
B3FIU2,,,Arthropoda,terrestrial,Arachnida,Araneae
C5J894,,,Arthropoda,terrestrial,Arachnida,Scorpiones
B6DCK0,Spider toxin CSTX superfamily,,Arthropoda,terrestrial,Arachnida,Araneae
B6DCK1,Spider toxin CSTX superfamily,,Arthropoda,terrestrial,Arachnida,Araneae
B6DCK2,Spider toxin CSTX superfamily,,Arthropoda,terrestrial,Arachnida,Araneae
B6DCK3,Spider toxin CSTX superfamily,,Arthropoda,terrestrial,Arachnida,Araneae
B6DCK4,Spider toxin CSTX superfamily,,Arthropoda,terrestrial,Arachnida,Araneae
P84851,,fragment,Cnidaria,marine,Anthozoa,Actiniaria
B6DCK5,Spider toxin CSTX superfamily,,Arthropoda,terrestrial,Arachnida,Araneae
B6DCK6,Spider toxin CSTX superfamily,,Arthropoda,terrestrial,Arachnida,Araneae
B6DCK8,Spider toxin CSTX superfamily,,Arthropoda,terrestrial,Arachnida,Araneae
P0C292,Other,,Arthropoda,terrestrial,Arachnida,Scorpiones
B6DCK9,Spider toxin CSTX superfamily,,Arthropoda,terrestrial,Arachnida,Araneae
B6DCL0,Spider toxin CSTX superfamily,,Arthropoda,terrestrial,Arachnida,Araneae
C0HK26,Other,,Cnidaria,marine,Anthozoa,Actiniaria
B6DCL1,Spider toxin CSTX superfamily,,Arthropoda,terrestrial,Arachnida,Araneae
B6DCL2,Spider toxin CSTX superfamily,,Arthropoda,terrestrial,Arachnida,Araneae
B6DCL3,Spider toxin CSTX superfamily,,Arthropoda,terrestrial,Arachnida,Araneae
B6DCL4,Spider toxin CSTX superfamily,,Arthropoda,terrestrial,Arachnida,Araneae
B6DCL5,Spider toxin CSTX superfamily,,Arthropoda,terrestrial,Arachnida,Araneae
B6DCL6,Spider toxin CSTX superfamily,,Arthropoda,terrestrial,Arachnida,Araneae
B6DCL7,Spider toxin CSTX superfamily,,Arthropoda,terrestrial,Arachnida,Araneae
B6DCL8,Spider toxin CSTX superfamily,,Arthropoda,terrestrial,Arachnida,Araneae
P0C293,Other,,Arthropoda,terrestrial,Arachnida,Scorpiones
B6DCL9,Spider toxin CSTX superfamily,,Arthropoda,terrestrial,Arachnida,Araneae
B6DCM0,Spider toxin CSTX superfamily,,Arthropoda,terrestrial,Arachnida,Araneae
P0CI04,Other,,Arthropoda,terrestrial,Arachnida,Araneae
B6DCM1,Spider toxin CSTX superfamily,,Arthropoda,terrestrial,Arachnida,Araneae
B6DCM2,Spider toxin CSTX superfamily,,Arthropoda,terrestrial,Arachnida,Araneae
B6DCM3,Spider toxin CSTX superfamily,,Arthropoda,terrestrial,Arachnida,Araneae
B6DCM4,Spider toxin CSTX superfamily,,Arthropoda,terrestrial,Arachnida,Araneae
B6DCM5,Spider toxin CSTX superfamily,,Arthropoda,terrestrial,Arachnida,Araneae
B6DCM6,Spider toxin CSTX superfamily,,Arthropoda,terrestrial,Arachnida,Araneae
B6DCM7,Spider toxin CSTX superfamily,,Arthropoda,terrestrial,Arachnida,Araneae
B6DCM8,Spider toxin CSTX superfamily,,Arthropoda,terrestrial,Arachnida,Araneae
P0C294,Other,,Arthropoda,terrestrial,Arachnida,Scorpiones
P83919,Spider toxin CSTX superfamily,fragment,Arthropoda,terrestrial,Arachnida,Araneae
P60979,,,Arthropoda,terrestrial,Arachnida,Araneae
P83894,Other,,Arthropoda,terrestrial,Arachnida,Araneae
B6DCM9,Spider toxin CSTX superfamily,,Arthropoda,terrestrial,Arachnida,Araneae
B6DCN0,Spider toxin CSTX superfamily,,Arthropoda,terrestrial,Arachnida,Araneae
B6DCN1,Spider toxin CSTX superfamily,,Arthropoda,terrestrial,Arachnida,Araneae
B6DCN2,Spider toxin CSTX superfamily,,Arthropoda,terrestrial,Arachnida,Araneae
B6DCN3,Spider toxin CSTX superfamily,,Arthropoda,terrestrial,Arachnida,Araneae
B6DCN4,Spider toxin CSTX superfamily,,Arthropoda,terrestrial,Arachnida,Araneae
B6DCN5,Spider toxin CSTX superfamily,,Arthropoda,terrestrial,Arachnida,Araneae
B6DCN6,Spider toxin CSTX superfamily,,Arthropoda,terrestrial,Arachnida,Araneae
B6DCN7,Spider toxin CSTX superfamily,,Arthropoda,terrestrial,Arachnida,Araneae
B6DCN8,Spider toxin CSTX superfamily,,Arthropoda,terrestrial,Arachnida,Araneae
P86468,,fragment,Cnidaria,marine,Anthozoa,Actiniaria
B6DCN9,Spider toxin CSTX superfamily,,Arthropoda,terrestrial,Arachnida,Araneae
B6DCP0,Spider toxin CSTX superfamily,,Arthropoda,terrestrial,Arachnida,Araneae
B6DCP1,Spider toxin CSTX superfamily,,Arthropoda,terrestrial,Arachnida,Araneae
B6DCP2,Spider toxin CSTX superfamily,,Arthropoda,terrestrial,Arachnida,Araneae
B6DCP3,Spider toxin CSTX superfamily,,Arthropoda,terrestrial,Arachnida,Araneae
B6DCP4,Spider toxin CSTX superfamily,,Arthropoda,terrestrial,Arachnida,Araneae
P86469,,fragment,Cnidaria,marine,Anthozoa,Actiniaria
B6DCP5,Spider toxin CSTX superfamily,,Arthropoda,terrestrial,Arachnida,Araneae
P0DL72,Huwentoxin-1 family,,Arthropoda,terrestrial,Arachnida,Araneae
P0DJA9,Huwentoxin-1 family,,Arthropoda,terrestrial,Arachnida,Araneae
P0DL73,Huwentoxin-1 family,,Arthropoda,terrestrial,Arachnida,Araneae
B3FIQ7,Other,,Arthropoda,terrestrial,Arachnida,Araneae
P83997,,,Arthropoda,terrestrial,Arachnida,Araneae
P83893,,,Arthropoda,terrestrial,Arachnida,Araneae
P84016,Other,,Arthropoda,terrestrial,Arachnida,Araneae
B3FIN4,Other,,Arthropoda,terrestrial,Arachnida,Araneae
P83903,Other,fragment,Arthropoda,terrestrial,Arachnida,Araneae
P83895,Other,,Arthropoda,terrestrial,Arachnida,Araneae
P0DL81,Other,,Arthropoda,terrestrial,Arachnida,Araneae
C0HKG7,Spider toxin CSTX superfamily,,Arthropoda,terrestrial,Arachnida,Araneae
P60992,Huwentoxin-1 family,,Arthropoda,terrestrial,Arachnida,Araneae
C0HL38,,,Arthropoda,terrestrial,Arachnida,Araneae
P84062,Other,,Arthropoda,terrestrial,Arachnida,Araneae
C0HKG8,Spider toxin CSTX superfamily,,Arthropoda,terrestrial,Arachnida,Araneae
P0DOC5,Huwentoxin-1 family,,Arthropoda,terrestrial,Arachnida,Araneae
P84063,Other,fragment,Arthropoda,terrestrial,Arachnida,Araneae
C0HKG9,Spider toxin CSTX superfamily,,Arthropoda,terrestrial,Arachnida,Araneae
P61509,Other,,Arthropoda,terrestrial,Arachnida,Araneae
P61510,Other,,Arthropoda,terrestrial,Arachnida,Araneae
P83108,,,Arthropoda,terrestrial,Arachnida,Scorpiones
P84507,Huwentoxin-1 family,,Arthropoda,terrestrial,Arachnida,Araneae
P85117,Other,,Arthropoda,terrestrial,Arachnida,Araneae
Q6B4T5,Other,,Arthropoda,terrestrial,Arachnida,Araneae
P0C244,Huwentoxin-1 family,,Arthropoda,terrestrial,Arachnida,Araneae
A0A1S4NYE8,Huwentoxin-1 family,,Arthropoda,terrestrial,Arachnida,Araneae
K7N5K9,,,Arthropoda,terrestrial,Arachnida,Araneae
P60991,Huwentoxin-1 family,,Arthropoda,terrestrial,Arachnida,Araneae
P56855,Huwentoxin-1 family,,Arthropoda,terrestrial,Arachnida,Araneae
P83745,Huwentoxin-1 family,,Arthropoda,terrestrial,Arachnida,Araneae
P0C2A0,Long (4 C-C) scorpion toxin superfamily,fragment,Arthropoda,terrestrial,Arachnida,Scorpiones
P83905,Other,,Arthropoda,terrestrial,Arachnida,Araneae
P84031,Other,,Arthropoda,terrestrial,Arachnida,Araneae
O76198,Other,,Arthropoda,terrestrial,Arachnida,Araneae
P0C295,Other,,Arthropoda,terrestrial,Arachnida,Scorpiones
P83915,Other,,Arthropoda,terrestrial,Arachnida,Araneae
P29423,Other,,Arthropoda,terrestrial,Arachnida,Araneae
P0C296,Other,,Arthropoda,terrestrial,Arachnida,Scorpiones
P0DJ96,,,Chordata,terrestrial,Lepidosauria,Squamata
P84013,,fragment,Arthropoda,terrestrial,Arachnida,Araneae
P83998,Other,,Arthropoda,terrestrial,Arachnida,Araneae
P83909,Other,,Arthropoda,terrestrial,Arachnida,Araneae
P0C297,Other,,Arthropoda,terrestrial,Arachnida,Scorpiones
P83902,Other,,Arthropoda,terrestrial,Arachnida,Araneae
P84014,Other,,Arthropoda,terrestrial,Arachnida,Araneae
P84017,Other,,Arthropoda,terrestrial,Arachnida,Araneae
O76199,Other,,Arthropoda,terrestrial,Arachnida,Araneae
P86418,Huwentoxin-1 family,,Arthropoda,terrestrial,Arachnida,Araneae
P29425,Other,,Arthropoda,terrestrial,Arachnida,Araneae
P83996,Huwentoxin-1 family,,Arthropoda,terrestrial,Arachnida,Araneae
P83892,Huwentoxin-1 family,,Arthropoda,terrestrial,Arachnida,Araneae
P83896,Other,fragment,Arthropoda,terrestrial,Arachnida,Araneae
P29426,Huwentoxin-1 family,,Arthropoda,terrestrial,Arachnida,Araneae
A0A059T2H4,Spider toxin CSTX superfamily,,Arthropoda,terrestrial,Arachnida,Araneae
B6DD29,Other,,Arthropoda,terrestrial,Arachnida,Araneae
B6DD30,Other,,Arthropoda,terrestrial,Arachnida,Araneae
B6DD31,Other,,Arthropoda,terrestrial,Arachnida,Araneae
B6DD32,Other,,Arthropoda,terrestrial,Arachnida,Araneae
B6DD33,Other,,Arthropoda,terrestrial,Arachnida,Araneae
P84508,Huwentoxin-1 family,,Arthropoda,terrestrial,Arachnida,Araneae
P60993,Huwentoxin-1 family,,Arthropoda,terrestrial,Arachnida,Araneae
Q6B4T4,Other,,Arthropoda,terrestrial,Arachnida,Araneae
P0C245,Huwentoxin-1 family,,Arthropoda,terrestrial,Arachnida,Araneae
P0DM66,Huwentoxin-1 family,,Arthropoda,terrestrial,Arachnida,Araneae
P83746,Huwentoxin-1 family,,Arthropoda,terrestrial,Arachnida,Araneae
B6DCP6,Spider toxin CSTX superfamily,,Arthropoda,terrestrial,Arachnida,Araneae
B6DCP7,Spider toxin CSTX superfamily,,Arthropoda,terrestrial,Arachnida,Araneae
B6DCS0,Spider toxin CSTX superfamily,,Arthropoda,terrestrial,Arachnida,Araneae
B6DCQ0,Spider toxin CSTX superfamily,,Arthropoda,terrestrial,Arachnida,Araneae
B6DCQ1,Spider toxin CSTX superfamily,,Arthropoda,terrestrial,Arachnida,Araneae
B6DCQ2,Spider toxin CSTX superfamily,,Arthropoda,terrestrial,Arachnida,Araneae
B6DCQ3,Spider toxin CSTX superfamily,,Arthropoda,terrestrial,Arachnida,Araneae
B6DCQ4,Spider toxin CSTX superfamily,,Arthropoda,terrestrial,Arachnida,Araneae
E7BLC7,Long (4 C-C) scorpion toxin superfamily,,Arthropoda,terrestrial,Arachnida,Scorpiones
P83999,Other,fragment,Arthropoda,terrestrial,Arachnida,Araneae
B6DCQ5,Spider toxin CSTX superfamily,,Arthropoda,terrestrial,Arachnida,Araneae
B6DCQ6,Spider toxin CSTX superfamily,,Arthropoda,terrestrial,Arachnida,Araneae
B6DCQ7,Spider toxin CSTX superfamily,,Arthropoda,terrestrial,Arachnida,Araneae
B6DCQ8,Spider toxin CSTX superfamily,,Arthropoda,terrestrial,Arachnida,Araneae
B6DCQ9,Spider toxin CSTX superfamily,,Arthropoda,terrestrial,Arachnida,Araneae
B6DCR0,Spider toxin CSTX superfamily,,Arthropoda,terrestrial,Arachnida,Araneae
B6DCR1,Spider toxin CSTX superfamily,,Arthropoda,terrestrial,Arachnida,Araneae
B6DCR2,Spider toxin CSTX superfamily,,Arthropoda,terrestrial,Arachnida,Araneae
B6DCR3,Spider toxin CSTX superfamily,,Arthropoda,terrestrial,Arachnida,Araneae
B6DCR4,Spider toxin CSTX superfamily,,Arthropoda,terrestrial,Arachnida,Araneae
P0C298,Other,,Arthropoda,terrestrial,Arachnida,Scorpiones
Q7YT83,Other,,Mollusca,marine,Gastropoda,Neogastropoda
O76200,Other,,Arthropoda,terrestrial,Arachnida,Araneae
B6DCR5,Spider toxin CSTX superfamily,,Arthropoda,terrestrial,Arachnida,Araneae
B6DCR6,Spider toxin CSTX superfamily,,Arthropoda,terrestrial,Arachnida,Araneae
B6DCR7,Spider toxin CSTX superfamily,,Arthropoda,terrestrial,Arachnida,Araneae
B6DCR8,Spider toxin CSTX superfamily,,Arthropoda,terrestrial,Arachnida,Araneae
B6DCR9,Spider toxin CSTX superfamily,,Arthropoda,terrestrial,Arachnida,Araneae
P58605,,,Arthropoda,terrestrial,Arachnida,Araneae
B6DCS1,Spider toxin CSTX superfamily,,Arthropoda,terrestrial,Arachnida,Araneae
B6DCS2,Spider toxin CSTX superfamily,,Arthropoda,terrestrial,Arachnida,Araneae
B6DCS3,Spider toxin CSTX superfamily,,Arthropoda,terrestrial,Arachnida,Araneae
B6DCS4,Spider toxin CSTX superfamily,,Arthropoda,terrestrial,Arachnida,Araneae
P0C299,Other,,Arthropoda,terrestrial,Arachnida,Scorpiones
P0DMD8,Other,,Arthropoda,terrestrial,Arachnida,Araneae
P83910,Huwentoxin-1 family,,Arthropoda,terrestrial,Arachnida,Araneae
O76201,Other,,Arthropoda,terrestrial,Arachnida,Araneae
P83904,Other,,Arthropoda,terrestrial,Arachnida,Araneae
B6DCS5,Spider toxin CSTX superfamily,,Arthropoda,terrestrial,Arachnida,Araneae
B6DCS6,Spider toxin CSTX superfamily,,Arthropoda,terrestrial,Arachnida,Araneae
B6DCS7,Spider toxin CSTX superfamily,,Arthropoda,terrestrial,Arachnida,Araneae
B6DCS8,Spider toxin CSTX superfamily,,Arthropoda,terrestrial,Arachnida,Araneae
B6DCS9,Spider toxin CSTX superfamily,,Arthropoda,terrestrial,Arachnida,Araneae
B6DCT0,Spider toxin CSTX superfamily,,Arthropoda,terrestrial,Arachnida,Araneae
B6DCT1,Spider toxin CSTX superfamily,,Arthropoda,terrestrial,Arachnida,Araneae
B6DCT2,Spider toxin CSTX superfamily,,Arthropoda,terrestrial,Arachnida,Araneae
P0C2S6,Other,,Arthropoda,terrestrial,Arachnida,Araneae
P81789,Other,fragment,Arthropoda,terrestrial,Arachnida,Araneae
P81790,Other,,Arthropoda,terrestrial,Arachnida,Araneae
P83901,Other,,Arthropoda,terrestrial,Arachnida,Araneae
P0C2S9,,fragment,Arthropoda,terrestrial,Arachnida,Araneae
P81791,Other,,Arthropoda,terrestrial,Arachnida,Araneae
P0C2S7,Other,,Arthropoda,terrestrial,Arachnida,Araneae
P0C2S8,Other,,Arthropoda,terrestrial,Arachnida,Araneae
P84012,Other,,Arthropoda,terrestrial,Arachnida,Araneae
P81792,Other,,Arthropoda,terrestrial,Arachnida,Araneae
P0CF03,,,Arthropoda,terrestrial,Insecta,Hymenoptera
P83911,Other,,Arthropoda,terrestrial,Arachnida,Araneae
P0CF04,,,Arthropoda,terrestrial,Insecta,Hymenoptera
W5U5X5,Spider toxin CSTX superfamily,,Arthropoda,terrestrial,Arachnida,Araneae
C0HKD0,Other,,Arthropoda,terrestrial,Arachnida,Araneae
P81793,Other,,Arthropoda,terrestrial,Arachnida,Araneae
P0DL48,Other,,Arthropoda,terrestrial,Arachnida,Araneae
P84509,Huwentoxin-1 family,,Arthropoda,terrestrial,Arachnida,Araneae
Q6B4T3,Other,,Arthropoda,terrestrial,Arachnida,Araneae
P86117,,fragment,Arthropoda,terrestrial,Arachnida,Scorpiones
P84510,Huwentoxin-1 family,,Arthropoda,terrestrial,Arachnida,Araneae
P31010,Other,fragment,Arthropoda,terrestrial,Arachnida,Araneae
P0C246,Huwentoxin-1 family,,Arthropoda,terrestrial,Arachnida,Araneae
P0DM67,Huwentoxin-1 family,,Arthropoda,terrestrial,Arachnida,Araneae
P83747,Huwentoxin-1 family,,Arthropoda,terrestrial,Arachnida,Araneae
B6DCT3,Spider toxin CSTX superfamily,,Arthropoda,terrestrial,Arachnida,Araneae
B6DCT4,Spider toxin CSTX superfamily,,Arthropoda,terrestrial,Arachnida,Araneae
B6DCT5,Spider toxin CSTX superfamily,,Arthropoda,terrestrial,Arachnida,Araneae
B6DCT6,Spider toxin CSTX superfamily,,Arthropoda,terrestrial,Arachnida,Araneae
B6DCT7,Spider toxin CSTX superfamily,,Arthropoda,terrestrial,Arachnida,Araneae
B6DCT8,Spider toxin CSTX superfamily,,Arthropoda,terrestrial,Arachnida,Araneae
P84034,Other,,Arthropoda,terrestrial,Arachnida,Araneae
P59367,Other,,Arthropoda,terrestrial,Arachnida,Araneae
P59368,Other,,Arthropoda,terrestrial,Arachnida,Araneae
P56854,Huwentoxin-1 family,,Arthropoda,terrestrial,Arachnida,Araneae
C0HKG4,Spider toxin CSTX superfamily,fragment,Arthropoda,terrestrial,Arachnida,Araneae
P61229,Other,,Arthropoda,terrestrial,Arachnida,Araneae
Q27Q53,Other,fragment,Arthropoda,terrestrial,Arachnida,Araneae
P0DM68,Huwentoxin-1 family,,Arthropoda,terrestrial,Arachnida,Araneae
B6DCV0,Spider toxin CSTX superfamily,,Arthropoda,terrestrial,Arachnida,Araneae
P61789,Huwentoxin-1 family,,Arthropoda,terrestrial,Arachnida,Araneae
