identifier,Protein families,Phylum,has_signal_peptide
P86826,Non-disulfide-bridged peptide (NDBP) superfamily,Arthropoda,no
P0DMF8,Non-disulfide-bridged peptide (NDBP) superfamily,Arthropoda,yes
P0DMF3,Non-disulfide-bridged peptide (NDBP) superfamily,Arthropoda,yes
P0DME7,Non-disulfide-bridged peptide (NDBP) superfamily,Arthropoda,yes
P0CI89,Non-disulfide-bridged peptide (NDBP) superfamily,Arthropoda,yes
Q9GQW4,Non-disulfide-bridged peptide (NDBP) superfamily,Arthropoda,yes
Q5G8B3,Non-disulfide-bridged peptide (NDBP) superfamily,Arthropoda,yes
P86827,Non-disulfide-bridged peptide (NDBP) superfamily,Arthropoda,no
P0DMF5,Non-disulfide-bridged peptide (NDBP) superfamily,Arthropoda,yes
P0DMF4,Non-disulfide-bridged peptide (NDBP) superfamily,Arthropoda,yes
P0DME8,Non-disulfide-bridged peptide (NDBP) superfamily,Arthropoda,yes
P86828,Non-disulfide-bridged peptide (NDBP) superfamily,Arthropoda,no
P0DMF6,Non-disulfide-bridged peptide (NDBP) superfamily,Arthropoda,yes
P0DME5,Non-disulfide-bridged peptide (NDBP) superfamily,Arthropoda,no
P0DME9,Non-disulfide-bridged peptide (NDBP) superfamily,Arthropoda,yes
P0DMF7,Non-disulfide-bridged peptide (NDBP) superfamily,Arthropoda,yes
P0DMF0,Non-disulfide-bridged peptide (NDBP) superfamily,Arthropoda,no
B8XH50,Non-disulfide-bridged peptide (NDBP) superfamily,Arthropoda,yes
P0DX64,Non-disulfide-bridged peptide (NDBP) superfamily,Arthropoda,yes
A0A0C4G4L1,Non-disulfide-bridged peptide (NDBP) superfamily,Arthropoda,yes
H2CYR5,Non-disulfide-bridged peptide (NDBP) superfamily,Arthropoda,yes
L0GCJ6,Non-disulfide-bridged peptide (NDBP) superfamily,Arthropoda,yes
P0CH58,Non-disulfide-bridged peptide (NDBP) superfamily,Arthropoda,yes
P0CI94,Non-disulfide-bridged peptide (NDBP) superfamily,Arthropoda,yes
P0CI95,Non-disulfide-bridged peptide (NDBP) superfamily,Arthropoda,yes
P84189,Non-disulfide-bridged peptide (NDBP) superfamily,Arthropoda,yes
P84190,Non-disulfide-bridged peptide (NDBP) superfamily,Arthropoda,no
P0DY04,Non-disulfide-bridged peptide (NDBP) superfamily,Arthropoda,yes
P0CJ15,Non-disulfide-bridged peptide (NDBP) superfamily,Arthropoda,yes
P0CJ02,Non-disulfide-bridged peptide (NDBP) superfamily,Arthropoda,yes
D9U2B5,Non-disulfide-bridged peptide (NDBP) superfamily,Arthropoda,yes
A0A059U8Y9,Non-disulfide-bridged peptide (NDBP) superfamily,Arthropoda,yes
F6K5S6,Non-disulfide-bridged peptide (NDBP) superfamily,Arthropoda,yes
D9U2B6,Non-disulfide-bridged peptide (NDBP) superfamily,Arthropoda,yes
P0CI97,Non-disulfide-bridged peptide (NDBP) superfamily,Arthropoda,yes
P0DXZ9,Non-disulfide-bridged peptide (NDBP) superfamily,Arthropoda,yes
P0DY00,Non-disulfide-bridged peptide (NDBP) superfamily,Arthropoda,yes
P0DY02,Non-disulfide-bridged peptide (NDBP) superfamily,Arthropoda,yes
P0DXZ8,Non-disulfide-bridged peptide (NDBP) superfamily,Arthropoda,yes
P0DY03,Non-disulfide-bridged peptide (NDBP) superfamily,Arthropoda,yes
P0DY01,Non-disulfide-bridged peptide (NDBP) superfamily,Arthropoda,yes
C0HJT2,Non-disulfide-bridged peptide (NDBP) superfamily,Arthropoda,no
D9U2B7,Non-disulfide-bridged peptide (NDBP) superfamily,Arthropoda,yes
P0CI96,Non-disulfide-bridged peptide (NDBP) superfamily,Arthropoda,yes
P0CJ04,Non-disulfide-bridged peptide (NDBP) superfamily,Arthropoda,yes
P0CI93,Non-disulfide-bridged peptide (NDBP) superfamily,Arthropoda,yes
P0DRH3,Non-disulfide-bridged peptide (NDBP) superfamily,Arthropoda,yes
P0DRH4,Non-disulfide-bridged peptide (NDBP) superfamily,Arthropoda,yes
P0DRH5,Non-disulfide-bridged peptide (NDBP) superfamily,Arthropoda,yes
P0DRH6,Non-disulfide-bridged peptide (NDBP) superfamily,Arthropoda,yes
P0CJ19,Non-disulfide-bridged peptide (NDBP) superfamily,Arthropoda,yes
P0CJ06,Non-disulfide-bridged peptide (NDBP) superfamily,Arthropoda,yes
P0CI91,Non-disulfide-bridged peptide (NDBP) superfamily,Arthropoda,yes
P0CI92,Non-disulfide-bridged peptide (NDBP) superfamily,Arthropoda,yes
E4VP50,Non-disulfide-bridged peptide (NDBP) superfamily,Arthropoda,yes
P0CJ16,Non-disulfide-bridged peptide (NDBP) superfamily,Arthropoda,yes
Q9Y0X5,Non-disulfide-bridged peptide (NDBP) superfamily,Arthropoda,yes
C9X4J1,Non-disulfide-bridged peptide (NDBP) superfamily,Arthropoda,yes
P0DL22,Non-disulfide-bridged peptide (NDBP) superfamily,Arthropoda,no
P0C8W6,Non-disulfide-bridged peptide (NDBP) superfamily,Arthropoda,no
P59866,Non-disulfide-bridged peptide (NDBP) superfamily,Arthropoda,no
P0DQU4,Non-disulfide-bridged peptide (NDBP) superfamily,Arthropoda,no
A0A3F2YLP5,Neurotoxin 10 (Hwtx-1) family,Arthropoda,no
P0DQJ6,Neurotoxin 10 (Hwtx-1) family,Arthropoda,no
P0DW96,Neurotoxin 10 (Hwtx-1) family,Arthropoda,no
P0CH55,Neurotoxin 10 (Hwtx-1) family,Arthropoda,no
P82601,Neurotoxin 10 (Hwtx-1) family,Arthropoda,no
Q75WH5,Neurotoxin 10 (Hwtx-1) family,Arthropoda,yes
P0DP95,Neurotoxin 10 (Hwtx-1) family,Arthropoda,no
P0C201,Neurotoxin 10 (Hwtx-1) family,Arthropoda,yes
A0A1S4NYE8,Neurotoxin 10 (Hwtx-1) family,Arthropoda,no
P0DP98,Neurotoxin 10 (Hwtx-1) family,Arthropoda,no
P0DTX7,Conotoxin O1 superfamily,Mollusca,yes
Q9BP86,Conotoxin O1 superfamily,Mollusca,yes
Q9BPA3,Conotoxin O1 superfamily,Mollusca,yes
Q9BP85,Conotoxin O1 superfamily,Mollusca,yes
Q9BPA2,Conotoxin O1 superfamily,Mollusca,yes
Q9BP84,Conotoxin O1 superfamily,Mollusca,yes
Q9U662,Conotoxin O1 superfamily,Mollusca,yes
Q9BPA1,Conotoxin O1 superfamily,Mollusca,yes
Q9BP83,Conotoxin O1 superfamily,Mollusca,yes
Q9U660,Conotoxin O1 superfamily,Mollusca,yes
Q9U656,Conotoxin O1 superfamily,Mollusca,yes
Q9BPA0,Conotoxin O1 superfamily,Mollusca,yes
Q9BP82,Conotoxin O1 superfamily,Mollusca,yes
Q9U657,Conotoxin O1 superfamily,Mollusca,yes
Q9BP81,Conotoxin O1 superfamily,Mollusca,yes
Q9BP96,Conotoxin O1 superfamily,Mollusca,yes
Q9BP80,Conotoxin O1 superfamily,Mollusca,yes
Q9BP95,Conotoxin O1 superfamily,Mollusca,yes
Q9BP79,Conotoxin O1 superfamily,Mollusca,yes
Q9BP94,Conotoxin O1 superfamily,Mollusca,yes
Q9BP78,Conotoxin O1 superfamily,Mollusca,yes
P0DTY0,Conotoxin O1 superfamily,Mollusca,yes
Q9BP93,Conotoxin O1 superfamily,Mollusca,yes
Q9BP77,Conotoxin O1 superfamily,Mollusca,yes
D2Y495,Conotoxin O1 superfamily,Mollusca,yes
Q9XYZ0,Conotoxin O1 superfamily,Mollusca,yes
D2Y496,Conotoxin O1 superfamily,Mollusca,yes
P0C8V5,Conotoxin O1 superfamily,Mollusca,yes
P0CB09,Conotoxin O1 superfamily,Mollusca,yes
Q5K0C4,Conotoxin O1 superfamily,Mollusca,yes
Q5K0B8,Conotoxin O1 superfamily,Mollusca,yes
P0DW73,Conotoxin O1 superfamily,Mollusca,yes
P0C902,Conotoxin O1 superfamily,Mollusca,yes
Q2I2R4,Conotoxin O1 superfamily,Mollusca,yes
P0DJC6,Conotoxin O1 superfamily,Mollusca,yes
Q9XZL4,Conotoxin O1 superfamily,Mollusca,yes
Q9U651,Conotoxin O1 superfamily,Mollusca,yes
Q5K0C7,Conotoxin O1 superfamily,Mollusca,yes
Q5K0D1,Conotoxin O1 superfamily,Mollusca,yes
P0DTY2,Conotoxin O1 superfamily,Mollusca,yes
P0DTY4,Conotoxin O1 superfamily,Mollusca,yes
P0DTY5,Conotoxin O1 superfamily,Mollusca,yes
P0DTY9,Conotoxin O1 superfamily,Mollusca,yes
P0DTZ0,Conotoxin O1 superfamily,Mollusca,yes
P0DTZ1,Conotoxin O1 superfamily,Mollusca,yes
Q9XYZ1,Conotoxin O1 superfamily,Mollusca,yes
A0A2L2P6T9,Conotoxin O1 superfamily,Mollusca,yes
Q9BH84,Conotoxin O1 superfamily,Mollusca,yes
P0C8V6,Conotoxin O1 superfamily,Mollusca,yes
P0CB10,Conotoxin O1 superfamily,Mollusca,yes
P0CY61,Conotoxin O1 superfamily,Mollusca,yes
D6C4K9,Conotoxin O1 superfamily,Mollusca,yes
Q5K0B9,Conotoxin O1 superfamily,Mollusca,yes
Q3YEG6,Conotoxin O1 superfamily,Mollusca,yes
Q2I2R3,Conotoxin O1 superfamily,Mollusca,yes
Q3YEE3,Conotoxin O1 superfamily,Mollusca,yes
P0DJC7,Conotoxin O1 superfamily,Mollusca,yes
Q5K0D8,Conotoxin O1 superfamily,Mollusca,yes
P0DW77,Conotoxin O1 superfamily,Mollusca,yes
Q9U650,Conotoxin O1 superfamily,Mollusca,yes
P0DW74,Conotoxin O1 superfamily,Mollusca,yes
Q5K0C9,Conotoxin O1 superfamily,Mollusca,yes
P0DTZ3,Conotoxin O1 superfamily,Mollusca,yes
Q9U644,Conotoxin O1 superfamily,Mollusca,yes
P0DTZ4,Conotoxin O1 superfamily,Mollusca,yes
Q3YED5,Conotoxin O1 superfamily,Mollusca,yes
P0DTZ5,Conotoxin O1 superfamily,Mollusca,yes
P0DTZ6,Conotoxin O1 superfamily,Mollusca,yes
Q3YEF1,Conotoxin O1 superfamily,Mollusca,yes
P0DTZ7,Conotoxin O1 superfamily,Mollusca,yes
P0DUA0,Conotoxin O1 superfamily,Mollusca,yes
A0A3G3C7S6,Conotoxin O1 superfamily,Mollusca,yes
Q9BP99,Conotoxin O1 superfamily,Mollusca,yes
P0C8V7,Conotoxin O1 superfamily,Mollusca,yes
P0CB11,Conotoxin O1 superfamily,Mollusca,yes
P0CY62,Conotoxin O1 superfamily,Mollusca,yes
Q5K0C0,Conotoxin O1 superfamily,Mollusca,yes
P0C904,Conotoxin O1 superfamily,Mollusca,yes
Q2I2R2,Conotoxin O1 superfamily,Mollusca,yes
Q3YED1,Conotoxin O1 superfamily,Mollusca,yes
Q5K0D7,Conotoxin O1 superfamily,Mollusca,yes
P0DW78,Conotoxin O1 superfamily,Mollusca,yes
Q9XZL0,Conotoxin O1 superfamily,Mollusca,yes
P69760,Conotoxin O1 superfamily,Mollusca,yes
Q5K0C5,Conotoxin O1 superfamily,Mollusca,yes
Q3YEG4,Conotoxin O1 superfamily,Mollusca,yes
Q3YEG3,Conotoxin O1 superfamily,Mollusca,yes
Q9BP97,Conotoxin O1 superfamily,Mollusca,yes
Q9BP98,Conotoxin O1 superfamily,Mollusca,yes
Q9BP92,Conotoxin O1 superfamily,Mollusca,yes
P0C8V8,Conotoxin O1 superfamily,Mollusca,yes
M9PQ91,Conotoxin O1 superfamily,Mollusca,yes
P0CY63,Conotoxin O1 superfamily,Mollusca,yes
D5KR58,Conotoxin O1 superfamily,Mollusca,yes
P0C905,Conotoxin O1 superfamily,Mollusca,yes
Q2I2R1,Conotoxin O1 superfamily,Mollusca,yes
Q3YEE1,Conotoxin O1 superfamily,Mollusca,yes
Q9XZK3,Conotoxin O1 superfamily,Mollusca,yes
Q9XZL1,Conotoxin O1 superfamily,Mollusca,yes
P69761,Conotoxin O1 superfamily,Mollusca,yes
P0DW75,Conotoxin O1 superfamily,Mollusca,yes
A0A3G3C7U7,Conotoxin O1 superfamily,Mollusca,yes
Q9BP91,Conotoxin O1 superfamily,Mollusca,yes
P0C8V9,Conotoxin O1 superfamily,Mollusca,yes
Q3YEG7,Conotoxin O1 superfamily,Mollusca,yes
P0CY64,Conotoxin O1 superfamily,Mollusca,yes
D6C4L2,Conotoxin O1 superfamily,Mollusca,yes
Q5K0C1,Conotoxin O1 superfamily,Mollusca,yes
Q3YEE6,Conotoxin O1 superfamily,Mollusca,yes
Q2I2R0,Conotoxin O1 superfamily,Mollusca,yes
Q3YEE5,Conotoxin O1 superfamily,Mollusca,yes
Q9XZK4,Conotoxin O1 superfamily,Mollusca,yes
Q9XZL2,Conotoxin O1 superfamily,Mollusca,yes
Q3YEF3,Conotoxin O1 superfamily,Mollusca,yes
D6C4L3,Conotoxin O1 superfamily,Mollusca,yes
D6C4L4,Conotoxin O1 superfamily,Mollusca,yes
P60179,Conotoxin O1 superfamily,Mollusca,no
Q9BP90,Conotoxin O1 superfamily,Mollusca,yes
P0CY65,Conotoxin O1 superfamily,Mollusca,yes
Q5K0C2,Conotoxin O1 superfamily,Mollusca,yes
P0C831,Conotoxin O1 superfamily,Mollusca,yes
P69763,Conotoxin O1 superfamily,Mollusca,yes
Q9BP89,Conotoxin O1 superfamily,Mollusca,yes
D6C4L5,Conotoxin O1 superfamily,Mollusca,yes
Q3YED6,Conotoxin O1 superfamily,Mollusca,yes
Q9BP88,Conotoxin O1 superfamily,Mollusca,yes
D6C4L6,Conotoxin O1 superfamily,Mollusca,yes
B2KJ30,Conotoxin O1 superfamily,Mollusca,yes
Q9BPA5,Conotoxin O1 superfamily,Mollusca,yes
Q5K0C8,Conotoxin O1 superfamily,Mollusca,yes
Q9BP87,Conotoxin O1 superfamily,Mollusca,yes
D6C4L7,Conotoxin O1 superfamily,Mollusca,yes
Q3YEE4,Conotoxin O1 superfamily,Mollusca,yes
Q9BPA4,Conotoxin O1 superfamily,Mollusca,yes
P0DW76,Conotoxin O1 superfamily,Mollusca,yes
Q9XZL5,Conotoxin O1 superfamily,Mollusca,yes
P69748,Conotoxin O1 superfamily,Mollusca,yes
P69749,Conotoxin O1 superfamily,Mollusca,yes
D6C4K0,Conotoxin O1 superfamily,Mollusca,yes
P69750,Conotoxin O1 superfamily,Mollusca,yes
P58917,Conotoxin O1 superfamily,Mollusca,yes
P01522,Conotoxin O1 superfamily,Mollusca,yes
Q9TWM7,Conotoxin O1 superfamily,Mollusca,yes
P69753,Conotoxin O1 superfamily,Mollusca,yes
A0A384E129,Conotoxin O1 superfamily,Mollusca,yes
P56708,Conotoxin O1 superfamily,Mollusca,yes
P56710,Conotoxin O1 superfamily,Mollusca,no
P56712,Conotoxin O1 superfamily,Mollusca,yes
P58913,Conotoxin O1 superfamily,Mollusca,yes
P58914,Conotoxin O1 superfamily,Mollusca,no
P0DL67,Conotoxin O1 superfamily,Mollusca,no
P69757,Conotoxin O1 superfamily,Mollusca,yes
P28880,Conotoxin O1 superfamily,Mollusca,yes
P18511,Conotoxin O1 superfamily,Mollusca,yes
P0DL66,Conotoxin O1 superfamily,Mollusca,no
P58915,Conotoxin O1 superfamily,Mollusca,no
P69758,Conotoxin O1 superfamily,Mollusca,yes
Q86RA3,Conotoxin O1 superfamily,Mollusca,yes
D2Y492,Conotoxin O1 superfamily,Mollusca,yes
P0CC13,Conotoxin O1 superfamily,Mollusca,no
P58918,Conotoxin O1 superfamily,Mollusca,no
P69752,Conotoxin O1 superfamily,Mollusca,no
P69754,Conotoxin O1 superfamily,Mollusca,yes
Q26443,Conotoxin O1 superfamily,Mollusca,yes
P0DMA2,Conotoxin O1 superfamily,Mollusca,no
P56713,Conotoxin O1 superfamily,Mollusca,yes
P28881,Conotoxin O1 superfamily,Mollusca,yes
P24159,Conotoxin O1 superfamily,Mollusca,no
P69759,Conotoxin O1 superfamily,Mollusca,yes
Q8IS41,Conotoxin O1 superfamily,Mollusca,yes
Q7Z027,Conotoxin O1 superfamily,Mollusca,yes
P0CC14,Conotoxin O1 superfamily,Mollusca,no
P58919,Conotoxin O1 superfamily,Mollusca,no
P69755,Conotoxin O1 superfamily,Mollusca,yes
Q5K0D6,Conotoxin O1 superfamily,Mollusca,yes
P69762,Conotoxin O1 superfamily,Mollusca,yes
Q5K0D0,Conotoxin O1 superfamily,Mollusca,yes
P69751,Conotoxin O1 superfamily,Mollusca,yes
P0CC15,Conotoxin O1 superfamily,Mollusca,no
P58920,Conotoxin O1 superfamily,Mollusca,yes
P69756,Conotoxin O1 superfamily,Mollusca,no
Q7Z028,Conotoxin O1 superfamily,Mollusca,yes
D2Y499,Conotoxin O1 superfamily,Mollusca,yes
Q9XZK5,Conotoxin O1 superfamily,Mollusca,yes
P0DQD4,Conotoxin O1 superfamily,Mollusca,no
Q5K0D5,Conotoxin O1 superfamily,Mollusca,yes
Q3YEE2,Conotoxin O1 superfamily,Mollusca,yes
Q9U655,Conotoxin O1 superfamily,Mollusca,yes
P18512,Conotoxin O1 superfamily,Mollusca,yes
Q9U659,Conotoxin O1 superfamily,Mollusca,yes
Q9U654,Conotoxin O1 superfamily,Mollusca,yes
Q3YED8,Conotoxin O1 superfamily,Mollusca,yes
Q5K0D3,Conotoxin O1 superfamily,Mollusca,yes
Q9U645,Conotoxin O1 superfamily,Mollusca,yes
Q9U648,Conotoxin O1 superfamily,Mollusca,yes
Q9XZK9,Conotoxin O1 superfamily,Mollusca,yes
Q9XZK2,Conotoxin O1 superfamily,Mollusca,yes
Q9XZL3,Conotoxin O1 superfamily,Mollusca,yes
P0C833,Conotoxin O1 superfamily,Mollusca,yes
P0C903,Conotoxin O1 superfamily,Mollusca,yes
P0CY60,Conotoxin O1 superfamily,Mollusca,yes
P0C1C8,Conotoxin O1 superfamily,Mollusca,no
P0C1C9,Conotoxin O1 superfamily,Mollusca,no
P05484,Conotoxin O1 superfamily,Mollusca,yes
P56633,Conotoxin O1 superfamily,Mollusca,yes
P05485,Conotoxin O1 superfamily,Mollusca,no
P58916,Conotoxin O1 superfamily,Mollusca,no
X5IWS1,Conotoxin O1 superfamily,Mollusca,yes
P56714,Conotoxin O1 superfamily,Mollusca,yes
Q9U647,Conotoxin O1 superfamily,Mollusca,yes
Q5K0D2,Conotoxin O1 superfamily,Mollusca,yes
P0DTX2,Conotoxin O1 superfamily,Mollusca,yes
P0DTX3,Conotoxin O1 superfamily,Mollusca,yes
P0DTX4,Conotoxin O1 superfamily,Mollusca,yes
P18513,Conotoxin O1 superfamily,Mollusca,yes
A0A2I4QAG8,Conotoxin O1 superfamily,Mollusca,yes
Q9XZK8,Conotoxin O1 superfamily,Mollusca,yes
P0DP96,Neurotoxin 10 (Hwtx-1) family,Arthropoda,no
F8J2D0,Phospholipase A2 family,Chordata,yes
Q3C2C2,Phospholipase A2 family,Echinodermata,yes
A0A411EZW9,Phospholipase A2 family,Chordata,yes
P0DUN2,Phospholipase A2 family,Chordata,no
Q4VRI5,Phospholipase A2 family,Chordata,yes
P0DPT7,Phospholipase A2 family,Arthropoda,yes
F8J2D2,Phospholipase A2 family,Chordata,yes
F5CPF0,Phospholipase A2 family,Chordata,yes
Q3C2C1,Phospholipase A2 family,Echinodermata,yes
P0DUN1,Phospholipase A2 family,Chordata,no
Q45Z47,Phospholipase A2 family,Chordata,yes
F5CPF1,Phospholipase A2 family,Chordata,yes
P16354,Phospholipase A2 family,Chordata,no
P0DPT9,Phospholipase A2 family,Arthropoda,yes
Q9PRG0,Phospholipase A2 family,Chordata,yes
C9DPL5,Phospholipase A2 family,Chordata,no
Q75S48,Phospholipase A2 family,Chordata,yes
Q7T2Q5,Phospholipase A2 family,Chordata,yes
P0CAR9,Phospholipase A2 family,Chordata,yes
P20476,Phospholipase A2 family,Chordata,yes
A8CG86,Phospholipase A2 family,Chordata,yes
Q7T3S7,Phospholipase A2 family,Chordata,yes
P24293,Phospholipase A2 family,Chordata,no
P00611,Phospholipase A2 family,Chordata,yes
C3W4R6,Phospholipase A2 family,Chordata,yes
C0HKB8,Phospholipase A2 family,Chordata,no
P00598,Phospholipase A2 family,Chordata,yes
P00596,Phospholipase A2 family,Chordata,yes
P00602,Phospholipase A2 family,Chordata,no
P80966,Phospholipase A2 family,Chordata,yes
P00625,Phospholipase A2 family,Chordata,yes
P06859,Phospholipase A2 family,Chordata,yes
Q91506,Phospholipase A2 family,Chordata,no
Q9W7J4,Phospholipase A2 family,Chordata,yes
Q45Z30,Phospholipase A2 family,Chordata,yes
Q910A1,Phospholipase A2 family,Chordata,yes
F8QN52,Phospholipase A2 family,Chordata,yes
P07037,Phospholipase A2 family,Chordata,no
P00621,Phospholipase A2 family,Chordata,no
P86389,Phospholipase A2 family,Chordata,no
Q7T2Q4,Phospholipase A2 family,Chordata,yes
P0CAS0,Phospholipase A2 family,Chordata,yes
P81478,Phospholipase A2 family,Chordata,no
A8CG87,Phospholipase A2 family,Chordata,yes
A8CG78,Phospholipase A2 family,Chordata,yes
P24294,Phospholipase A2 family,Chordata,no
P80003,Phospholipase A2 family,Chordata,no
B6CQR5,Phospholipase A2 family,Chordata,yes
Q91133,Phospholipase A2 family,Chordata,yes
P00597,Phospholipase A2 family,Chordata,yes
P00600,Phospholipase A2 family,Chordata,no
P15445,Phospholipase A2 family,Chordata,no
Q9DF33,Phospholipase A2 family,Chordata,yes
Q9I968,Phospholipase A2 family,Chordata,yes
Q9W7J3,Phospholipase A2 family,Chordata,yes
Q45Z29,Phospholipase A2 family,Chordata,yes
F8QN53,Phospholipase A2 family,Chordata,yes
P00619,Phospholipase A2 family,Chordata,yes
P81480,Phospholipase A2 family,Chordata,no
P00601,Phospholipase A2 family,Chordata,no
P20251,Phospholipase A2 family,Chordata,no
Q45Z28,Phospholipase A2 family,Chordata,yes
F8QN51,Phospholipase A2 family,Chordata,yes
Q9PUI0,Phospholipase A2 family,Chordata,yes
P86456,Phospholipase A2 family,Chordata,no
P17934,Phospholipase A2 family,Chordata,yes
P81479,Phospholipase A2 family,Chordata,no
P59170,Phospholipase A2 family,Chordata,yes
Q45Z27,Phospholipase A2 family,Chordata,yes
Q9PUH9,Phospholipase A2 family,Chordata,yes
P59171,Phospholipase A2 family,Chordata,yes
P59172,Phospholipase A2 family,Chordata,yes
O42189,Phospholipase A2 family,Chordata,no
Q8UW31,Phospholipase A2 family,Chordata,yes
P82896,Phospholipase A2 family,Chordata,no
Q45Z26,Phospholipase A2 family,Chordata,yes
Q9PUH8,Phospholipase A2 family,Chordata,yes
P70088,Phospholipase A2 family,Chordata,yes
D6MKR0,Phospholipase A2 family,Chordata,yes
O42190,Phospholipase A2 family,Chordata,no
Q45Z25,Phospholipase A2 family,Chordata,yes
Q9PUH7,Phospholipase A2 family,Chordata,yes
Q9PWR6,Phospholipase A2 family,Chordata,yes
P31100,Phospholipase A2 family,Chordata,yes
O42191,Phospholipase A2 family,Chordata,no
Q9YGJ7,Phospholipase A2 family,Chordata,yes
O42192,Phospholipase A2 family,Chordata,no
Q9PUH4,Phospholipase A2 family,Chordata,yes
Q2YHJ6,Phospholipase A2 family,Chordata,yes
Q800C4,Phospholipase A2 family,Chordata,yes
Q7T2R1,Phospholipase A2 family,Chordata,yes
P0DKR3,Phospholipase A2 family,Chordata,no
Q6H3D0,Phospholipase A2 family,Chordata,yes
Q9PUH3,Phospholipase A2 family,Chordata,yes
Q2YHJ5,Phospholipase A2 family,Chordata,no
Q7ZTA6,Phospholipase A2 family,Chordata,yes
Q9PUH2,Phospholipase A2 family,Chordata,yes
Q9PVE9,Phospholipase A2 family,Chordata,yes
Q92086,Phospholipase A2 family,Chordata,yes
Q6H3C9,Phospholipase A2 family,Chordata,yes
Q9PUH1,Phospholipase A2 family,Chordata,yes
Q7ZTA7,Phospholipase A2 family,Chordata,yes
Q9I900,Phospholipase A2 family,Chordata,yes
Q6H3C7,Phospholipase A2 family,Chordata,yes
Q9PUH0,Phospholipase A2 family,Chordata,yes
Q9PVF2,Phospholipase A2 family,Chordata,yes
Q7ZTA8,Phospholipase A2 family,Chordata,yes
P25498,Phospholipase A2 family,Chordata,no
Q9PSN5,Phospholipase A2 family,Chordata,no
Q9PUG9,Phospholipase A2 family,Chordata,yes
Q800C3,Phospholipase A2 family,Chordata,yes
Q6H3C8,Phospholipase A2 family,Chordata,yes
Q9PUG8,Phospholipase A2 family,Chordata,yes
Q800C2,Phospholipase A2 family,Chordata,yes
Q9PUG7,Phospholipase A2 family,Chordata,yes
Q800C1,Phospholipase A2 family,Chordata,yes
Q6H3C6,Phospholipase A2 family,Chordata,no
Q92147,Phospholipase A2 family,Chordata,yes
P08872,Phospholipase A2 family,Chordata,yes
P00620,Phospholipase A2 family,Chordata,no
P86907,Phospholipase A2 family,Chordata,no
Q2HZ28,Phospholipase A2 family,Chordata,yes
Q8QG87,Phospholipase A2 family,Chordata,yes
P81243,Phospholipase A2 family,Chordata,no
Q8AXY1,Phospholipase A2 family,Chordata,yes
G3DT18,Phospholipase A2 family,Chordata,yes
D0UGJ0,Phospholipase A2 family,Chordata,yes
Q9I8F8,Phospholipase A2 family,Chordata,no
P00606,Phospholipase A2 family,Chordata,yes
P21789,Phospholipase A2 family,Chordata,no
Q2YHJ3,Phospholipase A2 family,Chordata,yes
P00623,Phospholipase A2 family,Chordata,yes
P00624,Phospholipase A2 family,Chordata,yes
Q98996,Phospholipase A2 family,Chordata,yes
Q7SID6,Phospholipase A2 family,Chordata,no
P20249,Phospholipase A2 family,Chordata,no
P14418,Phospholipase A2 family,Chordata,no
Q7LZQ4,Phospholipase A2 family,Chordata,no
C0HMB2,Phospholipase A2 family,Chordata,no
P84651,Phospholipase A2 family,Chordata,no
B5U6Z2,Phospholipase A2 family,Chordata,yes
A4FS04,Phospholipase A2 family,Chordata,no
P20146,Phospholipase A2 family,Chordata,yes
Q9DF56,Phospholipase A2 family,Chordata,yes
Q2PG83,Phospholipase A2 family,Chordata,yes
Q8JIY9,Phospholipase A2 family,Chordata,yes
P20250,Phospholipase A2 family,Chordata,no
A8E2V8,Phospholipase A2 family,Chordata,yes
Q8UW08,Phospholipase A2 family,Chordata,yes
P81236,Phospholipase A2 family,Chordata,no
C0HKC4,Phospholipase A2 family,Chordata,no
P51972,Phospholipase A2 family,Chordata,no
P86803,Phospholipase A2 family,Chordata,no
P0C8M1,Phospholipase A2 family,Chordata,no
Q8QFW4,Phospholipase A2 family,Chordata,yes
Q90WA7,Phospholipase A2 family,Chordata,yes
Q7T1R0,Phospholipase A2 family,Chordata,yes
P00617,Phospholipase A2 family,Chordata,yes
P62023,Phospholipase A2 family,Chordata,yes
A8CG89,Phospholipase A2 family,Chordata,yes
A8CG82,Phospholipase A2 family,Chordata,yes
P00595,Phospholipase A2 family,Chordata,no
P0C942,Phospholipase A2 family,Chordata,no
Q8UUI0,Phospholipase A2 family,Chordata,yes
C0HKB9,Phospholipase A2 family,Chordata,no
P00599,Phospholipase A2 family,Chordata,no
Q2PG81,Phospholipase A2 family,Chordata,yes
P0DJJ8,Phospholipase A2 family,Chordata,yes
Q1RP79,Phospholipase A2 family,Chordata,yes
P81237,Phospholipase A2 family,Chordata,no
Q9PUI1,Phospholipase A2 family,Chordata,yes
P45881,Phospholipase A2 family,Chordata,yes
P86804,Phospholipase A2 family,Chordata,no
Q8QFW3,Phospholipase A2 family,Chordata,yes
Q90WA8,Phospholipase A2 family,Chordata,yes
Q7T1R1,Phospholipase A2 family,Chordata,yes
P00618,Phospholipase A2 family,Chordata,yes
A8CG90,Phospholipase A2 family,Chordata,yes
P0C943,Phospholipase A2 family,Chordata,no
P10116,Phospholipase A2 family,Chordata,no
P00603,Phospholipase A2 family,Chordata,no
P08873,Phospholipase A2 family,Chordata,yes
P0DJJ9,Phospholipase A2 family,Chordata,yes
P0DKR5,Phospholipase A2 family,Chordata,no
Q6EER3,Phospholipase A2 family,Chordata,yes
