identifier,Protein families,Phylum,has_fragment
B8XH38,Short scorpion toxin superfamily,Arthropoda,no
C0HM60,Short scorpion toxin superfamily,Arthropoda,no
P0CJ24,Short scorpion toxin superfamily,Arthropoda,no
P45661,Short scorpion toxin superfamily,Arthropoda,yes
P0DQU3,Short scorpion toxin superfamily,Arthropoda,no
A0A3G5BID2,,Arthropoda,no
M1E1F1,,Arthropoda,no
M1E1F0,,Arthropoda,no
A0A218QXE6,,Arthropoda,no
A0A218QXT6,Short scorpion toxin superfamily,Arthropoda,no
A0A218QX22,Short scorpion toxin superfamily,Arthropoda,no
A0A218QXG2,Short scorpion toxin superfamily,Arthropoda,no
A0A218QWZ8,Short scorpion toxin superfamily,Arthropoda,no
A0A218QWZ7,Short scorpion toxin superfamily,Arthropoda,no
D9U2B0,Short scorpion toxin superfamily,Arthropoda,no
P0CI85,,Arthropoda,no
P0CI87,,Arthropoda,no
D9U2B4,,Arthropoda,no
Q1ELU5,Other,Arthropoda,no
Q1ELU4,Other,Arthropoda,no
Q1ELU9,Other,Arthropoda,no
Q1ELU8,Other,Arthropoda,no
Q1ELU7,Other,Arthropoda,no
Q1ELV0,Other,Arthropoda,no
L7XCU0,Other,Arthropoda,yes
G0LXV8,Other,Arthropoda,yes
P0DJE3,Other,Arthropoda,no
P0DJE4,Other,Arthropoda,yes
L7XDS4,Other,Arthropoda,yes
P23631,Other,Arthropoda,no
Q9PRY7,Other,Chordata,no
P0DJE5,Other,Arthropoda,yes
Q02989,Other,Arthropoda,yes
P0DJE6,Other,Arthropoda,yes
P0DJE7,Other,Arthropoda,yes
Q25338,Other,Arthropoda,no
P0C2U6,Other,Arthropoda,no
P0C2U7,Other,Arthropoda,no
P0C2U9,,Arthropoda,no
P0C2U8,Other,Arthropoda,no
P0C2V0,Other,Arthropoda,no
P86263,Other,Mollusca,no
B6V6L0,Other,Mollusca,no
P59261,Other,Arthropoda,no
P59262,Other,Arthropoda,no
P68408,Other,Arthropoda,no
P68409,Other,Arthropoda,no
O57540,Other,Chordata,no
Q9PWF3,Other,Chordata,no
Q66S21,Other,Chordata,no
Q66S17,Other,Chordata,no
Q66S13,Other,Chordata,no
Q66S08,Other,Chordata,no
P0DRC5,Long (4 C-C) scorpion toxin superfamily,Arthropoda,no
P0DM19,Other,Mollusca,no
P0DM20,Other,Mollusca,no
Q9BP86,Conotoxin O1 superfamily,Mollusca,no
Q9BPA3,Conotoxin O1 superfamily,Mollusca,no
Q9BP85,Conotoxin O1 superfamily,Mollusca,no
Q9BPA2,Conotoxin O1 superfamily,Mollusca,no
Q9BP84,Conotoxin O1 superfamily,Mollusca,no
Q9U662,Conotoxin O1 superfamily,Mollusca,no
Q9BPA1,Conotoxin O1 superfamily,Mollusca,no
Q9BP83,Conotoxin O1 superfamily,Mollusca,no
Q9U660,Conotoxin O1 superfamily,Mollusca,no
Q9U656,Conotoxin O1 superfamily,Mollusca,no
Q9BPA0,Conotoxin O1 superfamily,Mollusca,no
Q9BP98,Conotoxin O1 superfamily,Mollusca,no
Q9BP92,Conotoxin O1 superfamily,Mollusca,no
P0C8V8,Conotoxin O1 superfamily,Mollusca,no
M9PQ91,Conotoxin O1 superfamily,Mollusca,no
P0CY63,Conotoxin O1 superfamily,Mollusca,no
D5KR58,Conotoxin O1 superfamily,Mollusca,no
P0C905,Conotoxin O1 superfamily,Mollusca,no
Q2I2R1,Conotoxin O1 superfamily,Mollusca,no
Q3YEE1,Conotoxin O1 superfamily,Mollusca,no
Q9XZK3,Conotoxin O1 superfamily,Mollusca,no
Q9XZL1,Conotoxin O1 superfamily,Mollusca,no
P69761,Conotoxin O1 superfamily,Mollusca,no
P0DW75,Conotoxin O1 superfamily,Mollusca,no
A0A3G3C7U7,Conotoxin O1 superfamily,Mollusca,no
Q9BP91,Conotoxin O1 superfamily,Mollusca,no
P0C8V9,Conotoxin O1 superfamily,Mollusca,no
Q3YEG7,Conotoxin O1 superfamily,Mollusca,no
P0CY64,Conotoxin O1 superfamily,Mollusca,no
D6C4L2,Conotoxin O1 superfamily,Mollusca,no
Q5K0C1,Conotoxin O1 superfamily,Mollusca,no
Q9XZK2,Conotoxin O1 superfamily,Mollusca,no
Q9XZL3,Conotoxin O1 superfamily,Mollusca,no
Q9TVQ7,Conotoxin O1 superfamily,Mollusca,yes
P0C833,Conotoxin O1 superfamily,Mollusca,no
P0C903,Conotoxin O1 superfamily,Mollusca,no
P0CY60,Conotoxin O1 superfamily,Mollusca,no
P0CY68,Conotoxin O1 superfamily,Mollusca,yes
P0C1C8,Conotoxin O1 superfamily,Mollusca,no
P0C1C9,Conotoxin O1 superfamily,Mollusca,no
P05484,Conotoxin O1 superfamily,Mollusca,no
P56633,Conotoxin O1 superfamily,Mollusca,no
P0CY69,Conotoxin O1 superfamily,Mollusca,yes
Q9UAB2,Conotoxin O1 superfamily,Mollusca,yes
P05485,Conotoxin O1 superfamily,Mollusca,no
P37300,Conotoxin O1 superfamily,Mollusca,yes
P0CY71,Conotoxin O1 superfamily,Mollusca,yes
Q26350,Conotoxin O1 superfamily,Mollusca,yes
P58916,Conotoxin O1 superfamily,Mollusca,no
X5IWS1,Conotoxin O1 superfamily,Mollusca,no
P56714,Conotoxin O1 superfamily,Mollusca,no
P0C8X1,,Arthropoda,yes
Q9PRG0,Phospholipase A2 family,Chordata,no
P0DUN3,Phospholipase A2 family,Chordata,yes
C0HJU3,Phospholipase A2 family,Chordata,yes
C9DPL5,Phospholipase A2 family,Chordata,no
Q75S48,Phospholipase A2 family,Chordata,no
Q6SLM2,Phospholipase A2 family,Chordata,yes
Q7T2Q5,Phospholipase A2 family,Chordata,no
P0CAR9,Phospholipase A2 family,Chordata,no
P20476,Phospholipase A2 family,Chordata,no
A8CG86,Phospholipase A2 family,Chordata,no
Q7T3S7,Phospholipase A2 family,Chordata,no
P24293,Phospholipase A2 family,Chordata,no
P0C932,Phospholipase A2 family,Chordata,yes
P00611,Phospholipase A2 family,Chordata,no
C3W4R6,Phospholipase A2 family,Chordata,no
C0HKB8,Phospholipase A2 family,Chordata,no
P20249,Phospholipase A2 family,Chordata,no
P14418,Phospholipase A2 family,Chordata,no
Q7LZQ4,Phospholipase A2 family,Chordata,no
C0HMB2,Phospholipase A2 family,Chordata,no
P84651,Phospholipase A2 family,Chordata,no
B5U6Z2,Phospholipase A2 family,Chordata,no
A4FS04,Phospholipase A2 family,Chordata,no
P20146,Phospholipase A2 family,Chordata,no
Q9DF56,Phospholipase A2 family,Chordata,no
P0DJJ7,Phospholipase A2 family,Chordata,yes
B3EWG8,Phospholipase A2 family,Chordata,yes
Q2PG83,Phospholipase A2 family,Chordata,no
Q8JIY9,Phospholipase A2 family,Chordata,no
P20250,Phospholipase A2 family,Chordata,no
A8E2V8,Phospholipase A2 family,Chordata,no
Q8UW08,Phospholipase A2 family,Chordata,no
P81236,Phospholipase A2 family,Chordata,no
C0HKC4,Phospholipase A2 family,Chordata,no
P51972,Phospholipase A2 family,Chordata,no
P49121,Phospholipase A2 family,Chordata,no
Q6JK69,Phospholipase A2 family,Chordata,no
I6L8L6,Phospholipase A2 family,Chordata,no
P86821,,Arthropoda,no
P86295,,Chordata,no
P0CV91,Other,Chordata,yes
C0HMC4,Other,Chordata,yes
P0DX48,Other,Arthropoda,no
P0DX47,Other,Arthropoda,no
A0A8U0LTF0,Other,Arthropoda,no
A0A8U0LTF5,,Arthropoda,no
Q9BKJ1,Long (4 C-C) scorpion toxin superfamily,Arthropoda,no
A0A7S8RFI7,Long (4 C-C) scorpion toxin superfamily,Arthropoda,no
P0DTB8,Long (4 C-C) scorpion toxin superfamily,Arthropoda,yes
Q5G8A8,Long (4 C-C) scorpion toxin superfamily,Arthropoda,no
A0A7S8MU86,Other,Arthropoda,no
B7FDP2,Long (4 C-C) scorpion toxin superfamily,Arthropoda,no
A0A7S8MV32,Other,Arthropoda,no
D5HR52,Long (4 C-C) scorpion toxin superfamily,Arthropoda,yes
Q86SD9,Long (4 C-C) scorpion toxin superfamily,Arthropoda,no
P01480,Long (4 C-C) scorpion toxin superfamily,Arthropoda,no
P0C910,Long (4 C-C) scorpion toxin superfamily,Arthropoda,no
Q5MJP3,Long (4 C-C) scorpion toxin superfamily,Arthropoda,yes
P01485,Long (4 C-C) scorpion toxin superfamily,Arthropoda,yes
P13488,Long (4 C-C) scorpion toxin superfamily,Arthropoda,no
C0HLR5,Long (4 C-C) scorpion toxin superfamily,Arthropoda,no
C0HMA5,Long (4 C-C) scorpion toxin superfamily,Arthropoda,no
Q68PH2,Long (4 C-C) scorpion toxin superfamily,Arthropoda,yes
C0HM16,Long (4 C-C) scorpion toxin superfamily,Arthropoda,yes
Q7Z1K9,Long (4 C-C) scorpion toxin superfamily,Arthropoda,no
P80076,Long (4 C-C) scorpion toxin superfamily,Arthropoda,no
C0HLF4,Long (4 C-C) scorpion toxin superfamily,Arthropoda,no
P46066,Long (4 C-C) scorpion toxin superfamily,Arthropoda,no
P45664,Long (4 C-C) scorpion toxin superfamily,Arthropoda,no
Q95WD3,Long (4 C-C) scorpion toxin superfamily,Arthropoda,no
P45665,Long (4 C-C) scorpion toxin superfamily,Arthropoda,no
P0C911,Long (4 C-C) scorpion toxin superfamily,Arthropoda,yes
P0DQU6,Long (4 C-C) scorpion toxin superfamily,Arthropoda,no
P0C5I7,Long (4 C-C) scorpion toxin superfamily,Arthropoda,no
P0C5I8,Long (4 C-C) scorpion toxin superfamily,Arthropoda,no
P0C5I9,Long (4 C-C) scorpion toxin superfamily,Arthropoda,no
P0C5J0,Long (4 C-C) scorpion toxin superfamily,Arthropoda,no
P82813,Long (4 C-C) scorpion toxin superfamily,Arthropoda,no
P0DJK9,Long (4 C-C) scorpion toxin superfamily,Arthropoda,no
Q17231,Long (4 C-C) scorpion toxin superfamily,Arthropoda,no
P21150,Long (4 C-C) scorpion toxin superfamily,Arthropoda,no
P55903,Long (4 C-C) scorpion toxin superfamily,Arthropoda,no
P82814,Long (4 C-C) scorpion toxin superfamily,Arthropoda,no
Q17230,Long (4 C-C) scorpion toxin superfamily,Arthropoda,no
P81504,Long (4 C-C) scorpion toxin superfamily,Arthropoda,no
P55904,Long (4 C-C) scorpion toxin superfamily,Arthropoda,no
J3SBN9,Other,Chordata,no
Q6X5S0,Other,Chordata,no
Q6X5T1,Other,Chordata,no
Q6X5S6,Other,Chordata,no
P0DM38,Other,Chordata,no
P0DM39,Other,Chordata,no
J3RY43,Other,Chordata,no
Q7LZ24,Other,Chordata,yes
Q9IAM1,Other,Chordata,no
Q8JIW1,Other,Chordata,no
P0CJ01,Other,Arthropoda,no
P0C7K5,Other,Chordata,no
P0C7K4,Other,Chordata,no
A8YPR9,Other,Chordata,no
P0C7K6,Other,Chordata,no
P0DL07,Other,Chordata,no
P0DL08,Other,Chordata,no
A8YPR6,Other,Chordata,no
E7CLP3,Long (4 C-C) scorpion toxin superfamily,Arthropoda,no
E7CLP2,Long (4 C-C) scorpion toxin superfamily,Arthropoda,no
F2YLA3,Long (4 C-C) scorpion toxin superfamily,Arthropoda,no
E7CLP4,Long (4 C-C) scorpion toxin superfamily,Arthropoda,no
P83259,Other,Arthropoda,no
A0A0B4J184,,Mollusca,no
P60177,Other,Arthropoda,no
P15968,Other,Arthropoda,no
P83256,Other,Arthropoda,no
P83257,Other,Arthropoda,no
Q5Y4V7,Other,Arthropoda,no
P60178,Other,Arthropoda,no
Q5Y4V5,Other,Arthropoda,no
P0DX61,Other,Arthropoda,no
P0DN59,Other,Mollusca,no
A0A1D0BPK9,Other,Arthropoda,no
A0A1D0BRB0,Other,Arthropoda,no
A0A1D3IY23,,Arthropoda,no
A0A1D3IXR7,Other,Arthropoda,no
P0DQT2,Other,Arthropoda,no
P0DP46,Other,Arthropoda,no
P0DP47,Other,Arthropoda,no
P0DP48,Other,Arthropoda,no
I6RU32,Other,Arthropoda,no
P0DM66,Other,Arthropoda,no
P0DPW8,Other,Arthropoda,no
P0DPV3,Other,Arthropoda,no
I6R1R9,,Arthropoda,no
I6S3A0,Other,Arthropoda,no
I6RU46,Other,Arthropoda,no
I6RA73,Other,Arthropoda,no
P0C298,Other,Arthropoda,no
Q7YT83,Other,Mollusca,no
B6DCR5,Other,Arthropoda,no
B6DCR6,Other,Arthropoda,no
B6DCR7,Other,Arthropoda,no
B6DCR8,Other,Arthropoda,no
B6DCR9,Other,Arthropoda,no
P58605,,Arthropoda,no
B6DCS1,Other,Arthropoda,no
B6DCS2,Other,Arthropoda,no
B6DCS3,Other,Arthropoda,no
B6DCS4,Other,Arthropoda,no
I6RA71,Other,Arthropoda,no
I6S7H3,Other,Arthropoda,no
P0DRD6,Other,Arthropoda,no
P0DSI5,Other,Arthropoda,no
B6DCX2,Other,Arthropoda,no
B6DCX4,Other,Arthropoda,no
B6DCX5,Other,Arthropoda,no
B6DCX6,Other,Arthropoda,no
B6DCX7,Other,Arthropoda,no
B6DCX8,Other,Arthropoda,no
B6DCX9,Other,Arthropoda,no
B6DCY0,Other,Arthropoda,no
B6DCY2,Other,Arthropoda,no
B6DCY3,Other,Arthropoda,no
B6DCY4,Other,Arthropoda,no
B6DCY5,Other,Arthropoda,no
B6DCY6,Other,Arthropoda,no
B6DCY7,Other,Arthropoda,no
B6DCY8,Other,Arthropoda,no
B6DCY9,Other,Arthropoda,no
P0DQB2,Other,Arthropoda,no
P0DQA9,Other,Arthropoda,no
P0DQB1,Other,Arthropoda,no
B3EWV5,Other,Arthropoda,no
B3EWV8,Other,Arthropoda,no
B3EWV9,Other,Arthropoda,no
B3EWW0,Other,Arthropoda,no
B3EWW1,Other,Arthropoda,no
B3EWU7,Other,Arthropoda,no
B3EWW2,Other,Arthropoda,no
B3EWV0,Other,Arthropoda,no
B3EWX0,Other,Arthropoda,no
B3EWX2,Other,Arthropoda,no
B3EWX3,Other,Arthropoda,no
B3EWX4,Other,Arthropoda,no
P0DSL9,Other,Arthropoda,no
P0DSM0,Other,Arthropoda,no
P0DSM1,Other,Arthropoda,no
P68426,Neurotoxin 10 (Hwtx-1) family,Arthropoda,no
P0DUS4,Other,Arthropoda,no
D2Y493,,Mollusca,no
D2Y494,,Mollusca,yes
D6C4L1,,Mollusca,no
P0DUT0,Other,Arthropoda,no
P58843,,Mollusca,no
P0DJB8,,Mollusca,no
P60513,Conotoxin O1 superfamily,Mollusca,no
P0CH17,,Mollusca,no
P0DMB9,Other,Arthropoda,no
P35787,Other,Arthropoda,no
Q05110,Other,Arthropoda,no
P0DJ71,Venom Kunitz-type family,Arthropoda,no
P0DMJ1,Venom Kunitz-type family,Arthropoda,no
B4ESA4,Venom Kunitz-type family,Chordata,no
B5KL40,Venom Kunitz-type family,Chordata,no
Q6T269,Venom Kunitz-type family,Chordata,yes
B5KL34,Venom Kunitz-type family,Chordata,no
Q2ES48,Venom Kunitz-type family,Chordata,no
A6MFL3,Venom Kunitz-type family,Chordata,no
B5KL32,Venom Kunitz-type family,Chordata,no
B5KL27,Venom Kunitz-type family,Chordata,no
B5KL29,Venom Kunitz-type family,Chordata,no
Q6ITB9,Venom Kunitz-type family,Chordata,no
B5KL31,Venom Kunitz-type family,Chordata,no
E7FL13,Venom Kunitz-type family,Chordata,no
Q805F4,Venom metalloproteinase (M12B) family,Chordata,no
P0C6R8,Venom metalloproteinase (M12B) family,Chordata,no
P30403,Venom metalloproteinase (M12B) family,Chordata,no
O93516,Venom metalloproteinase (M12B) family,Chordata,yes
O93515,Venom metalloproteinase (M12B) family,Chordata,yes
Q7SZE0,Venom metalloproteinase (M12B) family,Chordata,no
O57413,Venom metalloproteinase (M12B) family,Chordata,no
P15503,Venom metalloproteinase (M12B) family,Chordata,no
P22826,Venom metalloproteinase (M12B) family,Chordata,no
P0C6S4,Venom metalloproteinase (M12B) family,Chordata,no
P21859,Venom metalloproteinase (M12B) family,Chordata,no
Q7SZD9,Venom metalloproteinase (M12B) family,Chordata,no
C9E1S1,Venom metalloproteinase (M12B) family,Chordata,no
C9E1R7,Venom metalloproteinase (M12B) family,Chordata,no
C9E1R9,Venom metalloproteinase (M12B) family,Chordata,no
P16338,Venom metalloproteinase (M12B) family,Chordata,no
P17497,Venom metalloproteinase (M12B) family,Chordata,no
Q801Z4,Venom metalloproteinase (M12B) family,Chordata,no
Q072L5,Venom metalloproteinase (M12B) family,Chordata,no
P18618,Venom metalloproteinase (M12B) family,Chordata,no
Q3SAF2,Other,Chordata,yes
Q3SAF7,Other,Chordata,no
P0DMD5,Other,Chordata,no
P28374,Other,Chordata,no
F5CPE8,Other,Chordata,no
B8K1V9,Other,Chordata,no
D9IX97,Other,Chordata,no
D9IX98,Other,Chordata,no
Q09GK2,Other,Chordata,no
P82972,Other,Chordata,no
D1MZV3,Other,Chordata,no
Q2XXL8,Other,Chordata,no
P83717,,Arthropoda,no
P83718,,Arthropoda,no
P86344,,Arthropoda,yes
D1MEJ2,,Arthropoda,no
P86991,,Arthropoda,yes
C0HLA1,Peptidase S1 family,Chordata,yes
P0C578,Peptidase S1 family,Chordata,yes
P84787,Peptidase S1 family,Chordata,no
O13057,Peptidase S1 family,Chordata,no
Q9DF67,Peptidase S1 family,Chordata,no
Q91508,Peptidase S1 family,Chordata,no
A7LAC7,Peptidase S1 family,Chordata,no
Q71QI2,Peptidase S1 family,Chordata,no
Q9PTU8,Peptidase S1 family,Chordata,no
O13063,Peptidase S1 family,Chordata,no
Q9PRW2,Peptidase S1 family,Chordata,yes
Q9I8X0,Peptidase S1 family,Chordata,no
C0HLA2,Peptidase S1 family,Chordata,yes
E0Y420,Peptidase S1 family,Chordata,no
O13058,Peptidase S1 family,Chordata,no
Q9DF66,Peptidase S1 family,Chordata,no
Q91509,Peptidase S1 family,Chordata,no
P0DL27,Peptidase S1 family,Chordata,yes
P0DQJ5,Neurotoxin 10 (Hwtx-1) family,Arthropoda,no
A7X4L4,Other,Chordata,yes
A7X4K1,Other,Chordata,no
A7X4M1,Other,Chordata,no
A7X4J4,Other,Chordata,no
A7X4I7,Other,Chordata,no
A7X4K7,Other,Chordata,no
A7X4M7,Other,Chordata,no
Q53B61,Snake three-finger toxin family,Chordata,yes
Q70WS8,Snake three-finger toxin family,Chordata,no
P58370,Snake three-finger toxin family,Chordata,no
P15818,Snake three-finger toxin family,Chordata,no
P81783,Snake three-finger toxin family,Chordata,no
Q9YGH9,Snake three-finger toxin family,Chordata,no
O12963,Snake three-finger toxin family,Chordata,no
Q9YGJ0,Snake three-finger toxin family,Chordata,no
Q9YGH0,Snake three-finger toxin family,Chordata,no
Q8JFX7,Snake three-finger toxin family,Chordata,no
Q9PW19,Snake three-finger toxin family,Chordata,no
P25682,Snake three-finger toxin family,Chordata,no
P81782,Snake three-finger toxin family,Chordata,no
C0HJT4,Snake three-finger toxin family,Chordata,no
C0HKZ8,Snake three-finger toxin family,Chordata,no
A7X3M9,Snake three-finger toxin family,Chordata,no
A7X3R6,Snake three-finger toxin family,Chordata,no
C0HJR1,Snake three-finger toxin family,Chordata,no
A7X3M3,Snake three-finger toxin family,Chordata,no
C0HJR2,Snake three-finger toxin family,Chordata,no
Q98962,Snake three-finger toxin family,Chordata,no
P60301,Snake three-finger toxin family,Chordata,no
P01459,Snake three-finger toxin family,Chordata,no
P01446,Snake three-finger toxin family,Chordata,no
P01470,Snake three-finger toxin family,Chordata,no
P24780,Snake three-finger toxin family,Chordata,no
P01458,Snake three-finger toxin family,Chordata,no
P60302,Snake three-finger toxin family,Chordata,no
O93473,Snake three-finger toxin family,Chordata,no
O73856,Snake three-finger toxin family,Chordata,no
Q9W6W9,Snake three-finger toxin family,Chordata,no
P01443,Snake three-finger toxin family,Chordata,no
P01461,Snake three-finger toxin family,Chordata,no
P60303,Snake three-finger toxin family,Chordata,no
P01452,Snake three-finger toxin family,Chordata,no
O73857,Snake three-finger toxin family,Chordata,no
P60310,Snake three-finger toxin family,Chordata,no
Q98961,Snake three-finger toxin family,Chordata,no
P01464,Snake three-finger toxin family,Chordata,no
P01457,Snake three-finger toxin family,Chordata,no
P0DSN0,Snake three-finger toxin family,Chordata,no
P0DJB0,Snake three-finger toxin family,Chordata,yes
C0JB05,Arthropod phospholipase D family,Arthropoda,yes
C0JB06,Arthropod phospholipase D family,Arthropoda,yes
B2KKW0,Arthropod phospholipase D family,Arthropoda,no
C0JB22,Arthropod phospholipase D family,Arthropoda,yes
C0JB21,Arthropod phospholipase D family,Arthropoda,yes
C0JB25,Arthropod phospholipase D family,Arthropoda,yes
C0JB26,Arthropod phospholipase D family,Arthropoda,yes
C0JB27,Arthropod phospholipase D family,Arthropoda,yes
C0JB28,Arthropod phospholipase D family,Arthropoda,yes
C0JB17,Arthropod phospholipase D family,Arthropoda,yes
C0JB29,Arthropod phospholipase D family,Arthropoda,yes
Q86M31,Long (4 C-C) scorpion toxin superfamily,Arthropoda,no
P0C2K1,Arthropod phospholipase D family,Arthropoda,yes
P0C1T6,,Mollusca,no
P0C1T7,,Mollusca,yes
P0C1T8,,Mollusca,no
P0DSI6,Other,Arthropoda,no
A0A0D4WTV1,Arthropod phospholipase D family,Arthropoda,yes
Q2XQ09,Arthropod phospholipase D family,Arthropoda,no
Q27Q54,Arthropod phospholipase D family,Arthropoda,no
Q5YD76,Arthropod phospholipase D family,Arthropoda,no
Q8I912,Arthropod phospholipase D family,Arthropoda,no
C0JB35,Arthropod phospholipase D family,Arthropoda,yes
C0JB36,Arthropod phospholipase D family,Arthropoda,yes
C0JB37,Arthropod phospholipase D family,Arthropoda,yes
C0JB38,Arthropod phospholipase D family,Arthropoda,yes
C0JB33,Arthropod phospholipase D family,Arthropoda,yes
C0JB34,Arthropod phospholipase D family,Arthropoda,yes
Q45RU8,,Mollusca,yes
P0CE74,Other,Mollusca,yes
P0C1W0,Other,Mollusca,no
P01520,Other,Mollusca,no
Q8I6R5,Other,Mollusca,yes
D4HRK7,Other,Mollusca,yes
Q6PTD4,Other,Mollusca,no
Q2I2R7,Other,Mollusca,no
P56636,Other,Mollusca,no
A6M934,Other,Mollusca,no
P0DM23,Other,Mollusca,no
A1X8D8,Other,Mollusca,yes
Q6PTD6,Other,Mollusca,no
P0DPM0,Other,Mollusca,no
E2DIH5,Other,Mollusca,no
A0A068B0Z6,Other,Mollusca,yes
A0A3G3C7V0,Other,Mollusca,no
P0C1Y2,Other,Mollusca,no
Q2I2R6,Other,Mollusca,no
A0SE59,Other,Mollusca,no
P0DQY7,Other,Mollusca,no
P0C2C5,Other,Mollusca,no
P0C2C6,Other,Mollusca,no
P0DUR2,Other,Mollusca,no
P0DUR1,Other,Mollusca,no
P0DUR0,Other,Mollusca,no
X5I9Z2,Other,Mollusca,no
X5IFZ1,Other,Mollusca,no
P59868,Other,Arthropoda,no
P0DM30,Other,Arthropoda,no
B6S2X0,Other,Chordata,no
B6S2X2,Other,Chordata,no
P28879,Other,Mollusca,no
P0DPG6,Other,Mollusca,no
P42718,,Arthropoda,no
A0A2I6EDL7,Other,Mollusca,yes
Q5EHP2,Other,Mollusca,no
A0A2I6EDL6,Other,Mollusca,no
A0A2I6EDM1,Other,Mollusca,yes
P0DQV5,Other,Mollusca,no
C1J5M5,Other,Mollusca,no
P0DTJ4,Other,Mollusca,no
P0C1T9,Other,Mollusca,no
P0C1U1,Other,Mollusca,no
P01523,Other,Mollusca,no
P0C195,Other,Mollusca,yes
P0C1U2,Other,Mollusca,no
P0DMA1,Other,Mollusca,no
P0CH15,Other,Mollusca,no
P58925,Other,Mollusca,no
A0A2I6EDN5,Other,Mollusca,no
P60207,Other,Mollusca,yes
P0C8V2,Other,Mollusca,no
Q86DU6,Other,Mollusca,no
Q9BH73,Other,Mollusca,no
P0DOZ2,Other,Mollusca,no
Q9XYR5,Other,Mollusca,no
P0CB20,,Mollusca,no
P0DQM6,Other,Mollusca,no
P0DQM7,Other,Mollusca,no
P85015,Other,Mollusca,no
P85014,Other,Mollusca,no
P0DL76,Other,Mollusca,no
P85141,Other,Mollusca,no
P84700,Other,Mollusca,no
P84701,Other,Mollusca,no
P05487,Other,Mollusca,no
P86255,Other,Mollusca,no
P84705,Other,Mollusca,no
P84704,Other,Mollusca,no
P0DM26,Other,Mollusca,no
P85871,Other,Mollusca,no
P0DM27,Other,Mollusca,no
P0DM28,Other,Mollusca,no
P0DOZ7,Other,Mollusca,no
P81991,Other,Chordata,yes
Q2XXQ6,Other,Chordata,no
Q8UW25,Other,Chordata,no
X5IWT5,Other,Mollusca,no
P0C1W3,Other,Mollusca,no
Q3YEH5,Other,Mollusca,no
Q3YEH4,Other,Mollusca,no
Q3YEH6,Other,Mollusca,no
P0C642,Other,Mollusca,no
Q9BPE7,Other,Mollusca,no
P0DQY4,,Mollusca,no
P0DQY5,,Mollusca,no
P0CI41,,Mollusca,no
D2Y3T1,,Mollusca,no
P86942,,Mollusca,no
P0DJC3,,Mollusca,no
P0DMA4,,Mollusca,no
A0A6B9KZ52,Other,Arthropoda,no
A0A6B9L8T7,Other,Arthropoda,no
E3P6N3,Other,Chordata,no
P08935,Other,Chordata,no
Q6T6T4,Other,Chordata,no
A0A384E0Y8,Other,Arthropoda,no
P85146,Other,Arthropoda,yes
D8VNS7,Other,Chordata,no
E2IYB3,Other,Chordata,yes
D8VNS8,Other,Chordata,no
D8VNS9,Other,Chordata,no
A0A1U9VX91,,Annelida,yes
P0DSI7,Other,Arthropoda,no
P0DV17,Other,Arthropoda,no
P82414,Other,Arthropoda,no
P0DSI8,Other,Arthropoda,no
P0DSI9,Other,Arthropoda,no
P0DV18,Other,Arthropoda,no
P82415,Other,Arthropoda,no
P0DSJ0,Other,Arthropoda,no
P82416,Other,Arthropoda,no
P0DSJ1,Other,Arthropoda,no
P82417,Other,Arthropoda,no
P0DSJ2,Other,Arthropoda,no
D2Y2E0,Other,Arthropoda,no
D2Y2E1,Other,Arthropoda,no
D2Y2E2,Other,Arthropoda,no
D2Y2E3,Other,Arthropoda,no
D2Y2E4,Other,Arthropoda,no
D2Y2E5,Other,Arthropoda,no
D2Y2E6,Other,Arthropoda,no
D2Y2E7,Other,Arthropoda,no
D2Y262,Other,Arthropoda,no
D2Y263,Other,Arthropoda,no
D2Y214,Other,Arthropoda,no
D2Y215,Other,Arthropoda,no
D2Y216,Other,Arthropoda,no
D2Y217,Other,Arthropoda,no
D2Y218,Other,Arthropoda,no
D2Y1X9,Neurotoxin 10 (Hwtx-1) family,Arthropoda,no
D2Y1Y0,Neurotoxin 10 (Hwtx-1) family,Arthropoda,no
D2Y1Y1,Neurotoxin 10 (Hwtx-1) family,Arthropoda,no
D2Y1Y2,Neurotoxin 10 (Hwtx-1) family,Arthropoda,no
D2Y1Y3,Neurotoxin 10 (Hwtx-1) family,Arthropoda,no
D2Y1Z4,Neurotoxin 10 (Hwtx-1) family,Arthropoda,no
D2Y1Z7,Neurotoxin 10 (Hwtx-1) family,Arthropoda,no
D2Y1Z8,Neurotoxin 10 (Hwtx-1) family,Arthropoda,no
D2Y2D1,Neurotoxin 10 (Hwtx-1) family,Arthropoda,no
D2Y2D2,Neurotoxin 10 (Hwtx-1) family,Arthropoda,no
D2Y2D3,Neurotoxin 10 (Hwtx-1) family,Arthropoda,no
P0DQX4,Other,Arthropoda,no
P0DQX5,Other,Arthropoda,no
P0C258,Other,Mollusca,no
C7DQB9,Other,Mollusca,no
C7DQY0,Other,Mollusca,no
C7DQX6,Other,Mollusca,no
C7DQX8,Other,Mollusca,no
C7DQB8,Other,Mollusca,no
C7DQX7,Other,Mollusca,no
C7DQC0,Other,Mollusca,no
C7DQX9,Other,Mollusca,no
C7DQB7,Other,Mollusca,no
A0A125S9E1,Other,Mollusca,no
P0C252,Other,Mollusca,yes
P0C615,Other,Mollusca,no
P0C255,Other,Mollusca,yes
A0A125S9E2,Other,Mollusca,no
P0C254,Other,Mollusca,no
