identifier,Protein families,Fragment,Phylum,Habitat,Class,Order
C0HK75,Other,,Cnidaria,marine,Anthozoa,Actiniaria
P86269,Other,,Arthropoda,terrestrial,Arachnida,Araneae
P0DQN3,Neurotoxin 10 (Hwtx-1) family,,Arthropoda,terrestrial,Arachnida,Araneae
P83480,Neurotoxin 10 (Hwtx-1) family,,Arthropoda,terrestrial,Arachnida,Araneae
B3EWH0,Neurotoxin 19 (CSTX) family,,Arthropoda,terrestrial,Arachnida,Araneae
P83476,Other,,Arthropoda,terrestrial,Arachnida,Araneae
Q75WH1,Other,fragment,Arthropoda,terrestrial,Arachnida,Araneae
P61233,Other,,Arthropoda,terrestrial,Arachnida,Araneae
P61232,Other,,Arthropoda,terrestrial,Arachnida,Araneae
P0DL75,Other,,Arthropoda,terrestrial,Arachnida,Araneae
B3EWU1,Other,,Arthropoda,terrestrial,Arachnida,Araneae
B3EWU2,Other,,Arthropoda,terrestrial,Arachnida,Araneae
B3EWU3,Other,,Arthropoda,terrestrial,Arachnida,Araneae
B3EWU4,Other,,Arthropoda,terrestrial,Arachnida,Araneae
B3EWU5,Other,,Arthropoda,terrestrial,Arachnida,Araneae
B3EWU6,Other,,Arthropoda,terrestrial,Arachnida,Araneae
B3EWU8,Other,,Arthropoda,terrestrial,Arachnida,Araneae
P0DJ08,,,Arthropoda,terrestrial,Arachnida,Scorpiones
B3EWV5,Other,,Arthropoda,terrestrial,Arachnida,Araneae
B3EWV8,Other,,Arthropoda,terrestrial,Arachnida,Araneae
B3EWV9,Other,,Arthropoda,terrestrial,Arachnida,Araneae
B3EWW0,Other,,Arthropoda,terrestrial,Arachnida,Araneae
B3EWW1,Other,,Arthropoda,terrestrial,Arachnida,Araneae
B3EWU7,Other,,Arthropoda,terrestrial,Arachnida,Araneae
B3EWW2,Other,,Arthropoda,terrestrial,Arachnida,Araneae
B3EWV0,Other,,Arthropoda,terrestrial,Arachnida,Araneae
B3EWX0,Other,,Arthropoda,terrestrial,Arachnida,Araneae
B3EWX2,Other,,Arthropoda,terrestrial,Arachnida,Araneae
B3EWX3,Other,,Arthropoda,terrestrial,Arachnida,Araneae
B3EWX4,Other,,Arthropoda,terrestrial,Arachnida,Araneae
P0DSL9,Other,,Arthropoda,terrestrial,Insecta,Hymenoptera
P0DSM0,Other,,Arthropoda,terrestrial,Insecta,Hymenoptera
P0DSM1,Other,,Arthropoda,terrestrial,Insecta,Hymenoptera
P68426,Neurotoxin 10 (Hwtx-1) family,,Arthropoda,terrestrial,Arachnida,Araneae
A3F7X2,Other,,Arthropoda,terrestrial,Arachnida,Araneae
P0DXW3,Other,,Arthropoda,terrestrial,Insecta,Lepidoptera
P0DXW4,Other,,Arthropoda,terrestrial,Insecta,Lepidoptera
P0DXW7,Other,,Arthropoda,terrestrial,Insecta,Lepidoptera
P61792,Neurotoxin 10 (Hwtx-1) family,,Arthropoda,terrestrial,Arachnida,Araneae
P0DXX0,Other,,Arthropoda,terrestrial,Insecta,Lepidoptera
P0DXW5,Other,,Arthropoda,terrestrial,Insecta,Lepidoptera
P0DXW6,Other,,Arthropoda,terrestrial,Insecta,Lepidoptera
P0DXX3,Other,,Arthropoda,terrestrial,Insecta,Lepidoptera
P0DXX2,Other,,Arthropoda,terrestrial,Insecta,Lepidoptera
P0DXX1,Other,,Arthropoda,terrestrial,Insecta,Lepidoptera
P0DXW8,Other,,Arthropoda,terrestrial,Insecta,Lepidoptera
L0G8Z2,,,Arthropoda,terrestrial,Arachnida,Scorpiones
P0DXW9,Other,,Arthropoda,terrestrial,Insecta,Lepidoptera
L0GCW8,,,Arthropoda,terrestrial,Arachnida,Scorpiones
Q7M3P1,,fragment,Arthropoda,terrestrial,Arachnida,Araneae
Q9TWR5,,fragment,Arthropoda,terrestrial,Arachnida,Araneae
X5ICI2,Other,,Chordata,terrestrial,Lepidosauria,Squamata
P0CJ33,Other,fragment,Chordata,terrestrial,Lepidosauria,Squamata
B0VXV3,Other,,Chordata,terrestrial,Lepidosauria,Squamata
P82475,Other,,Chordata,terrestrial,Lepidosauria,Squamata
Q330K6,Other,,Chordata,terrestrial,Lepidosauria,Squamata
C0K3N2,Other,,Chordata,terrestrial,Lepidosauria,Squamata
C0K3N1,Other,,Chordata,terrestrial,Lepidosauria,Squamata
Q6J936,Other,,Chordata,terrestrial,Lepidosauria,Squamata
Q90X24,Other,,Chordata,terrestrial,Lepidosauria,Squamata
Q90X23,Other,,Chordata,terrestrial,Lepidosauria,Squamata
C0K3N3,Other,,Chordata,terrestrial,Lepidosauria,Squamata
C0HM96,Other,fragment,Chordata,terrestrial,Lepidosauria,Squamata
P0DW97,Other,,Chordata,terrestrial,Lepidosauria,Squamata
P67861,Other,,Chordata,terrestrial,Lepidosauria,Squamata
P0DL42,Other,,Chordata,terrestrial,Lepidosauria,Squamata
P67862,Other,,Chordata,terrestrial,Lepidosauria,Squamata
P0DW98,Other,,Chordata,terrestrial,Lepidosauria,Squamata
B0VXV4,Other,,Chordata,terrestrial,Lepidosauria,Squamata
P67863,Other,,Chordata,terrestrial,Lepidosauria,Squamata
P83942,Other,,Chordata,terrestrial,Lepidosauria,Squamata
B6DD59,Other,,Arthropoda,terrestrial,Arachnida,Araneae
A0A023W140,Other,,Arthropoda,terrestrial,Chilopoda,Scolopendromorpha
A0A023W145,Other,,Arthropoda,terrestrial,Chilopoda,Scolopendromorpha
B6DCU0,Neurotoxin 19 (CSTX) family,,Arthropoda,terrestrial,Arachnida,Araneae
B6DCU1,Neurotoxin 19 (CSTX) family,,Arthropoda,terrestrial,Arachnida,Araneae
B6DCU2,Neurotoxin 19 (CSTX) family,,Arthropoda,terrestrial,Arachnida,Araneae
B6DCU3,Neurotoxin 19 (CSTX) family,,Arthropoda,terrestrial,Arachnida,Araneae
B6DCU4,Neurotoxin 19 (CSTX) family,,Arthropoda,terrestrial,Arachnida,Araneae
B6DCU5,Neurotoxin 19 (CSTX) family,,Arthropoda,terrestrial,Arachnida,Araneae
B6DCU6,Neurotoxin 19 (CSTX) family,,Arthropoda,terrestrial,Arachnida,Araneae
B6DCU7,Neurotoxin 19 (CSTX) family,,Arthropoda,terrestrial,Arachnida,Araneae
B6DCU9,Neurotoxin 19 (CSTX) family,,Arthropoda,terrestrial,Arachnida,Araneae
B6DCU8,Neurotoxin 19 (CSTX) family,,Arthropoda,terrestrial,Arachnida,Araneae
B3FIP1,Other,,Arthropoda,terrestrial,Arachnida,Araneae
B3FIP2,Other,,Arthropoda,terrestrial,Arachnida,Araneae
B1P1J5,Other,,Arthropoda,terrestrial,Arachnida,Araneae
P0DUS4,Other,,Arthropoda,terrestrial,Insecta,Lepidoptera
A0A0A0V662,,,Arthropoda,terrestrial,Arachnida,Araneae
A0A0A0VBR5,,,Arthropoda,terrestrial,Arachnida,Araneae
P0DUS7,Other,,Arthropoda,terrestrial,Insecta,Lepidoptera
P0DUS8,Other,,Arthropoda,terrestrial,Insecta,Lepidoptera
P0DUS9,Other,,Arthropoda,terrestrial,Insecta,Lepidoptera
A0A0A0V633,,,Arthropoda,terrestrial,Arachnida,Araneae
P0DUT6,Other,,Arthropoda,terrestrial,Insecta,Lepidoptera
D2Y493,,,Mollusca,marine,Gastropoda,Neogastropoda
D2Y494,,fragment,Mollusca,marine,Gastropoda,Neogastropoda
D6C4L1,,,Mollusca,marine,Gastropoda,Neogastropoda
P0DUT0,Other,,Arthropoda,terrestrial,Insecta,Lepidoptera
P58843,,,Mollusca,marine,Gastropoda,Neogastropoda
P0DJB8,,,Mollusca,marine,Gastropoda,Neogastropoda
P60513,Conotoxin O1 superfamily,,Mollusca,marine,Gastropoda,Neogastropoda
P0CH17,,,Mollusca,marine,Gastropoda,Neogastropoda
P0C352,,,Mollusca,marine,Gastropoda,Neogastropoda
P58804,,,Mollusca,marine,Gastropoda,Neogastropoda
P0CH18,,,Mollusca,marine,Gastropoda,Neogastropoda
D6C4K2,,,Mollusca,marine,Gastropoda,Neogastropoda
P0DJB9,,,Mollusca,marine,Gastropoda,Neogastropoda
D6C4K3,,,Mollusca,marine,Gastropoda,Neogastropoda
P0DJC0,,,Mollusca,marine,Gastropoda,Neogastropoda
P0DMA3,Conotoxin O1 superfamily,,Mollusca,marine,Gastropoda,Neogastropoda
D6C4K4,,fragment,Mollusca,marine,Gastropoda,Neogastropoda
P15472,,,Mollusca,marine,Gastropoda,Neogastropoda
D6C4K6,,fragment,Mollusca,marine,Gastropoda,Neogastropoda
P58845,,,Mollusca,marine,Gastropoda,Neogastropoda
P83301,,,Mollusca,marine,Gastropoda,Neogastropoda
P0DUT1,Other,,Arthropoda,terrestrial,Insecta,Lepidoptera
P05483,,,Mollusca,marine,Gastropoda,Neogastropoda
P58923,,,Mollusca,marine,Gastropoda,Neogastropoda
P0CH13,,,Mollusca,marine,Gastropoda,Neogastropoda
P0DUT2,Other,,Arthropoda,terrestrial,Insecta,Lepidoptera
P0CG44,,fragment,Cnidaria,marine,Anthozoa,Actiniaria
P0DUT3,Other,,Arthropoda,terrestrial,Insecta,Lepidoptera
P0DUT4,Other,,Arthropoda,terrestrial,Insecta,Lepidoptera
P0DUT5,Other,,Arthropoda,terrestrial,Insecta,Lepidoptera
P0DL69,,,Arthropoda,terrestrial,Arachnida,Scorpiones
P0C1G1,,fragment,Cnidaria,marine,Anthozoa,Actiniaria
P0DPV7,Other,,Arthropoda,terrestrial,Chilopoda,Other
P0DPV8,Other,,Arthropoda,terrestrial,Chilopoda,Other
P0DPV9,Other,,Arthropoda,terrestrial,Chilopoda,Other
P0DPW0,Other,,Arthropoda,terrestrial,Chilopoda,Other
P0DPW1,Other,fragment,Arthropoda,terrestrial,Chilopoda,Other
P0DPW2,Other,fragment,Arthropoda,terrestrial,Chilopoda,Other
F8S0Z7,Other,,Chordata,terrestrial,Lepidosauria,Squamata
P0DJJ5,Other,fragment,Chordata,terrestrial,Lepidosauria,Squamata
B6EWW8,Other,,Chordata,terrestrial,Lepidosauria,Squamata
W8EFS0,Other,fragment,Chordata,terrestrial,Lepidosauria,Squamata
A0A2I4HXH5,Other,fragment,Chordata,terrestrial,Lepidosauria,Squamata
P35775,Other,,Arthropoda,terrestrial,Insecta,Hymenoptera
P35776,Other,,Arthropoda,terrestrial,Insecta,Hymenoptera
A5X2H7,Other,,Arthropoda,terrestrial,Insecta,Hymenoptera
P0DSI3,Other,,Arthropoda,terrestrial,Insecta,Hymenoptera
P35778,Other,,Arthropoda,terrestrial,Insecta,Hymenoptera
P35779,Other,,Arthropoda,terrestrial,Insecta,Hymenoptera
Q9NH75,Other,,Arthropoda,terrestrial,Insecta,Hymenoptera
P35777,Other,,Arthropoda,terrestrial,Insecta,Hymenoptera
P35781,Other,,Arthropoda,terrestrial,Insecta,Hymenoptera
P10736,Other,,Arthropoda,terrestrial,Insecta,Hymenoptera
D4P2Y4,Other,,Arthropoda,terrestrial,Insecta,Hymenoptera
P35782,Other,,Arthropoda,terrestrial,Insecta,Hymenoptera
P10737,Other,fragment,Arthropoda,terrestrial,Insecta,Hymenoptera
P0DPU2,Other,,Arthropoda,terrestrial,Chilopoda,Scolopendromorpha
P0DPU5,Other,fragment,Arthropoda,terrestrial,Chilopoda,Scolopendromorpha
P0DPU0,Other,,Arthropoda,terrestrial,Chilopoda,Scolopendromorpha
P0DPV2,Other,,Arthropoda,terrestrial,Chilopoda,Scolopendromorpha
P0DPU1,Other,,Arthropoda,terrestrial,Chilopoda,Scolopendromorpha
P0C8D4,Other,fragment,Arthropoda,terrestrial,Chilopoda,Scolopendromorpha
P0C8D6,Other,fragment,Arthropoda,terrestrial,Chilopoda,Scolopendromorpha
P0C8D5,Other,fragment,Arthropoda,terrestrial,Chilopoda,Scolopendromorpha
P0C8D7,Other,fragment,Arthropoda,terrestrial,Chilopoda,Scolopendromorpha
P0C8D8,Other,fragment,Arthropoda,terrestrial,Chilopoda,Scolopendromorpha
C0ITL3,Other,fragment,Arthropoda,terrestrial,Insecta,Hymenoptera
G3CJR9,Other,,Arthropoda,terrestrial,Insecta,Hemiptera
Q05108,Other,,Arthropoda,terrestrial,Insecta,Hymenoptera
A9QQ26,Other,,Arthropoda,terrestrial,Arachnida,Araneae
A9YME1,Other,,Arthropoda,terrestrial,Insecta,Hymenoptera
Q05109,Other,fragment,Arthropoda,terrestrial,Insecta,Hymenoptera
P81656,Other,,Arthropoda,terrestrial,Insecta,Hymenoptera
P35759,Other,,Arthropoda,terrestrial,Insecta,Hymenoptera
P35780,Other,,Arthropoda,terrestrial,Insecta,Hymenoptera
P83377,Other,,Arthropoda,terrestrial,Insecta,Hymenoptera
P86686,Other,,Arthropoda,terrestrial,Insecta,Hymenoptera
Q7Z156,Other,,Arthropoda,terrestrial,Insecta,Hymenoptera
B2MVK7,Other,,Arthropoda,terrestrial,Insecta,Hymenoptera
P85840,Other,,Arthropoda,terrestrial,Arachnida,Scorpiones
A6YPK1,Other,,Arthropoda,terrestrial,Insecta,Hemiptera
P35783,Other,,Arthropoda,terrestrial,Insecta,Hymenoptera
P35784,Other,,Arthropoda,terrestrial,Insecta,Hymenoptera
P81657,Other,,Arthropoda,terrestrial,Insecta,Hymenoptera
P35760,Other,,Arthropoda,terrestrial,Insecta,Hymenoptera
P86870,Other,,Arthropoda,terrestrial,Insecta,Hymenoptera
P35785,Other,,Arthropoda,terrestrial,Insecta,Hymenoptera
P35786,Other,,Arthropoda,terrestrial,Insecta,Hymenoptera
P0DMB9,Other,,Arthropoda,terrestrial,Insecta,Hymenoptera
P35787,Other,,Arthropoda,terrestrial,Insecta,Hymenoptera
Q05110,Other,,Arthropoda,terrestrial,Insecta,Hymenoptera
N0AAE6,Peptidase S1 family,fragment,Chordata,terrestrial,Lepidosauria,Squamata
N0A5N4,Peptidase S1 family,fragment,Chordata,terrestrial,Lepidosauria,Squamata
Q2L6Z1,Other,,Arthropoda,terrestrial,Insecta,Hymenoptera
Q2XXR8,Other,,Chordata,terrestrial,Lepidosauria,Squamata
Q2XXR7,Other,,Chordata,terrestrial,Lepidosauria,Squamata
P0DV97,,,Arthropoda,terrestrial,Arachnida,Ixodida
C1IBZ2,,,Arthropoda,terrestrial,Insecta,Diptera
C8YJB3,,,Arthropoda,terrestrial,Insecta,Diptera
C8YJB4,,,Arthropoda,terrestrial,Insecta,Diptera
P84843,,,Arthropoda,terrestrial,Insecta,Diptera
P0DPS3,Peptidase S1 family,fragment,Chordata,terrestrial,Lepidosauria,Squamata
P85860,Other,fragment,Arthropoda,terrestrial,Arachnida,Araneae
Q0ZZJ6,Other,,Chordata,terrestrial,Lepidosauria,Squamata
A0RZC6,Other,,Chordata,terrestrial,Lepidosauria,Squamata
J3S836,Other,,Chordata,terrestrial,Lepidosauria,Squamata
Q91132,Other,,Chordata,terrestrial,Lepidosauria,Squamata
I2C090,Other,,Chordata,terrestrial,Lepidosauria,Squamata
P0DRA0,Other,,Arthropoda,terrestrial,Insecta,Hymenoptera
C9WMM5,Other,,Arthropoda,terrestrial,Insecta,Hymenoptera
P0DRB8,Other,,Arthropoda,terrestrial,Insecta,Hymenoptera
B1A4F7,Other,,Arthropoda,terrestrial,Insecta,Hymenoptera
B2D0J4,Other,,Arthropoda,terrestrial,Insecta,Hymenoptera
C0K3N4,Other,,Chordata,terrestrial,Lepidosauria,Squamata
P83906,Other,,Chordata,terrestrial,Lepidosauria,Squamata
P67860,Other,,Chordata,terrestrial,Lepidosauria,Squamata
C0K3N5,Other,,Chordata,terrestrial,Lepidosauria,Squamata
P0DRA3,Other,,Arthropoda,terrestrial,Insecta,Hymenoptera
P0DRA4,Other,,Arthropoda,terrestrial,Insecta,Hymenoptera
P0DL40,,,Arthropoda,terrestrial,Insecta,Hymenoptera
F8S122,Other,,Chordata,terrestrial,Lepidosauria,Squamata
F8RKW2,Other,,Chordata,terrestrial,Lepidosauria,Squamata
Q27J48,Other,,Chordata,terrestrial,Lepidosauria,Squamata
P82885,Other,,Chordata,terrestrial,Lepidosauria,Squamata
P83234,Other,,Chordata,terrestrial,Lepidosauria,Squamata
Q2XXL4,Other,fragment,Chordata,terrestrial,Lepidosauria,Squamata
P0DPT0,Other,,Arthropoda,terrestrial,Insecta,Hymenoptera
Q8AY45,Venom Kunitz-type family,,Chordata,terrestrial,Lepidosauria,Squamata
F5GTK6,Venom Kunitz-type family,,Arthropoda,terrestrial,Insecta,Diptera
P85041,Venom Kunitz-type family,fragment,Chordata,terrestrial,Lepidosauria,Squamata
B2ZBB6,Venom Kunitz-type family,,Arthropoda,terrestrial,Arachnida,Araneae
P0C8W3,Venom Kunitz-type family,,Arthropoda,terrestrial,Arachnida,Scorpiones
P0DMJ6,Venom Kunitz-type family,,Chordata,terrestrial,Lepidosauria,Squamata
P0DJ47,Venom Kunitz-type family,,Arthropoda,terrestrial,Arachnida,Scorpiones
P0DJ79,Venom Kunitz-type family,,Arthropoda,terrestrial,Arachnida,Araneae
F8J2F4,Venom Kunitz-type family,,Chordata,terrestrial,Lepidosauria,Squamata
P0DJ66,Venom Kunitz-type family,fragment,Arthropoda,terrestrial,Arachnida,Araneae
F8J2F6,Venom Kunitz-type family,,Chordata,terrestrial,Lepidosauria,Squamata
Q589G4,Venom Kunitz-type family,,Arthropoda,terrestrial,Insecta,Hymenoptera
P0DN06,Venom Kunitz-type family,,Cnidaria,marine,Anthozoa,Actiniaria
D2Y488,Venom Kunitz-type family,,Mollusca,marine,Gastropoda,Neogastropoda
P68425,Venom Kunitz-type family,,Arthropoda,terrestrial,Arachnida,Araneae
D2Y489,Venom Kunitz-type family,fragment,Mollusca,marine,Gastropoda,Neogastropoda
D2Y490,Venom Kunitz-type family,fragment,Mollusca,marine,Gastropoda,Neogastropoda
D2Y491,Venom Kunitz-type family,fragment,Mollusca,marine,Gastropoda,Neogastropoda
B4ESA2,Venom Kunitz-type family,,Chordata,terrestrial,Lepidosauria,Squamata
Q9TWG0,Venom Kunitz-type family,,Cnidaria,marine,Anthozoa,Actiniaria
P86862,Venom Kunitz-type family,,Cnidaria,marine,Anthozoa,Actiniaria
Q8T3S7,Venom Kunitz-type family,,Arthropoda,terrestrial,Arachnida,Araneae
B5KL38,Venom Kunitz-type family,,Chordata,terrestrial,Lepidosauria,Squamata
Q6T6T5,Venom Kunitz-type family,,Chordata,terrestrial,Lepidosauria,Squamata
B5KF95,Venom Kunitz-type family,,Chordata,terrestrial,Lepidosauria,Squamata
Q2ES50,Venom Kunitz-type family,,Chordata,terrestrial,Lepidosauria,Squamata
A6MFL1,Venom Kunitz-type family,,Chordata,terrestrial,Lepidosauria,Squamata
B5KF94,Venom Kunitz-type family,,Chordata,terrestrial,Lepidosauria,Squamata
Q6ITB3,Venom Kunitz-type family,,Chordata,terrestrial,Lepidosauria,Squamata
Q6ITB5,Venom Kunitz-type family,,Chordata,terrestrial,Lepidosauria,Squamata
Q6ITB7,Venom Kunitz-type family,,Chordata,terrestrial,Lepidosauria,Squamata
P0DQQ9,Venom Kunitz-type family,,Cnidaria,marine,Anthozoa,Other
A7X3V7,Venom Kunitz-type family,,Chordata,terrestrial,Lepidosauria,Squamata
E7FL11,Venom Kunitz-type family,,Chordata,terrestrial,Lepidosauria,Squamata
Q90WA1,Venom Kunitz-type family,,Chordata,terrestrial,Lepidosauria,Squamata
A7X3V4,Venom Kunitz-type family,,Chordata,terrestrial,Lepidosauria,Squamata
W4VSH9,Venom Kunitz-type family,,Arthropoda,terrestrial,Arachnida,Araneae
Q6ITB0,Venom Kunitz-type family,,Chordata,terrestrial,Lepidosauria,Squamata
P00991,Venom Kunitz-type family,,Chordata,terrestrial,Lepidosauria,Squamata
C1IC50,Venom Kunitz-type family,,Chordata,terrestrial,Lepidosauria,Squamata
P0DJ46,Venom Kunitz-type family,,Arthropoda,terrestrial,Arachnida,Scorpiones
P0DJ80,Venom Kunitz-type family,,Arthropoda,terrestrial,Arachnida,Araneae
P0DJ45,Venom Kunitz-type family,,Arthropoda,terrestrial,Arachnida,Scorpiones
P0DJ48,Venom Kunitz-type family,,Arthropoda,terrestrial,Arachnida,Scorpiones
P0DJ81,Venom Kunitz-type family,,Arthropoda,terrestrial,Arachnida,Araneae
P0DJ49,Venom Kunitz-type family,,Arthropoda,terrestrial,Arachnida,Scorpiones
P0CH75,Venom Kunitz-type family,fragment,Arthropoda,terrestrial,Arachnida,Araneae
P0DJ82,Venom Kunitz-type family,,Arthropoda,terrestrial,Arachnida,Araneae
F8J2F3,Venom Kunitz-type family,,Chordata,terrestrial,Lepidosauria,Squamata
B2G331,Venom Kunitz-type family,,Cnidaria,marine,Anthozoa,Actiniaria
C0HJF4,Venom Kunitz-type family,,Cnidaria,marine,Anthozoa,Actiniaria
C0HJF3,Venom Kunitz-type family,,Cnidaria,marine,Anthozoa,Actiniaria
C0HJU6,Venom Kunitz-type family,,Cnidaria,marine,Anthozoa,Actiniaria
C0HJU7,Venom Kunitz-type family,,Cnidaria,marine,Anthozoa,Actiniaria
P0DL86,Venom Kunitz-type family,,Cnidaria,marine,Anthozoa,Actiniaria
A0A6B7FBD3,Venom Kunitz-type family,,Cnidaria,marine,Anthozoa,Actiniaria
A0A6B7FA07,Venom Kunitz-type family,fragment,Cnidaria,marine,Anthozoa,Actiniaria
A0A6B7FEJ3,Venom Kunitz-type family,fragment,Cnidaria,marine,Anthozoa,Actiniaria
B4ESA3,Venom Kunitz-type family,,Chordata,terrestrial,Lepidosauria,Squamata
P0DV02,Venom Kunitz-type family,fragment,Cnidaria,marine,Anthozoa,Actiniaria
P0DV03,Venom Kunitz-type family,,Cnidaria,marine,Anthozoa,Actiniaria
P0DV04,Venom Kunitz-type family,,Cnidaria,marine,Anthozoa,Actiniaria
P0DV05,Venom Kunitz-type family,,Cnidaria,marine,Anthozoa,Actiniaria
P0DV06,Venom Kunitz-type family,,Cnidaria,marine,Anthozoa,Actiniaria
Q9TWF9,Venom Kunitz-type family,,Cnidaria,marine,Anthozoa,Actiniaria
B5KL39,Venom Kunitz-type family,,Chordata,terrestrial,Lepidosauria,Squamata
Q6T6S5,Venom Kunitz-type family,,Chordata,terrestrial,Lepidosauria,Squamata
B5KF96,Venom Kunitz-type family,,Chordata,terrestrial,Lepidosauria,Squamata
D2Y2F3,Venom Kunitz-type family,,Arthropoda,terrestrial,Arachnida,Araneae
P0DJ75,Venom Kunitz-type family,,Arthropoda,terrestrial,Arachnida,Araneae
Q2ES49,Venom Kunitz-type family,,Chordata,terrestrial,Lepidosauria,Squamata
P00990,Venom Kunitz-type family,,Chordata,terrestrial,Lepidosauria,Squamata
A6MFL2,Venom Kunitz-type family,,Chordata,terrestrial,Lepidosauria,Squamata
P00985,Venom Kunitz-type family,,Chordata,terrestrial,Lepidosauria,Squamata
B5L5R7,Venom Kunitz-type family,,Chordata,terrestrial,Lepidosauria,Squamata
P00986,Venom Kunitz-type family,,Chordata,terrestrial,Lepidosauria,Squamata
Q6ITB2,Venom Kunitz-type family,,Chordata,terrestrial,Lepidosauria,Squamata
Q6ITB4,Venom Kunitz-type family,,Chordata,terrestrial,Lepidosauria,Squamata
Q6ITB6,Venom Kunitz-type family,,Chordata,terrestrial,Lepidosauria,Squamata
Q8T0W4,Venom Kunitz-type family,,Arthropoda,terrestrial,Insecta,Hymenoptera
Q6ITC0,Venom Kunitz-type family,,Chordata,terrestrial,Lepidosauria,Squamata
B5G6G6,Venom Kunitz-type family,,Chordata,terrestrial,Lepidosauria,Squamata
E7FL12,Venom Kunitz-type family,,Chordata,terrestrial,Lepidosauria,Squamata
Q90WA0,Venom Kunitz-type family,,Chordata,terrestrial,Lepidosauria,Squamata
B5KL33,Venom Kunitz-type family,,Chordata,terrestrial,Lepidosauria,Squamata
C1IC52,Venom Kunitz-type family,,Chordata,terrestrial,Lepidosauria,Squamata
P0DJ64,Venom Kunitz-type family,,Arthropoda,terrestrial,Arachnida,Araneae
P0DJ50,Venom Kunitz-type family,,Arthropoda,terrestrial,Arachnida,Scorpiones
P0DMW8,Venom Kunitz-type family,fragment,Cnidaria,marine,Anthozoa,Actiniaria
B2ZBB8,Venom Kunitz-type family,,Arthropoda,terrestrial,Arachnida,Araneae
P0DMW9,Venom Kunitz-type family,fragment,Cnidaria,marine,Anthozoa,Actiniaria
P0DJ67,Venom Kunitz-type family,,Arthropoda,terrestrial,Arachnida,Araneae
P0DJ71,Venom Kunitz-type family,,Arthropoda,terrestrial,Arachnida,Araneae
P0DMJ1,Venom Kunitz-type family,,Arthropoda,terrestrial,Arachnida,Araneae
P0DMW6,Venom Kunitz-type family,,Cnidaria,marine,Anthozoa,Actiniaria
P0DMW7,Venom Kunitz-type family,,Cnidaria,marine,Anthozoa,Actiniaria
B4ESA4,Venom Kunitz-type family,,Chordata,terrestrial,Lepidosauria,Squamata
Q9TWF8,Venom Kunitz-type family,,Cnidaria,marine,Anthozoa,Actiniaria
B5KL40,Venom Kunitz-type family,,Chordata,terrestrial,Lepidosauria,Squamata
Q6T269,Venom Kunitz-type family,fragment,Chordata,terrestrial,Lepidosauria,Squamata
B5KL34,Venom Kunitz-type family,,Chordata,terrestrial,Lepidosauria,Squamata
Q2ES48,Venom Kunitz-type family,,Chordata,terrestrial,Lepidosauria,Squamata
A6MFL3,Venom Kunitz-type family,,Chordata,terrestrial,Lepidosauria,Squamata
B5KL32,Venom Kunitz-type family,,Chordata,terrestrial,Lepidosauria,Squamata
B5KL27,Venom Kunitz-type family,,Chordata,terrestrial,Lepidosauria,Squamata
B5KL29,Venom Kunitz-type family,,Chordata,terrestrial,Lepidosauria,Squamata
P0DQR1,Venom Kunitz-type family,,Cnidaria,marine,Anthozoa,Other
Q6ITB9,Venom Kunitz-type family,,Chordata,terrestrial,Lepidosauria,Squamata
B5KL31,Venom Kunitz-type family,,Chordata,terrestrial,Lepidosauria,Squamata
E7FL13,Venom Kunitz-type family,,Chordata,terrestrial,Lepidosauria,Squamata
Q90W99,Venom Kunitz-type family,,Chordata,terrestrial,Lepidosauria,Squamata
B1B5I8,Venom Kunitz-type family,,Cnidaria,marine,Anthozoa,Actiniaria
P00992,Venom Kunitz-type family,,Chordata,terrestrial,Lepidosauria,Squamata
C1IC51,Venom Kunitz-type family,,Chordata,terrestrial,Lepidosauria,Squamata
P0DJ84,Venom Kunitz-type family,,Arthropoda,terrestrial,Arachnida,Araneae
P0DJ68,Venom Kunitz-type family,,Arthropoda,terrestrial,Arachnida,Araneae
P0DJ85,Venom Kunitz-type family,,Arthropoda,terrestrial,Arachnida,Araneae
P0DN07,Venom Kunitz-type family,,Cnidaria,marine,Anthozoa,Actiniaria
B5KL41,Venom Kunitz-type family,,Chordata,terrestrial,Lepidosauria,Squamata
B5KL35,Venom Kunitz-type family,,Chordata,terrestrial,Lepidosauria,Squamata
D2Y2F5,Venom Kunitz-type family,,Arthropoda,terrestrial,Arachnida,Araneae
P0DJ76,Venom Kunitz-type family,,Arthropoda,terrestrial,Arachnida,Araneae
Q2ES47,Venom Kunitz-type family,,Chordata,terrestrial,Lepidosauria,Squamata
A6MFL4,Venom Kunitz-type family,,Chordata,terrestrial,Lepidosauria,Squamata
B5KL28,Venom Kunitz-type family,,Chordata,terrestrial,Lepidosauria,Squamata
B5KL30,Venom Kunitz-type family,,Chordata,terrestrial,Lepidosauria,Squamata
Q6ITB8,Venom Kunitz-type family,,Chordata,terrestrial,Lepidosauria,Squamata
Q90W98,Venom Kunitz-type family,,Chordata,terrestrial,Lepidosauria,Squamata
C1IC53,Venom Kunitz-type family,,Chordata,terrestrial,Lepidosauria,Squamata
P0DJ69,Venom Kunitz-type family,fragment,Arthropoda,terrestrial,Arachnida,Araneae
P0DJ70,Venom Kunitz-type family,,Arthropoda,terrestrial,Arachnida,Araneae
P0DN09,Venom Kunitz-type family,,Cnidaria,marine,Anthozoa,Actiniaria
