identifier,Protein families,Phylum,has_fragment,has_signal_peptide
P84851,,Cnidaria,yes,no
B6DCK5,Neurotoxin 19 (CSTX) family,Arthropoda,no,yes
B6DCK6,Neurotoxin 19 (CSTX) family,Arthropoda,no,yes
B6DCK8,Neurotoxin 19 (CSTX) family,Arthropoda,no,yes
P0DPW5,Other,Arthropoda,no,yes
P0DPW4,Other,Arthropoda,no,yes
P0DSJ4,Other,Arthropoda,no,yes
A0A348G6I7,Other,Arthropoda,no,yes
A0A6M3Z554,Other,Arthropoda,yes,no
P0DPW3,Other,Arthropoda,no,yes
P0C292,Other,Arthropoda,no,yes
B6DCK9,Neurotoxin 19 (CSTX) family,Arthropoda,no,yes
B6DCL0,Neurotoxin 19 (CSTX) family,Arthropoda,no,yes
C0HK26,Other,Cnidaria,no,yes
B6DCL1,Neurotoxin 19 (CSTX) family,Arthropoda,no,yes
B6DCL2,Neurotoxin 19 (CSTX) family,Arthropoda,no,yes
B6DCL3,Neurotoxin 19 (CSTX) family,Arthropoda,no,yes
B6DCL4,Neurotoxin 19 (CSTX) family,Arthropoda,no,yes
B6DCL5,Neurotoxin 19 (CSTX) family,Arthropoda,no,yes
B6DCL6,Neurotoxin 19 (CSTX) family,Arthropoda,no,yes
B6DCL7,Neurotoxin 19 (CSTX) family,Arthropoda,no,yes
B6DCL8,Neurotoxin 19 (CSTX) family,Arthropoda,no,yes
A0A6G9KHD3,,Arthropoda,no,yes
P0DSJ5,Other,Arthropoda,no,yes
A0A348G5V8,Other,Arthropoda,no,yes
P0C293,Other,Arthropoda,no,yes
B6DCL9,Neurotoxin 19 (CSTX) family,Arthropoda,no,yes
B6DCM0,Neurotoxin 19 (CSTX) family,Arthropoda,no,yes
P0CI04,Other,Arthropoda,no,no
B6DCM1,Neurotoxin 19 (CSTX) family,Arthropoda,no,yes
B6DCM2,Neurotoxin 19 (CSTX) family,Arthropoda,no,yes
B6DCM3,Neurotoxin 19 (CSTX) family,Arthropoda,no,yes
B6DCM4,Neurotoxin 19 (CSTX) family,Arthropoda,no,yes
B6DCM5,Neurotoxin 19 (CSTX) family,Arthropoda,no,yes
B6DCM6,Neurotoxin 19 (CSTX) family,Arthropoda,no,yes
B6DCM7,Neurotoxin 19 (CSTX) family,Arthropoda,no,yes
B6DCM8,Neurotoxin 19 (CSTX) family,Arthropoda,no,yes
A0A6G9KIT6,,Arthropoda,no,yes
P0DSJ6,Other,Arthropoda,no,yes
A0A348G5V9,Other,Arthropoda,no,yes
A0A6M3Z541,,Arthropoda,no,yes
P0C294,Other,Arthropoda,no,yes
P60979,,Arthropoda,no,no
P83894,Other,Arthropoda,no,no
B6DCM9,Neurotoxin 19 (CSTX) family,Arthropoda,no,yes
B6DCN0,Neurotoxin 19 (CSTX) family,Arthropoda,no,yes
B6DCN1,Neurotoxin 19 (CSTX) family,Arthropoda,no,yes
B6DCN2,Neurotoxin 19 (CSTX) family,Arthropoda,no,yes
B6DCN3,Neurotoxin 19 (CSTX) family,Arthropoda,no,yes
B6DCN4,Neurotoxin 19 (CSTX) family,Arthropoda,no,yes
B6DCN5,Neurotoxin 19 (CSTX) family,Arthropoda,no,yes
B6DCN6,Neurotoxin 19 (CSTX) family,Arthropoda,no,yes
B6DCN7,Neurotoxin 19 (CSTX) family,Arthropoda,no,yes
B6DCN8,Neurotoxin 19 (CSTX) family,Arthropoda,no,yes
P0DPU9,Other,Arthropoda,no,yes
A0A348G5W0,Other,Arthropoda,no,yes
P0DPU3,,Arthropoda,no,yes
A0A6M3Z4E7,,Arthropoda,no,yes
P0DSJ7,Other,Arthropoda,no,yes
P0DPU6,Other,Arthropoda,yes,yes
P86468,Other,Cnidaria,yes,no
B6DCN9,Neurotoxin 19 (CSTX) family,Arthropoda,no,yes
B6DCP0,Neurotoxin 19 (CSTX) family,Arthropoda,no,yes
B6DCP1,Neurotoxin 19 (CSTX) family,Arthropoda,no,yes
B6DCP2,Neurotoxin 19 (CSTX) family,Arthropoda,no,yes
B6DCP3,Neurotoxin 19 (CSTX) family,Arthropoda,no,yes
B6DCP4,Neurotoxin 19 (CSTX) family,Arthropoda,no,yes
P86469,,Cnidaria,yes,no
B6DCP5,Neurotoxin 19 (CSTX) family,Arthropoda,no,yes
P0DSJ8,Other,Arthropoda,no,yes
A0A348G5W1,Other,Arthropoda,no,yes
P0DSJ9,Other,Arthropoda,no,yes
A0A6M3Z4L2,,Arthropoda,no,yes
P0DL72,Neurotoxin 10 (Hwtx-1) family,Arthropoda,no,no
P0DJA9,Neurotoxin 10 (Hwtx-1) family,Arthropoda,no,yes
P0DL73,Neurotoxin 10 (Hwtx-1) family,Arthropoda,no,no
P0DSK1,Other,Arthropoda,no,yes
A0A348G5W2,Other,Arthropoda,no,yes
B3FIQ7,Other,Arthropoda,no,yes
P83997,Other,Arthropoda,no,no
P83893,Other,Arthropoda,no,no
P0DSK3,Other,Arthropoda,no,yes
A0A348G6I9,Other,Arthropoda,no,yes
A0A6G9KHE5,,Arthropoda,no,yes
P0DPX0,Other,Arthropoda,no,yes
P0DSK4,Other,Arthropoda,no,yes
A0A6M6R9M4,,Arthropoda,no,yes
P84016,Other,Arthropoda,no,no
B3FIN4,Other,Arthropoda,no,yes
A0A6G9KJM3,Other,Arthropoda,no,yes
P0DSK5,Other,Arthropoda,no,yes
A0A348G6J0,Other,Arthropoda,no,yes
P0DSK6,Other,Arthropoda,no,yes
P83903,Other,Arthropoda,yes,no
P0DSK7,Other,Arthropoda,no,yes
A0A348G6J1,Other,Arthropoda,no,yes
A0A2K8JW87,,Arthropoda,no,yes
P0DSK8,Other,Arthropoda,no,no
P49343,Other,Arthropoda,no,no
C0HJK2,,Arthropoda,no,no
P0DSK9,Other,Arthropoda,no,no
P49344,Other,Arthropoda,no,no
Q07932,Other,Arthropoda,no,yes
P0DL81,Other,Arthropoda,no,no
P0DPG5,Neurotoxin 10 (Hwtx-1) family,Arthropoda,no,no
C0HKG7,Neurotoxin 19 (CSTX) family,Arthropoda,no,yes
P0CF04,,Arthropoda,no,no
C0HJJ7,Other,Arthropoda,no,no
P60992,Neurotoxin 10 (Hwtx-1) family,Arthropoda,no,no
P0DUC1,Neurotoxin 10 (Hwtx-1) family,Arthropoda,no,no
Q68Y23,Other,Arthropoda,no,yes
P0DSL0,,Arthropoda,no,no
P41736,,Arthropoda,no,no
P0DQV4,Neurotoxin 10 (Hwtx-1) family,Arthropoda,no,yes
P84062,Other,Arthropoda,no,no
P0DRD0,Other,Arthropoda,no,yes
P0DXT1,Other,Arthropoda,no,yes
P0DUC0,Other,Arthropoda,no,yes
C0HL38,,Arthropoda,no,yes
P0DXZ4,,Arthropoda,no,yes
P0DSL1,Other,Arthropoda,no,no
P0DSL2,Other,Arthropoda,no,no
C0HKG8,Neurotoxin 19 (CSTX) family,Arthropoda,no,yes
P0DSL3,Other,Arthropoda,no,no
P0DOC5,Neurotoxin 10 (Hwtx-1) family,Arthropoda,no,no
P0DUC2,Neurotoxin 10 (Hwtx-1) family,Arthropoda,no,no
P84063,Other,Arthropoda,yes,no
C0HKG9,Neurotoxin 19 (CSTX) family,Arthropoda,no,yes
C0HJK1,,Arthropoda,no,no
P61509,Other,Arthropoda,no,no
P61510,Other,Arthropoda,no,no
P0DX56,Long (4 C-C) scorpion toxin superfamily,Arthropoda,no,no
P83108,,Arthropoda,no,no
P0DL84,Neurotoxin 10 (Hwtx-1) family,Arthropoda,no,no
P84507,Neurotoxin 10 (Hwtx-1) family,Arthropoda,no,no
P85117,Other,Arthropoda,no,no
P0DV95,Neurotoxin 10 (Hwtx-1) family,Arthropoda,no,yes
Q6B4T5,Other,Arthropoda,no,yes
C0HLR8,Other,Arthropoda,no,no
C0HLN4,Neurotoxin 10 (Hwtx-1) family,Arthropoda,no,no
K7N5K9,Other,Arthropoda,no,yes
P60991,Neurotoxin 10 (Hwtx-1) family,Arthropoda,no,no
P56855,Neurotoxin 10 (Hwtx-1) family,Arthropoda,no,no
P83745,Neurotoxin 10 (Hwtx-1) family,Arthropoda,no,no
P0DL48,Other,Arthropoda,no,no
Q5Y4U4,Other,Arthropoda,no,yes
P85268,Other,Arthropoda,yes,no
B3EWT2,Other,Arthropoda,no,no
B6DD54,Other,Arthropoda,no,yes
A0A6G9KIR5,Other,Arthropoda,no,yes
P0DX50,Other,Arthropoda,yes,no
O76200,Other,Arthropoda,no,yes
P83911,Other,Arthropoda,no,no
P85269,Other,Arthropoda,yes,no
B6DD55,Other,Arthropoda,no,yes
O76201,Other,Arthropoda,no,yes
P84000,Other,Arthropoda,yes,no
P81791,Other,Arthropoda,no,yes
P0C2A0,Long (4 C-C) scorpion toxin superfamily,Arthropoda,yes,no
P49267,Other,Arthropoda,no,no
P49269,Other,Arthropoda,no,no
P49270,Other,Arthropoda,no,no
P49272,Other,Arthropoda,no,no
P85270,Other,Arthropoda,yes,no
P0DPW6,Other,Arthropoda,no,yes
P0DQX9,Other,Arthropoda,no,yes
P0DSL4,Other,Arthropoda,no,yes
P83895,Other,Arthropoda,no,no
P81789,Other,Arthropoda,yes,no
P83909,Other,Arthropoda,no,no
P0DL38,Other,Arthropoda,no,yes
A0A8U0LTT7,Other,Arthropoda,no,yes
P81793,Other,Arthropoda,no,yes
A0A8U0LTN3,Other,Arthropoda,no,yes
P0C2S6,Other,Arthropoda,no,yes
A0A8U0LTM5,Other,Arthropoda,no,yes
A0A8U0LU66,Other,Arthropoda,no,yes
W4VSI7,Other,Arthropoda,no,yes
A0A8U0LTT9,Other,Arthropoda,no,yes
W4VS32,Other,Arthropoda,no,yes
W4VRV1,Other,Arthropoda,no,yes
W4VRX3,Other,Arthropoda,no,yes
W4VSI6,Other,Arthropoda,no,yes
W4VSB2,Other,Arthropoda,no,yes
P0C295,Other,Arthropoda,no,no
P83915,Other,Arthropoda,no,no
P83559,Other,Arthropoda,no,no
P34079,Other,Arthropoda,no,no
P36984,Other,Arthropoda,yes,no
P36985,Other,Arthropoda,yes,yes
P36986,Other,Arthropoda,yes,no
P36987,Other,Arthropoda,yes,no
P36988,Other,Arthropoda,no,no
P36983,Other,Arthropoda,no,yes
P0C296,Other,Arthropoda,no,no
P0DJ96,,Chordata,no,no
P83998,Other,Arthropoda,no,no
P30288,Other,Arthropoda,no,no
P37045,Other,Arthropoda,no,yes
P0C297,Other,Arthropoda,no,no
B6DD52,Other,Arthropoda,no,yes
Q75WH3,Other,Arthropoda,no,yes
B6DD53,Other,Arthropoda,no,yes
P84017,Other,Arthropoda,no,no
P86418,Neurotoxin 10 (Hwtx-1) family,Arthropoda,no,no
B3EWT3,Other,Arthropoda,no,no
B3EWT4,Other,Arthropoda,no,no
P83996,Neurotoxin 10 (Hwtx-1) family,Arthropoda,no,no
P83892,Neurotoxin 10 (Hwtx-1) family,Arthropoda,no,no
P85267,Other,Arthropoda,yes,no
P84013,Other,Arthropoda,yes,no
P0C2S9,Other,Arthropoda,yes,yes
P29426,Neurotoxin 10 (Hwtx-1) family,Arthropoda,no,no
C0HJK4,,Arthropoda,no,no
A0A059T2H4,Other,Arthropoda,no,yes
P0CF03,,Arthropoda,no,no
P0DQO5,Other,Arthropoda,no,no
Q68Y22,Other,Arthropoda,no,yes
Q26464,Other,Arthropoda,no,yes
P0DSL5,,Arthropoda,no,no
P0DRD1,Other,Arthropoda,no,yes
P0DXT2,Other,Arthropoda,no,yes
A0A6M3Z4R4,Other,Arthropoda,yes,yes
P0DXZ5,,Arthropoda,no,yes
C0HJK3,,Arthropoda,no,no
P0DQO6,Other,Arthropoda,no,no
P0C023,Other,Arthropoda,no,no
P0DXT3,Other,Arthropoda,yes,no
P0DQO7,Other,Arthropoda,no,no
P0DXT4,Other,Arthropoda,no,yes
P0DXT5,Other,Arthropoda,no,yes
B6DD29,Other,Arthropoda,no,yes
B6DD30,Other,Arthropoda,no,yes
B6DD31,Other,Arthropoda,no,yes
B6DD32,Other,Arthropoda,no,yes
B6DD33,Other,Arthropoda,no,yes
P0DV31,Other,Arthropoda,no,yes
P0DX57,Long (4 C-C) scorpion toxin superfamily,Arthropoda,yes,no
P84508,Neurotoxin 10 (Hwtx-1) family,Arthropoda,no,no
P60993,Neurotoxin 10 (Hwtx-1) family,Arthropoda,no,no
P0DV96,Neurotoxin 10 (Hwtx-1) family,Arthropoda,no,yes
Q6B4T4,Other,Arthropoda,no,yes
P83746,Neurotoxin 10 (Hwtx-1) family,Arthropoda,no,no
B6DCP6,Neurotoxin 19 (CSTX) family,Arthropoda,no,yes
B6DCP7,Neurotoxin 19 (CSTX) family,Arthropoda,no,yes
B6DCS0,Neurotoxin 19 (CSTX) family,Arthropoda,no,yes
B6DCQ0,Neurotoxin 19 (CSTX) family,Arthropoda,no,yes
B6DCQ1,Neurotoxin 19 (CSTX) family,Arthropoda,no,yes
B6DCQ2,Neurotoxin 19 (CSTX) family,Arthropoda,no,yes
B6DCQ3,Neurotoxin 19 (CSTX) family,Arthropoda,no,yes
B6DCQ4,Neurotoxin 19 (CSTX) family,Arthropoda,no,yes
E7BLC7,Long (4 C-C) scorpion toxin superfamily,Arthropoda,no,yes
P83999,Other,Arthropoda,yes,no
B6DCQ5,Neurotoxin 19 (CSTX) family,Arthropoda,no,yes
B6DCQ6,Neurotoxin 19 (CSTX) family,Arthropoda,no,yes
B6DCQ7,Neurotoxin 19 (CSTX) family,Arthropoda,no,yes
B6DCQ8,Neurotoxin 19 (CSTX) family,Arthropoda,no,yes
B6DCQ9,Neurotoxin 19 (CSTX) family,Arthropoda,no,yes
B6DCR0,Neurotoxin 19 (CSTX) family,Arthropoda,no,yes
B6DCR1,Neurotoxin 19 (CSTX) family,Arthropoda,no,yes
B6DCR2,Neurotoxin 19 (CSTX) family,Arthropoda,no,yes
B6DCR3,Neurotoxin 19 (CSTX) family,Arthropoda,no,yes
B6DCR4,Neurotoxin 19 (CSTX) family,Arthropoda,no,yes
P0DPW7,Other,Arthropoda,no,yes
A0A0R4I951,Other,Arthropoda,no,yes
I6RU32,Other,Arthropoda,no,yes
P0DM66,Other,Arthropoda,no,yes
P0DPW8,Other,Arthropoda,no,yes
P0DPV3,Other,Arthropoda,no,yes
I6R1R9,,Arthropoda,no,yes
I6S3A0,Other,Arthropoda,no,yes
I6RU46,Other,Arthropoda,no,yes
I6RA73,Other,Arthropoda,no,yes
P0C298,Other,Arthropoda,no,no
Q7YT83,Other,Mollusca,no,yes
B6DCR5,Neurotoxin 19 (CSTX) family,Arthropoda,no,yes
B6DCR6,Neurotoxin 19 (CSTX) family,Arthropoda,no,yes
B6DCR7,Neurotoxin 19 (CSTX) family,Arthropoda,no,yes
B6DCR8,Neurotoxin 19 (CSTX) family,Arthropoda,no,yes
B6DCR9,Neurotoxin 19 (CSTX) family,Arthropoda,no,yes
P58605,,Arthropoda,no,no
B6DCS1,Neurotoxin 19 (CSTX) family,Arthropoda,no,yes
B6DCS2,Neurotoxin 19 (CSTX) family,Arthropoda,no,yes
B6DCS3,Neurotoxin 19 (CSTX) family,Arthropoda,no,yes
B6DCS4,Neurotoxin 19 (CSTX) family,Arthropoda,no,yes
B1P1I1,Other,Arthropoda,no,yes
D2Y2B6,Other,Arthropoda,no,yes
P0DL36,Other,Arthropoda,no,yes
B1P1I2,Other,Arthropoda,no,yes
D2Y2B7,Other,Arthropoda,no,yes
B1P1I4,Other,Arthropoda,no,yes
D2Y2B8,Other,Arthropoda,no,yes
B1P1I5,Other,Arthropoda,no,yes
D2Y2B9,Other,Arthropoda,no,yes
B1P1I6,Other,Arthropoda,no,yes
D2Y2D9,Other,Arthropoda,no,yes
B1P1I3,Other,Arthropoda,no,yes
D2Y2D8,Other,Arthropoda,no,yes
P0C299,Other,Arthropoda,no,no
P0DMD8,Other,Arthropoda,no,yes
P83910,Neurotoxin 10 (Hwtx-1) family,Arthropoda,no,no
B6DCS5,Neurotoxin 19 (CSTX) family,Arthropoda,no,yes
B6DCS6,Neurotoxin 19 (CSTX) family,Arthropoda,no,yes
B6DCS7,Neurotoxin 19 (CSTX) family,Arthropoda,no,yes
B6DCS8,Neurotoxin 19 (CSTX) family,Arthropoda,no,yes
B6DCS9,Neurotoxin 19 (CSTX) family,Arthropoda,no,yes
B6DCT0,Neurotoxin 19 (CSTX) family,Arthropoda,no,yes
B6DCT1,Neurotoxin 19 (CSTX) family,Arthropoda,no,yes
B6DCT2,Neurotoxin 19 (CSTX) family,Arthropoda,no,yes
Q75WG7,Other,Arthropoda,no,yes
P0DMD2,Other,Arthropoda,no,no
W4VRX0,Other,Arthropoda,no,yes
W4VSI5,Other,Arthropoda,no,yes
W4VSB0,Other,Arthropoda,no,yes
P84012,Other,Arthropoda,no,no
P29423,Other,Arthropoda,no,yes
O76198,Other,Arthropoda,no,yes
P81790,Other,Arthropoda,no,yes
P85263,Other,Arthropoda,yes,no
P0DX51,Other,Arthropoda,yes,no
P83905,Other,Arthropoda,no,no
P61229,Other,Arthropoda,no,yes
P0DPG7,Other,Arthropoda,yes,no
P85262,Other,Arthropoda,yes,no
P84034,Other,Arthropoda,no,no
P85264,Other,Arthropoda,yes,no
P59367,Other,Arthropoda,no,yes
P85266,Other,Arthropoda,yes,no
P59368,Other,Arthropoda,no,yes
P85265,Other,Arthropoda,yes,no
P0DV32,Other,Arthropoda,no,yes
P84028,Other,Arthropoda,no,no
P85235,Other,Arthropoda,yes,no
P83896,Other,Arthropoda,yes,no
P29425,Other,Arthropoda,no,yes
P83904,Other,Arthropoda,no,no
P85276,Other,Arthropoda,yes,no
O76199,Other,Arthropoda,no,yes
P85275,Other,Arthropoda,yes,no
P85277,Other,Arthropoda,yes,no
P0CF01,Non-disulfide-bridged peptide (NDBP) superfamily,Arthropoda,no,no
C0HJK0,,Arthropoda,no,no
W5U5X5,Other,Arthropoda,no,yes
C0HKD0,Other,Arthropoda,no,no
A9CM07,Other,Arthropoda,no,yes
P0DRD2,Other,Arthropoda,no,yes
P0DXT6,Other,Arthropoda,no,yes
A0A6M3Z4R1,,Arthropoda,no,yes
P0DXT7,Other,Arthropoda,no,yes
P0DX58,Long (4 C-C) scorpion toxin superfamily,Arthropoda,yes,no
P84509,Neurotoxin 10 (Hwtx-1) family,Arthropoda,no,no
Q6B4T3,Other,Arthropoda,no,yes
P86117,,Arthropoda,yes,no
P84510,Neurotoxin 10 (Hwtx-1) family,Arthropoda,no,no
P31010,,Arthropoda,yes,no
P0DM67,Neurotoxin 10 (Hwtx-1) family,Arthropoda,no,yes
P83747,Neurotoxin 10 (Hwtx-1) family,Arthropoda,no,no
B6DCT3,Neurotoxin 19 (CSTX) family,Arthropoda,no,yes
B6DCT4,Neurotoxin 19 (CSTX) family,Arthropoda,no,yes
B6DCT5,Neurotoxin 19 (CSTX) family,Arthropoda,no,yes
B6DCT6,Neurotoxin 19 (CSTX) family,Arthropoda,no,yes
B6DCT7,Neurotoxin 19 (CSTX) family,Arthropoda,no,yes
B6DCT8,Neurotoxin 19 (CSTX) family,Arthropoda,no,yes
A0A023W123,Other,Arthropoda,no,yes
P0DPW9,Other,Arthropoda,no,yes
A0A0N7CSQ4,Other,Arthropoda,no,yes
A0A023W082,Other,Arthropoda,no,yes
P0DPV4,Other,Arthropoda,no,yes
A0A023VZM6,Other,Arthropoda,no,yes
A0A023W0U0,Other,Arthropoda,no,yes
A0A023W090,Other,Arthropoda,no,yes
A0A023VZF1,Other,Arthropoda,yes,yes
P0DPX2,Other,Arthropoda,no,yes
P0DPX1,Other,Arthropoda,no,yes
P0DPX3,Other,Arthropoda,no,yes
P0DPX4,Other,Arthropoda,no,yes
P0DRC9,Other,Arthropoda,no,yes
P56854,Neurotoxin 10 (Hwtx-1) family,Arthropoda,no,no
C0HKG4,Other,Arthropoda,yes,no
P0CF02,,Arthropoda,no,no
C0HJH7,,Arthropoda,no,no
P0DV62,Neurotoxin 19 (CSTX) family,Arthropoda,no,yes
P0DRD3,Other,Arthropoda,no,yes
P0DXT8,Other,Arthropoda,no,yes
P0DSI4,Other,Arthropoda,no,yes
C0HJH6,,Arthropoda,no,no
P0CF05,,Arthropoda,no,no
P0DXT9,Other,Arthropoda,no,yes
P0DXU0,Other,Arthropoda,no,yes
P0DX59,Long (4 C-C) scorpion toxin superfamily,Arthropoda,yes,no
Q27Q53,Other,Arthropoda,yes,no
P0DM68,Other,Arthropoda,no,yes
B6DCV0,Neurotoxin 19 (CSTX) family,Arthropoda,no,yes
P0DPY1,Other,Arthropoda,no,yes
P0DPX8,Other,Arthropoda,no,yes
P0DPX5,Other,Arthropoda,no,yes
P0DPU8,Other,Arthropoda,no,yes
P0DPX7,Other,Arthropoda,no,yes
I6R1R5,Other,Arthropoda,no,yes
P0DPX9,Other,Arthropoda,no,yes
P0DPX6,Other,Arthropoda,no,yes
P0DPY0,Other,Arthropoda,no,yes
P0DSL6,,Arthropoda,no,yes
P61789,Neurotoxin 10 (Hwtx-1) family,Arthropoda,no,no
P0DRD4,Other,Arthropoda,no,yes
P0DXU1,Other,Arthropoda,no,yes
P61790,Neurotoxin 10 (Hwtx-1) family,Arthropoda,no,no
P0DM69,Other,Arthropoda,no,yes
B6DCV1,Neurotoxin 19 (CSTX) family,Arthropoda,no,yes
B6DCV2,Neurotoxin 19 (CSTX) family,Arthropoda,no,yes
B6DCV3,Neurotoxin 19 (CSTX) family,Arthropoda,no,yes
B6DCV4,Neurotoxin 19 (CSTX) family,Arthropoda,no,yes
B6DCV5,Neurotoxin 19 (CSTX) family,Arthropoda,no,yes
B6DCV6,Neurotoxin 19 (CSTX) family,Arthropoda,no,yes
B6DCV7,Neurotoxin 19 (CSTX) family,Arthropoda,no,yes
B6DCV8,Neurotoxin 19 (CSTX) family,Arthropoda,no,yes
B6DCV9,Neurotoxin 19 (CSTX) family,Arthropoda,no,yes
Q76DT2,,Cnidaria,no,yes
P58911,,Cnidaria,no,yes
P58912,,Cnidaria,no,yes
B6DCW0,Neurotoxin 19 (CSTX) family,Arthropoda,no,yes
P0DPY2,Other,Arthropoda,no,yes
P0DW95,Neurotoxin 10 (Hwtx-1) family,Arthropoda,no,no
P0DQO0,Neurotoxin 10 (Hwtx-1) family,Arthropoda,no,no
P0C244,Neurotoxin 10 (Hwtx-1) family,Arthropoda,no,no
P0C245,Neurotoxin 10 (Hwtx-1) family,Arthropoda,no,no
P0C246,Neurotoxin 10 (Hwtx-1) family,Arthropoda,no,no
P0DRD5,Other,Arthropoda,no,yes
P0DXU2,Other,Arthropoda,no,yes
P0DXU3,Other,Arthropoda,no,yes
B6DCW1,Neurotoxin 19 (CSTX) family,Arthropoda,no,yes
B6DCW2,Neurotoxin 19 (CSTX) family,Arthropoda,no,yes
B6DCW3,Neurotoxin 19 (CSTX) family,Arthropoda,no,yes
B6DCW4,Neurotoxin 19 (CSTX) family,Arthropoda,no,yes
B6DCW5,Neurotoxin 19 (CSTX) family,Arthropoda,no,yes
B6DCW6,Neurotoxin 19 (CSTX) family,Arthropoda,no,yes
B6DCW7,Neurotoxin 19 (CSTX) family,Arthropoda,no,yes
B6DCW8,Neurotoxin 19 (CSTX) family,Arthropoda,no,yes
B6DCW9,Neurotoxin 19 (CSTX) family,Arthropoda,no,yes
B6DCX0,Neurotoxin 19 (CSTX) family,Arthropoda,no,yes
B6DCX1,Neurotoxin 19 (CSTX) family,Arthropoda,no,yes
I6RA66,Other,Arthropoda,no,yes
I6S7G9,Other,Arthropoda,no,yes
I6R1R7,Other,Arthropoda,no,yes
I6S394,Other,Arthropoda,no,yes
I6RA71,Other,Arthropoda,no,yes
I6S7H3,Other,Arthropoda,no,yes
P0DRD6,Other,Arthropoda,no,yes
P0DSI5,Other,Arthropoda,no,yes
B6DCX2,Neurotoxin 19 (CSTX) family,Arthropoda,no,yes
B6DCX4,Neurotoxin 19 (CSTX) family,Arthropoda,no,yes
B6DCX5,Neurotoxin 19 (CSTX) family,Arthropoda,no,yes
B6DCX6,Neurotoxin 19 (CSTX) family,Arthropoda,no,yes
B6DCX7,Neurotoxin 19 (CSTX) family,Arthropoda,no,yes
B6DCX8,Neurotoxin 19 (CSTX) family,Arthropoda,no,yes
B6DCX9,Neurotoxin 19 (CSTX) family,Arthropoda,no,yes
B6DCY0,Neurotoxin 19 (CSTX) family,Arthropoda,no,yes
B6DCY2,Neurotoxin 19 (CSTX) family,Arthropoda,no,yes
B6DCY3,Neurotoxin 19 (CSTX) family,Arthropoda,no,yes
B6DCY4,Neurotoxin 19 (CSTX) family,Arthropoda,no,yes
B6DCY5,Neurotoxin 19 (CSTX) family,Arthropoda,no,yes
B6DCY6,Neurotoxin 19 (CSTX) family,Arthropoda,no,yes
B6DCY7,Neurotoxin 19 (CSTX) family,Arthropoda,no,yes
B6DCY8,Neurotoxin 19 (CSTX) family,Arthropoda,no,yes
B6DCY9,Neurotoxin 19 (CSTX) family,Arthropoda,no,yes
B6DCZ0,Neurotoxin 19 (CSTX) family,Arthropoda,no,yes
A0A023VZR2,Other,Arthropoda,no,yes
B6DCZ1,Neurotoxin 19 (CSTX) family,Arthropoda,no,yes
B6DCZ2,Neurotoxin 19 (CSTX) family,Arthropoda,no,yes
B6DCZ3,Neurotoxin 19 (CSTX) family,Arthropoda,no,yes
B6DCZ4,Neurotoxin 19 (CSTX) family,Arthropoda,no,yes
B6DCZ5,Neurotoxin 19 (CSTX) family,Arthropoda,no,yes
B6DCZ6,Neurotoxin 19 (CSTX) family,Arthropoda,no,yes
B6DCZ7,Neurotoxin 19 (CSTX) family,Arthropoda,no,yes
B6DCZ8,Neurotoxin 19 (CSTX) family,Arthropoda,no,yes
B6DCZ9,Neurotoxin 19 (CSTX) family,Arthropoda,no,yes
B6DD00,Neurotoxin 19 (CSTX) family,Arthropoda,no,yes
B6DD01,Neurotoxin 19 (CSTX) family,Arthropoda,no,yes
A0A023W0B6,Other,Arthropoda,no,yes
A0A023W168,Other,Arthropoda,no,yes
A0A023W0W9,Other,Arthropoda,no,yes
A0A023W157,Other,Arthropoda,no,yes
A0A023W0V9,Other,Arthropoda,no,yes
A0A023W0C3,Other,Arthropoda,no,yes
A0A023W163,Other,Arthropoda,no,yes
P0DMZ3,Other,Cnidaria,no,yes
A0A6M3Z9I6,Other,Arthropoda,no,yes
P0DMZ4,Other,Cnidaria,no,yes
P0DMZ5,Other,Cnidaria,yes,yes
P0DMZ6,Other,Cnidaria,no,yes
P0DMZ7,Other,Cnidaria,no,yes
P85274,Other,Arthropoda,yes,no
P83902,Other,Arthropoda,no,no
P84014,Other,Arthropoda,no,no
P81792,Other,Arthropoda,no,yes
P84031,Other,Arthropoda,no,no
P0C2S7,Other,Arthropoda,no,yes
P83901,Other,Arthropoda,no,no
P0C2S8,Other,Arthropoda,no,yes
P84011,Other,Arthropoda,no,no
A0A1R3S3A8,Other,Cnidaria,no,yes
A0A023W0V6,Other,Arthropoda,no,yes
P86466,Other,Cnidaria,yes,no
P86465,Other,Cnidaria,no,no
P86467,Other,Cnidaria,yes,no
P69929,Other,Cnidaria,no,yes
P0C7W7,Other,Cnidaria,no,no
R4ZCU1,Other,Cnidaria,no,yes
B6DD03,Neurotoxin 19 (CSTX) family,Arthropoda,no,yes
B6DD04,Neurotoxin 19 (CSTX) family,Arthropoda,no,yes
B6DD05,Neurotoxin 19 (CSTX) family,Arthropoda,no,yes
B6DD06,Neurotoxin 19 (CSTX) family,Arthropoda,no,yes
P0DPY9,Other,Arthropoda,no,yes
P0DPY3,Other,Arthropoda,no,yes
P0DPY7,Other,Arthropoda,no,yes
P0DPZ2,Other,Arthropoda,no,yes
P0DPY4,Other,Arthropoda,no,yes
P0DPV0,Other,Arthropoda,no,yes
P0DQJ3,Other,Arthropoda,no,no
B3EWY4,Other,Arthropoda,no,yes
Q4LCT3,Other,Arthropoda,no,yes
V9QF69,Other,Arthropoda,no,yes
V9QFH5,Other,Arthropoda,no,yes
